material_id,formula,mismatch_pct,E_ads_eV,S_lattice,S_adsorption,barrier_eV,S_diffusion,score_mode,score
mp-1103182,ZnNi3B2,1.198,-0.1890999972820282,0.8502,0.2987,,,pre_neb,0.5351
mp-30368,Ca5Au3,0.401,-0.1536999940872192,0.9499,0.2233,,,pre_neb,0.5347
mp-977126,Li3Ag,2.441,-0.2345999926328659,0.6949,0.4146,,,pre_neb,0.5347
mp-7353,Hf3Cu8,2.327,-0.7699000239372253,0.7091,0.4023,,,pre_neb,0.5338
mp-24424,BaHBr,1.469,-0.1981000006198883,0.8164,0.32,,,pre_neb,0.5328
mp-1097065,Li2HfN2,4.649,-0.303600013256073,0.4189,0.6174,,,pre_neb,0.5323
mp-1425,TiCr2,0.86,-0.8281000256538391,0.8925,0.2604,,,pre_neb,0.5313
mp-569775,ZrAl3,2.402,-0.76910001039505,0.6998,0.4045,,,pre_neb,0.531
mp-1226559,Co3Ni,0.671,-0.8374999761581421,0.9161,0.2408,,,pre_neb,0.5302
mp-1191953,Nb3Al2N,0.928,-0.82669997215271,0.884,0.2634,,,pre_neb,0.5294
mp-1198370,Ca11Sn3C8,6.28,-0.6471999883651733,0.215,0.7627,,,pre_neb,0.528
mp-864988,Mn2AlCr,1.4,-0.8084999918937683,0.825,0.3043,,,pre_neb,0.5275
mp-867821,TaTiMn2,1.312,-0.8123999834060669,0.836,0.2953,,,pre_neb,0.527
mp-1209887,NbFeSi,2.653,-0.7631000280380249,0.6684,0.4209,,,pre_neb,0.527
mp-1953,TiAl,6.562,-0.3610999882221222,0.1797,0.7857,,,pre_neb,0.526
mp-505527,Ti5Si4,4.289,-0.2883999943733215,0.4639,0.5714,,,pre_neb,0.5253
mp-1224285,HfTaC2,5.995,-0.3416000008583069,0.2506,0.7308,,,pre_neb,0.525
mp-19855,Cr7C3,0.273,-0.1375000029802322,0.9659,0.1935,,,pre_neb,0.5245
mp-11507,Ni4Mo,1.749,-0.7972000241279602,0.7814,0.3315,,,pre_neb,0.5243
mp-5172,Zr2(Ni7B2)3,0.26,-0.1365000009536743,0.9675,0.1917,,,pre_neb,0.5242
mp-2018,AlFe3,1.114,-0.8235999941825867,0.8608,0.2701,,,pre_neb,0.5232
mp-1224333,Hf2HC,4.263,-0.2863000035285949,0.4671,0.565,,,pre_neb,0.5231
mp-1068742,SrZrO3,0.597,-0.1523000001907348,0.9254,0.2206,,,pre_neb,0.5227
mp-1009545,PaN,0.124,-0.1262000054121017,0.9845,0.1744,,,pre_neb,0.5216
mp-1215222,ZrNbC2,5.233,-0.3154000043869018,0.3459,0.6531,,,pre_neb,0.5215
mp-567580,PaC,0.118,-0.1256999969482422,0.9852,0.1736,,,pre_neb,0.5214
mp-23033,Sr2NCl,1.296,-0.1825000047683715,0.838,0.2836,,,pre_neb,0.5212
mp-8670,Ca3CrN3,2.565,-0.2291000038385391,0.6794,0.3996,,,pre_neb,0.5195
mp-568172,Ca3N2,0.754,-0.1568000018596649,0.9058,0.2294,,,pre_neb,0.5193
mp-551203,Sr2I2O,1.844,-0.2009000033140182,0.7695,0.3268,,,pre_neb,0.5166
mp-1183488,CaAcMg2,4.549,-0.2912000119686126,0.4314,0.5799,,,pre_neb,0.5162
mp-1094889,LiMg,0.268,-0.1284999996423721,0.9665,0.1781,,,pre_neb,0.516
mp-23827,Sr7(H6Cl)2,4.055,-0.7245000004768372,0.4931,0.5326,,,pre_neb,0.5157
mp-1215219,ZrTaC2,5.54,-0.680400013923645,0.3075,0.6658,,,pre_neb,0.5122
mp-998592,RbCaI3,1.046,-0.1642999947071075,0.8692,0.2445,,,pre_neb,0.5122
mp-1209930,Nb5SiB2,2.569,-0.2240999937057495,0.6789,0.3862,,,pre_neb,0.5116
mp-15809,Cr2B,0.412,-0.8680999875068665,0.9485,0.1838,,,pre_neb,0.5115
mp-998749,KCaBr3,1.189,-0.1701000034809112,0.8514,0.2566,,,pre_neb,0.5115
mp-1101943,TaFeSi,1.841,-0.8058000206947327,0.7699,0.3107,,,pre_neb,0.5075
mp-5914,Li3BN2,0.177,-0.1133999973535537,0.9779,0.1544,,,pre_neb,0.5073
mp-770997,Li2HfO3,0.271,-0.1186999976634979,0.9661,0.1625,,,pre_neb,0.5069
mp-15701,MgSiN2,0.882,-0.8496000170707703,0.8898,0.217,,,pre_neb,0.5053
mp-1221387,MoW,0.401,-0.8766000270843506,0.9499,0.1698,,,pre_neb,0.5041
mp-5515,Li7MnN4,5.396,-0.3102000057697296,0.3255,0.6374,,,pre_neb,0.5037
mp-1225210,Fe3Si,2.93,-0.7688999772071838,0.6338,0.405,,,pre_neb,0.503
mp-984055,Ca7(H6Cl)2,1.842,-0.8108000159263611,0.7697,0.299,,,pre_neb,0.5007
mp-1989,Ta5Si3,0.568,-0.1270000040531158,0.929,0.1757,,,pre_neb,0.4985
mp-1094982,LiMg,2.794,-0.2223999947309494,0.6507,0.3816,,,pre_neb,0.497
mp-2643,Ti3Cu4,2.639,-0.7832000255584717,0.6701,0.367,,,pre_neb,0.4969
mp-1187206,Ta3W,2.73,-0.7807999849319458,0.6587,0.3732,,,pre_neb,0.4956
mp-1185791,Mg2Ni,2.231,-0.2003999948501587,0.7211,0.3256,,,pre_neb,0.4951
mp-755894,Li2O,1.969,-0.1897000074386596,0.7539,0.3001,,,pre_neb,0.4946
mp-11501,MnNi3,1.195,-0.8446999788284302,0.8506,0.2265,,,pre_neb,0.494
mp-1418,FeNi3,0.359,-0.8914999961853027,0.9551,0.1472,,,pre_neb,0.4935
mp-1094853,LiMg,3.681,-0.25,0.5399,0.4578,,,pre_neb,0.493
mp-2760,Nb6C5,4.74,-0.2834999859333038,0.4075,0.5566,,,pre_neb,0.4927
mp-1080089,TaFeB,0.198,-0.0965000018477439,0.9752,0.1307,,,pre_neb,0.4926
mp-569383,Ca5(CoN2)2,0.621,-0.1234000027179718,0.9224,0.1698,,,pre_neb,0.4924
mp-1079438,Ta2N,1.267,-0.8429999947547913,0.8416,0.2298,,,pre_neb,0.492
mp-1188077,Zr7Cu10,1.365,-0.1613000035285949,0.8294,0.2384,,,pre_neb,0.4917
mp-1221620,MnAlFe2,1.639,-0.8267999887466431,0.7951,0.2632,,,pre_neb,0.4911
mp-864655,PaCo3,1.347,-0.8416000008583069,0.8316,0.2326,,,pre_neb,0.4893
mp-1095016,CaMg2,0.396,-0.1030000001192092,0.9505,0.1394,,,pre_neb,0.487
mp-1018720,HfVSi,1.978,-0.8162000179290771,0.7528,0.2866,,,pre_neb,0.4864
mp-16514,Al3Ni5,0.72,-0.8777999877929688,0.91,0.1679,,,pre_neb,0.486
mp-1201607,Li7CuSi2,2.999,-0.221000000834465,0.6251,0.3779,,,pre_neb,0.4839
mp-28989,Li10BrN3,1.065,-0.1391000002622604,0.8669,0.1963,,,pre_neb,0.4837
mp-10550,SrMg2N2,0.966,-0.1337999999523162,0.8792,0.1871,,,pre_neb,0.4837
mp-11506,Ni3Mo,0.792,-0.8765000104904175,0.901,0.17,,,pre_neb,0.4833
mp-1206863,CsCaCl3,2.614,-0.2064999938011169,0.6732,0.3407,,,pre_neb,0.4832
mp-4022,Zr2CoSi2,3.006,-0.2204000055789947,0.6242,0.3764,,,pre_neb,0.4826
mp-383,Rb2Te,1.263,-0.8518999814987183,0.8421,0.2127,,,pre_neb,0.4824
mp-1191083,HfMo2,2.272,-0.8076000213623047,0.716,0.3064,,,pre_neb,0.482
mp-10142,Ta3B4,1.368,-0.8476999998092651,0.829,0.2206,,,pre_neb,0.4814
mp-1185970,Mn3Co,0.737,-0.8820000290870667,0.9079,0.1614,,,pre_neb,0.4813
mp-1747,K2Te,2.951,-0.7827000021934509,0.6311,0.3683,,,pre_neb,0.4809
mp-1214491,BaIBr,2.036,-0.1815000027418136,0.7455,0.2814,,,pre_neb,0.4803
mp-10366,Nb2Co3Si,0.666,-0.8878999948501587,0.9168,0.1525,,,pre_neb,0.48
mp-1185370,LiMg,0.58,-0.1062000021338462,0.9275,0.1439,,,pre_neb,0.4797
mp-7930,Zr3(Cu2Si)2,5.375,-0.7044000029563904,0.3281,0.5932,,,pre_neb,0.4796
mp-1018658,CaCoSi,2.173,-0.186499997973442,0.7284,0.2927,,,pre_neb,0.4794
mp-1415,CaSe,0.033,-0.0617000013589859,0.9959,0.0906,,,pre_neb,0.4786
mp-1025185,Cs2CaCl4,3.605,-0.2384999990463256,0.5494,0.4254,,,pre_neb,0.4785
mp-976239,LiMg,1.203,-0.1409000009298324,0.8496,0.1995,,,pre_neb,0.4781
mp-640189,TiNi,1.506,-0.8446000218391418,0.8118,0.2266,,,pre_neb,0.4774
mp-20937,Cr3C2,5.897,-0.6895999908447266,0.2629,0.638,,,pre_neb,0.4773
mp-2363,HfMo2,1.679,-0.8378000259399414,0.7901,0.2402,,,pre_neb,0.4759
mp-1215442,Zr2Al3Zn,0.169,-0.9333000183105468,0.9789,0.0957,,,pre_neb,0.4742
mp-7573,Co(BW)2,0.455,-0.9110000133514404,0.9431,0.1211,,,pre_neb,0.4734
mp-333,HfFe2,1.149,-0.1327999979257583,0.8564,0.1854,,,pre_neb,0.4729
mp-23009,Ca2BrN,0.628,-0.8999999761581421,0.9215,0.1353,,,pre_neb,0.4723
mp-1183474,CaAcAu2,1.852,-0.1668999940156936,0.7685,0.2498,,,pre_neb,0.4721
mp-20868,Fe2W,2.016,-0.8263000249862671,0.748,0.2642,,,pre_neb,0.4716
mp-27869,Ba2PCl,1.304,-0.8611000180244446,0.837,0.1959,,,pre_neb,0.4707
mp-555218,Ba4Br6O,0.064,-0.048700001090765,0.992,0.0784,,,pre_neb,0.4699
mp-29754,SrLiN,1.981,-0.8295999765396118,0.7524,0.2572,,,pre_neb,0.4694
mp-1102658,NbSiNi,1.218,-0.8671000003814697,0.8478,0.1855,,,pre_neb,0.4693
mp-862844,PaAl3,3.386,-0.2247000038623809,0.5768,0.3878,,,pre_neb,0.4688
mp-27454,BaLi2Si,4.416,-0.7408999800682068,0.448,0.4841,,,pre_neb,0.4686
mp-754824,SrO,1.239,-0.1330000013113021,0.8451,0.1857,,,pre_neb,0.4683
mp-573697,CsCl,0.08,-0.0469999983906745,0.99,0.0769,,,pre_neb,0.4682
mp-568662,BaCl2,0.709,-0.1000000014901161,0.9114,0.1353,,,pre_neb,0.4679
mp-29025,Li5Br2N,1.727,-0.1571000069379806,0.7841,0.23,,,pre_neb,0.4675
mp-1224495,HfMnAl,2.081,-0.1731999963521957,0.7399,0.2632,,,pre_neb,0.4675
mp-1228816,AlVFe2,4.54,-0.2621000111103058,0.4325,0.4929,,,pre_neb,0.467
mp-541938,Nb6Co16Si7,1.091,-0.1228000000119209,0.8636,0.1689,,,pre_neb,0.4666
mp-998981,TiAl3,0.805,-0.1046999990940094,0.8994,0.1418,,,pre_neb,0.4665
mp-998428,CsCaI3,0.207,-0.0564000010490417,0.9741,0.0855,,,pre_neb,0.4663
mp-569989,Nb2C,3.728,-0.7652000188827515,0.534,0.4151,,,pre_neb,0.4661
mp-1105373,Ca5P3H,3.213,-0.2167000025510788,0.5984,0.3667,,,pre_neb,0.466
mp-1213084,CsSrCl3,1.243,-0.1307000070810318,0.8446,0.1818,,,pre_neb,0.4659
mp-542915,TiAl3,1.703,-0.1544000059366226,0.7871,0.2247,,,pre_neb,0.4657
mp-568469,Ca4TiN4,4.649,-0.2644999921321869,0.4189,0.4999,,,pre_neb,0.4652
mp-1029536,MgZrN2,0.785,-0.101000003516674,0.9019,0.1367,,,pre_neb,0.4646
mp-1106407,HfCo3B2,3.367,-0.7789999842643738,0.5791,0.3779,,,pre_neb,0.4642
mp-10117,Mg3(Ni10B3)2,0.584,-0.0848999992012977,0.927,0.116,,,pre_neb,0.4636
mp-504617,Ti3Co5B2,5.114,-0.277099996805191,0.3608,0.5374,,,pre_neb,0.4617
mp-9999,Ni(BMo)2,0.569,-0.0806000009179115,0.9289,0.1109,,,pre_neb,0.4615
mp-11430,Ca3Al7Ag2,6.133,-0.3084999918937683,0.2334,0.6323,,,pre_neb,0.4613
mp-1219259,SiNi3W2,1.455,-0.8632000088691711,0.8181,0.1923,,,pre_neb,0.4605
mp-1187245,TiMo2W,0.587,-0.9204999804496764,0.9266,0.1097,,,pre_neb,0.4598
mp-21653,BaNiN,7.091,-0.6625999808311462,0.1136,0.7186,,,pre_neb,0.4593
mp-1265,MgO,0.014,-0.018300000578165,0.9982,0.055,,,pre_neb,0.4592
mp-23818,BaLiH3,0.239,-0.045899998396635,0.9701,0.076,,,pre_neb,0.4592
mp-11358,TaCo3,1.234,-0.8773000240325928,0.8458,0.1687,,,pre_neb,0.4589
mp-570661,Ta6Co16Si7,1.363,-0.1283999979496002,0.8296,0.178,,,pre_neb,0.4573
mp-1094159,Li3Mg,0.052,-0.0163000002503395,0.9935,0.0537,,,pre_neb,0.4565
mp-1210153,Nb3(Ni10B3)2,0.303,-0.9538999795913696,0.9621,0.0761,,,pre_neb,0.4558
mp-1207414,Zr9(CoP2)2,0.629,-0.0759000033140182,0.9214,0.1056,,,pre_neb,0.4552
mp-1186763,Ta2MoW,1.596,-0.8626000285148621,0.8005,0.1933,,,pre_neb,0.4535
mp-631,TiC,2.046,-0.1589999943971634,0.7443,0.2337,,,pre_neb,0.4525
mp-22867,RbBr,0.595,-0.9323999881744384,0.9256,0.0966,,,pre_neb,0.4519
mp-22447,Zr3P,3.409,-0.2137999981641769,0.5739,0.3592,,,pre_neb,0.4512
mp-568716,SrAg,6.626,-0.3176999986171722,0.1717,0.6601,,,pre_neb,0.4508
mp-23295,RbCl,1.956,-0.1521999984979629,0.7555,0.2205,,,pre_neb,0.4498
mp-1079706,Ti5Al2C3,2.291,-0.8324000239372253,0.7136,0.2513,,,pre_neb,0.4494
mp-1218874,Sr12Sn4N3,0.198,-0.0184000004082918,0.9752,0.0551,,,pre_neb,0.4494
mp-1867,Ta2Ni,0.225,-0.0216000005602836,0.9719,0.0572,,,pre_neb,0.4492
mp-1187158,SrBr2,2.372,-0.1704999953508377,0.7035,0.2574,,,pre_neb,0.4486
mp-570963,TaCr2,0.995,-0.906499981880188,0.8756,0.1268,,,pre_neb,0.4477
mp-2137,Mg2Ni,1.706,-0.1371999979019165,0.7868,0.193,,,pre_neb,0.4474
mp-1105570,TaMnSi,3.248,-0.2049999982118606,0.594,0.337,,,pre_neb,0.4471
mp-1207117,Fe2CoSi,1.018,-0.9060999751091005,0.8728,0.1273,,,pre_neb,0.4468
mp-1185200,Li3Au,0.878,-0.0816999971866607,0.8902,0.1122,,,pre_neb,0.4457
mp-505278,Zr9(NiP2)2,0.402,-0.0359000004827976,0.9498,0.0677,,,pre_neb,0.4457
mp-601842,Fe9Co7,5.492,-0.2795000076293945,0.3135,0.5446,,,pre_neb,0.4455
mp-1192189,MgO,0.325,-0.0208000000566244,0.9594,0.0567,,,pre_neb,0.4435
mp-24147,AcH2,0.438,-0.0326999984681606,0.9452,0.0652,,,pre_neb,0.4424
mp-17518,Sr2TaN3,5.958,-0.2915999889373779,0.2552,0.5811,,,pre_neb,0.4414
mp-1039393,CaMg2,3.527,-0.2110999971628189,0.5591,0.3523,,,pre_neb,0.4409
mp-11364,TiCu,2.496,-0.8306999802589417,0.688,0.2549,,,pre_neb,0.4405
mp-23303,RbBr,0.279,-0.0049000000581145,0.9651,0.0467,,,pre_neb,0.4403
mp-23713,CaH2,1.744,-0.1315000057220459,0.782,0.1832,,,pre_neb,0.4398
mp-2675,MgNi2,0.127,-1.029099941253662,0.9841,0.0302,,,pre_neb,0.439
mp-2593,AlNi3,1.16,-0.9064000248908995,0.855,0.1269,,,pre_neb,0.4389
mp-10736,Ba3N,2.572,-0.1712000072002411,0.6785,0.2589,,,pre_neb,0.4387
mp-1208557,TaSiNi,1.646,-0.8752999901771545,0.7942,0.1719,,,pre_neb,0.4386
mp-23299,RbCl,0.081,0.0430000014603138,0.9899,0.0251,,,pre_neb,0.4386
mp-3271,Ti3AlC,0.502,-0.031199999153614,0.9372,0.0641,,,pre_neb,0.4383
mp-1200444,Ba8Si6Sn,1.997,-0.1430000066757202,0.7504,0.2033,,,pre_neb,0.4378
mp-976408,Li3Ag,0.888,-0.0700000002980232,0.889,0.0991,,,pre_neb,0.4376
mp-882,Ti6O,1.292,-0.1004000008106231,0.8385,0.1359,,,pre_neb,0.437
mp-9029,Ca3VN3,1.374,-0.1055999994277954,0.8282,0.1431,,,pre_neb,0.4367
mp-2786,Ca5Zn3,1.769,-0.1291999965906143,0.7789,0.1793,,,pre_neb,0.4363
mp-1194313,Hf2(Ni7B2)3,0.424,-0.9864000082015992,0.947,0.052,,,pre_neb,0.4355
mp-998561,CsSrCl3,0.33,0.00179999996908,0.9588,0.043,,,pre_neb,0.4354
mp-1019544,BaZrO3,0.085,0.0662999972701072,0.9894,0.0182,,,pre_neb,0.4344
mp-328,Zr2Ni,0.924,-0.9330000281333924,0.8845,0.096,,,pre_neb,0.4339
mp-1217989,Ta4CoNi,0.156,0.0537000000476837,0.9805,0.0217,,,pre_neb,0.4326
mp-1222270,LiMg,0.971,-0.0683000013232231,0.8786,0.0973,,,pre_neb,0.4322
mp-5380,Ca4P2O,0.06,0.0948999971151351,0.9925,0.012,,,pre_neb,0.4322
mp-10059,ZrCo3B2,0.994,-0.0693999975919723,0.8758,0.0985,,,pre_neb,0.4316
mp-1189157,Mn5SiB2,5.819,-0.718500018119812,0.2726,0.5506,,,pre_neb,0.4315
mp-13277,BaLiP,0.004,0.1767999976873397,0.9995,0.0033,,,pre_neb,0.4302
mp-999198,BMo,1.813,-0.8752999901771545,0.7734,0.1719,,,pre_neb,0.4297
mp-2724101,Li2HfO3,0.366,0.0162000004202127,0.9542,0.0358,,,pre_neb,0.4294
mp-979289,TaW3,0.776,-0.9562000036239624,0.903,0.0742,,,pre_neb,0.4294
mp-7857,TiB,1.899,-0.8708000183105469,0.7626,0.1793,,,pre_neb,0.4293
mp-976256,Li3Mg,0.684,-0.031599998474121,0.9145,0.0644,,,pre_neb,0.4287
mp-1153,Li2S,0.005,-2.5183000564575195,0.9994,0.0,,,pre_neb,0.4283
mp-1079999,Zr2NiP2,1.551,-0.8931999802589417,0.8061,0.1448,,,pre_neb,0.4282
mp-1196316,Cr7C3,0.561,-0.0131000000983476,0.9299,0.0516,,,pre_neb,0.428
mp-27388,Ba(SiNi)2,0.171,-1.0795999765396118,0.9786,0.015,,,pre_neb,0.428
mp-542995,Nb6Fe16Si7,0.737,-0.0359000004827976,0.9079,0.0677,,,pre_neb,0.4278
mp-570891,KBr,1.041,-0.9329000115394592,0.8699,0.0961,,,pre_neb,0.4277
mp-1018009,Li2MgSi,0.351,-1.027500033378601,0.9561,0.0309,,,pre_neb,0.4274
mp-754128,Ba3Hf2O7,0.03,-1.841099977493286,0.9962,0.0,,,pre_neb,0.427
mp-1102565,ZrCoSi,2.242,-0.8550000190734863,0.7198,0.2069,,,pre_neb,0.4267
mp-2364,PaO2,2.806,-0.1715999990701675,0.6492,0.2597,,,pre_neb,0.4267
mp-9172,Li4TiO4,0.442,-1.0139000415802002,0.9448,0.0368,,,pre_neb,0.4259
mp-1217020,TiAlFe2,2.213,-0.1425999999046325,0.7234,0.2026,,,pre_neb,0.4258
mp-3323,SrZrO3,0.103,0.1527999937534332,0.9871,0.0049,,,pre_neb,0.4258
mp-981935,Li5Mg,0.581,-0.009800000116229,0.9274,0.0496,,,pre_neb,0.4258
mp-9244,LiBC,0.662,-0.0215000007301569,0.9172,0.0572,,,pre_neb,0.4258
mp-30367,Ca5Au2,1.97,-0.1293999999761581,0.7538,0.1796,,,pre_neb,0.4257
mp-573523,Sr8Fe3N8,1.923,-0.1264999955892563,0.7596,0.1749,,,pre_neb,0.4255
mp-1222194,Mn29H2,0.061,0.6200000047683716,0.9924,0.0,,,pre_neb,0.4253
mp-1225078,FeNi3,1.051,-0.9366999864578248,0.8686,0.0922,,,pre_neb,0.425
mp-1842,NbAl3,1.988,-0.12950000166893,0.7515,0.1798,,,pre_neb,0.4248
mp-568934,Ti4AlN3,0.07,-1.5334999561309814,0.9912,0.0,,,pre_neb,0.4248
mp-1185705,MgNi2,0.073,0.3680000007152557,0.9909,0.0001,,,pre_neb,0.4247
mp-640067,Ni4B3,0.563,-0.996399998664856,0.9296,0.046,,,pre_neb,0.4247
mp-793,Ca5Si3,0.153,0.1319999992847442,0.9809,0.0068,,,pre_neb,0.4243
mp-1205862,RbSrI3,2.117,-0.1357000023126602,0.7354,0.1903,,,pre_neb,0.4239
mp-14763,Ca3MnN3,2.544,-0.843500018119812,0.682,0.2288,,,pre_neb,0.423
mp-23260,BaI2,2.474,-0.1524000018835067,0.6908,0.2208,,,pre_neb,0.4222
mp-1227429,Ca10Si6F,0.328,0.0608000010251998,0.959,0.0196,,,pre_neb,0.4222
mp-22862,NaCl,0.126,0.2782999873161316,0.9842,0.0005,,,pre_neb,0.4221
mp-569404,Ni4B3,0.372,-1.0492000579833984,0.9535,0.023,,,pre_neb,0.4218
mp-1183114,AcCu3,4.001,-0.2153999954462051,0.4999,0.3633,,,pre_neb,0.4218
mp-2605,CaO,0.132,0.5644000172615051,0.9835,0.0,,,pre_neb,0.4215
mp-998324,RbCaCl3,0.747,-0.0221999995410442,0.9066,0.0576,,,pre_neb,0.4215
mp-1094570,LiMg2,3.11,-0.1805000007152557,0.6113,0.2792,,,pre_neb,0.4215
mp-998552,BaHfO3,0.148,0.2766000032424927,0.9815,0.0005,,,pre_neb,0.4209
mp-1585,V3Co,3.143,-0.8187000155448914,0.6071,0.2809,,,pre_neb,0.4207
mp-976139,Li3Mg,0.39,0.0511999987065792,0.9512,0.0224,,,pre_neb,0.4205
mp-1038,MgCu2,0.968,-0.9537000060081482,0.879,0.0763,,,pre_neb,0.4203
mp-978929,SrAcZn2,4.466,-0.769599974155426,0.4418,0.4031,,,pre_neb,0.4197
mp-867812,LiAlNi2,0.171,-1.3350000381469729,0.9786,0.0002,,,pre_neb,0.4195
mp-850277,SrCaI4,0.184,-1.266700029373169,0.977,0.0006,,,pre_neb,0.4191
mp-1519,CaTe,0.202,0.298799991607666,0.9748,0.0003,,,pre_neb,0.4179
mp-12612,Ba3Ag2,0.707,-0.0054999999701976,0.9116,0.047,,,pre_neb,0.4176
mp-1193476,Ti3(Co10B3)2,1.092,-0.9466000199317932,0.8635,0.0826,,,pre_neb,0.4173
mp-2043957,RbCaCl3,0.888,-0.0303000006824731,0.889,0.0634,,,pre_neb,0.4172
mp-1217009,TiAl2Zn,0.603,0.015599999576807,0.9246,0.036,,,pre_neb,0.4169
mp-1180973,MgO,0.218,-2.421799898147583,0.9728,0.0,,,pre_neb,0.4169
mp-1188102,V5Si3,0.346,0.096400000154972,0.9568,0.0117,,,pre_neb,0.4167
mp-569424,Cr2B,0.86,-0.9749000072479248,0.8925,0.0597,,,pre_neb,0.4166
mp-2331,B2Mo,0.346,-1.0990999937057495,0.9568,0.0113,,,pre_neb,0.4165
mp-9578,Ba3(AlSi)2,2.072,-0.1251000016927719,0.741,0.1726,,,pre_neb,0.4162
mp-1210761,Li2NiN,0.262,-1.1868000030517578,0.9672,0.0027,,,pre_neb,0.4161
mp-23251,KBr,1.311,-0.0710000023245811,0.8361,0.1002,,,pre_neb,0.4156
mp-1211784,KBa2I5,0.467,0.0562000013887882,0.9416,0.0209,,,pre_neb,0.4155
mp-32899,Li2S,0.251,-2.463099956512451,0.9686,0.0,,,pre_neb,0.4151
mp-754282,SrO,0.271,-2.442399978637696,0.9661,0.0,,,pre_neb,0.4141
mp-772185,Li6Hf2O7,0.27,-1.447100043296814,0.9662,0.0,,,pre_neb,0.4141
mp-13276,SrLiP,0.962,-0.0320999994874,0.8798,0.0648,,,pre_neb,0.4141
mp-2049,ZrMo2,2.406,-0.8597999811172485,0.6992,0.1983,,,pre_neb,0.413
mp-756597,Li2HfO3,2.391,-0.1392000019550323,0.7011,0.1965,,,pre_neb,0.4128
mp-1105997,Ca2Ni7,0.503,-1.0644999742507937,0.9371,0.0186,,,pre_neb,0.4123
mp-723,Cr23C6,0.486,-1.0750000476837158,0.9392,0.016,,,pre_neb,0.4117
mp-685352,Ca2NF,1.737,-0.9028000235557556,0.7829,0.1316,,,pre_neb,0.4107
mp-1639,BN,0.336,-2.8951001167297363,0.958,0.0,,,pre_neb,0.4106
mp-4978,Ti2AlN,0.35,-1.2403000593185425,0.9562,0.0011,,,pre_neb,0.4104
mp-998433,CsSrBr3,2.859,-0.8398000001907349,0.6426,0.2361,,,pre_neb,0.4104
mp-2295,CaNi2,1.299,-0.9398999810218812,0.8376,0.089,,,pre_neb,0.4099
mp-39020,LiTa3N4,1.03,-0.0306000001728534,0.8712,0.0637,,,pre_neb,0.4098
mp-2286,Li2Se,0.373,-2.091599941253662,0.9534,0.0,,,pre_neb,0.4086
mp-1065577,MgO,0.605,0.0575000010430812,0.9244,0.0205,,,pre_neb,0.4079
mp-1220374,NbVCr,0.467,0.1306000053882599,0.9416,0.0069,,,pre_neb,0.4075
mp-685145,BN,0.398,-5.330399990081787,0.9502,0.0,,,pre_neb,0.4073
mp-1193985,Ta2(Co7B2)3,1.075,-0.9714999794960022,0.8656,0.0621,,,pre_neb,0.4065
mp-1019578,Ca5(SiN3)2,1.695,-0.0873999968171119,0.7881,0.1191,,,pre_neb,0.4058
mp-1183837,Co3Ni,0.463,-1.1828999519348145,0.9421,0.0029,,,pre_neb,0.4054
mp-1192832,Nb2(Co7B2)3,1.068,-0.9763000011444092,0.8665,0.0587,,,pre_neb,0.4049
mp-1211140,Li8Ag5,2.969,-0.1595000028610229,0.6289,0.2347,,,pre_neb,0.4037
mp-1247744,BaNa,0.487,0.2206999957561493,0.9391,0.0015,,,pre_neb,0.4033
mp-1217107,Ti4CN3,0.484,-1.517899990081787,0.9395,0.0,,,pre_neb,0.4026
mp-865537,TiMnCo2,2.038,-0.8927000164985657,0.7452,0.1455,,,pre_neb,0.4025
mp-316,MnV,3.997,-0.7997000217437744,0.5004,0.3254,,,pre_neb,0.4004
mp-736,Li3P,0.896,0.0207000002264976,0.888,0.0337,,,pre_neb,0.3999
mp-583740,Zr7P4,1.105,-0.0154999997466802,0.8619,0.0532,,,pre_neb,0.3998
mp-1077930,Ta(MnB2)2,2.758,-0.8547000288963318,0.6552,0.2075,,,pre_neb,0.3994
mp-1009733,Ca2Si,1.064,-0.9919000267982484,0.867,0.0486,,,pre_neb,0.3993
mp-567532,Sr8(MnN3)3,1.888,-0.0926000028848648,0.764,0.1256,,,pre_neb,0.3992
mp-1205964,Ca2FeH6,0.984,-1.006700038909912,0.877,0.0404,,,pre_neb,0.3989
mp-23024,SrBrF,0.556,-2.109100103378296,0.9305,0.0,,,pre_neb,0.3988
mp-7068,Sr3(AlSi)2,0.984,0.0091000003740191,0.877,0.0392,,,pre_neb,0.3982
mp-29241,Ca3SnO,1.034,0.0003999999898951,0.8708,0.0437,,,pre_neb,0.3982
mp-1224321,HfAlZn,0.571,0.3199000060558319,0.9286,0.0002,,,pre_neb,0.3981
mp-1225227,Fe3Co3Si2,0.887,0.0298999994993209,0.8891,0.0299,,,pre_neb,0.3981
mp-5748,HfAlNi2,2.045,-0.8978000283241272,0.7444,0.1383,,,pre_neb,0.3981
mp-571264,Ca5Au4,1.899,-0.0913000032305717,0.7626,0.1239,,,pre_neb,0.3977
mp-22899,LiI,0.607,-2.020400047302246,0.9241,0.0,,,pre_neb,0.3961
mp-1008487,BW,1.393,-0.9567000269889832,0.8259,0.0737,,,pre_neb,0.3961
mp-1103227,HfCoSi,3.068,-0.8424999713897705,0.6165,0.2308,,,pre_neb,0.3961
mp-13364,CaZn2,0.672,0.1418000012636184,0.916,0.0058,,,pre_neb,0.3959
mp-2686,Ca2N,0.621,-1.258999943733215,0.9224,0.0007,,,pre_neb,0.3957
