material_id,formula,energy_above_hull,n_elements,formula_sta,stability_passed,stability_min_dE_eV,stability_details,best_miller,best_mismatch_pct,best_mismatch_a_pct,best_mismatch_b_pct,best_angle_diff_deg,lattice_details,formula_ads,best_coverage_ML,best_n_Li,best_E_clean_eV,best_E_ads_system_eV,best_E_ads_eV,best_ads_status,best_path,best_barrier_eV,best_neb_status,ranked_mismatch_pct,ranked_E_ads_eV,S_lattice,S_adsorption,ranked_barrier_eV,S_diffusion,score_mode,score,final_rank,final_decision
mp-1207408,Zr5Si3N,0.0,3,Zr5Si3N,True,,稳定: min dE = -0.000 eV/atom,"(1, 0, 1)",0.546,0.546,0.546,1.38,"film(3,3) Li(8,8)",Zr5Si3N,0.25,6.0,-1800.031982421875,-1813.407958984375,-0.494700014591217,success,bridge_to_hollow,1.0742000341415403,success,0.546,-0.494700014591217,0.9318,0.9996,1.0742,0.0,with_neb,0.6794,618.0,入围：已完成综合评分
mp-865235,Ti6Al16Ni7,0.0,3,Ti6Al16Ni7,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",4.352,4.352,4.352,58.62,"film(3,3) Li(8,8)",Ti6Al16Ni7,0.25,6.0,-1264.9129638671875,-1279.0150146484375,-0.6157000064849854,success,,,,4.352,-0.6157000064849854,0.456,0.8459,,,pre_neb,0.6788,619.0,入围：已完成综合评分
mp-675941,Li7IN2,0.0,3,Li7IN2,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, -1)",1.965,1.965,1.642,28.91,"film(2,2) Li(5,5)",Li7IN2,0.25,4.0,-1196.77197265625,-1206.4930419921875,-0.6953999996185303,success,,,,1.965,-0.6953999996185303,0.7544,0.6205,,,pre_neb,0.6779,620.0,入围：已完成综合评分
mp-569849,Li15Si4,0.0,2,Li15Si4,True,,稳定: min dE = -0.007 eV/atom,"(1, 0, 0)",0.494,0.494,0.494,28.62,"film(2,2) Li(7,7)",Li15Si4,1.0,32.0,-845.7559814453125,-909.5360107421876,-0.2585000097751617,success,,,,0.494,-0.2585000097751617,0.9382,0.4824,,,pre_neb,0.6778,621.0,入围：已完成综合评分
mp-1029773,Ca2TaN3,0.0,3,Ca2TaN3,True,,稳定: min dE = -0.032 eV/atom,"(0, 1, 1)",3.215,3.215,2.67,28.62,"film(1,1) Li(2,4)",Ca2TaN3,0.25,7.0,-2272.486083984375,-2287.035888671875,-0.3438000082969665,success,,,,3.215,-0.3438000082969665,0.5981,0.7371,,,pre_neb,0.6776,622.0,入围：已完成综合评分
mp-996161,Nb3AlC2,0.0,3,Nb3AlC2,True,,稳定: min dE = -0.001 eV/atom,"(0, 0, 1)",4.91,4.91,4.91,58.62,"film(3,1) Li(3,1)",Nb3AlC2,1.0,4.0,-430.7009887695313,-439.2650146484375,-0.4061999917030334,success,,,,4.91,-0.4061999917030334,0.3862,0.8959,,,pre_neb,0.6775,623.0,入围：已完成综合评分
mp-1188283,V8N,0.0,2,V8N,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",2.957,2.929,2.957,16.38,"film(1,1) Li(4,3)",V8N,0.25,9.0,-2583.85791015625,-2605.455078125,-0.6650000214576721,success,,,,2.957,-0.6650000214576721,0.6304,0.7115,,,pre_neb,0.6768,624.0,入围：已完成综合评分
mp-972071,V3Mo,0.0,2,V3Mo,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",1.589,1.589,1.589,1.26,"film(5,5) Li(7,7)",V3Mo,1.0,6.0,-435.39300537109375,-447.5549926757813,-0.2922999858856201,success,,,,1.589,-0.2922999858856201,0.8014,0.5832,,,pre_neb,0.6767,625.0,入围：已完成综合评分
mp-1215319,ZrAlFe4,0.0,3,ZrAlFe4,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",0.83,0.83,0.83,1.19,"film(5,5) Li(8,8)",ZrAlFe4,0.25,2.0,-552.1179809570312,-557.0499877929688,-0.7315000295639038,success,,,,0.83,-0.7315000295639038,0.8962,0.5118,,,pre_neb,0.6765,626.0,入围：已完成综合评分
mp-864955,Mn2CrCo,0.0,3,Mn2CrCo,True,,稳定: min dE = 0.000 eV/atom,"(1, 0, 0)",0.461,0.461,0.461,28.62,"film(3,3) Li(4,4)",Mn2CrCo,1.0,5.0,-541.6110229492188,-554.0059814453125,-0.7441999912261963,success,,,,0.461,-0.7441999912261963,0.9424,0.4745,,,pre_neb,0.675,627.0,入围：已完成综合评分
mp-16506,Li3Al2,0.0,2,Li3Al2,True,,稳定: min dE = -0.009 eV/atom,"(0, 0, 1)",0.672,0.672,0.672,58.62,"film(2,2) Li(3,3)",Li3Al2,0.25,1.0,-157.71400451660156,-159.95899963378906,-0.5103999972343445,success,top_to_bridge,1.273300051689148,success,0.672,-0.5103999972343445,0.916,0.9986,1.2733,0.0,with_neb,0.6743,628.0,入围：已完成综合评分
mp-1224184,HfZrB4,0.002865838333331,3,HfZrB4,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",4.26,2.157,4.26,28.62,"film(5,4) Li(6,7)",HfZrB4,1.0,9.0,-965.3599853515624,-986.5750122070312,-0.6226999759674072,success,,,,4.26,-0.6226999759674072,0.4675,0.8285,,,pre_neb,0.6738,629.0,入围：已完成综合评分
mp-1078767,HfAlNi,0.0,3,HfAlNi,True,,稳定: min dE = 0.000 eV/atom,"(1, 1, 0)",2.074,0.647,2.074,28.62,"film(6,1) Li(7,2)",HfAlNi,1.0,10.0,-733.9249877929688,-754.323974609375,-0.3052000105381012,success,,,,2.074,-0.3052000105381012,0.7408,0.6223,,,pre_neb,0.6731,630.0,入围：已完成综合评分
mp-1095573,NbCoSi,0.0,3,NbCoSi,True,,稳定: min dE = 0.000 eV/atom,"(0, 1, 1)",1.736,1.736,0.207,28.62,"film(4,3) Li(5,7)",NbCoSi,0.25,3.0,-1149.949951171875,-1157.27099609375,-0.7056000232696533,success,,,,1.736,-0.7056000232696533,0.783,0.5896,,,pre_neb,0.6725,631.0,入围：已完成综合评分
mp-16830,Sr(Ni2B)6,0.0,3,Sr(Ni2B)6,True,,稳定: min dE = -0.000 eV/atom,"(1, 0, 1)",0.723,0.723,0.723,43.06,"film(3,1) Li(6,2)",Sr(Ni2B)6,1.0,16.0,-1359.4659423828125,-1391.4200439453125,-0.262499988079071,success,,,,0.723,-0.262499988079071,0.9096,0.4941,,,pre_neb,0.6722,632.0,入围：已完成综合评分
mp-867878,AlFe2Si,0.0,3,AlFe2Si,True,,稳定: min dE = -0.003 eV/atom,"(1, 0, 0)",0.998,0.998,0.998,28.62,"film(3,3) Li(4,4)",AlFe2Si,1.0,5.0,-433.6400146484375,-445.9570007324219,-0.7287999987602234,success,,,,0.998,-0.7287999987602234,0.8752,0.5198,,,pre_neb,0.6721,633.0,入围：已完成综合评分
mp-1102650,TaCoSi,0.0,3,TaCoSi,True,,稳定: min dE = -0.000 eV/atom,"(0, 1, 1)",1.839,1.839,0.408,28.62,"film(5,3) Li(6,7)",TaCoSi,1.0,21.0,-1637.238037109375,-1679.9110107421875,-0.2973999977111816,success,,,,1.839,-0.2973999977111816,0.7701,0.5986,,,pre_neb,0.6721,634.0,入围：已完成综合评分
mp-1401,ZrZn2,0.0,2,ZrZn2,True,,稳定: min dE = -0.026 eV/atom,"(1, 0, 0)",0.328,0.328,0.328,28.62,"film(4,4) Li(7,7)",ZrZn2,1.0,9.0,-272.7099914550781,-293.3320007324219,-0.5566999912261963,success,hollow_to_top,1.6641000509262085,success,0.328,-0.5566999912261963,0.959,0.9606,1.6641,0.0,with_neb,0.6719,635.0,入围：已完成综合评分
mp-865280,NbAlFe2,0.0,3,NbAlFe2,True,,稳定: min dE = -0.000 eV/atom,"(1, 0, 0)",0.284,0.284,0.284,28.62,"film(5,5) Li(7,7)",NbAlFe2,1.0,6.0,-370.9630126953125,-385.8829956054688,-0.7519999742507935,success,,,,0.284,-0.7519999742507935,0.9645,0.4521,,,pre_neb,0.6717,636.0,入围：已完成综合评分
mp-1106165,Nb5Si3B,0.0,3,Nb5Si3B,True,,稳定: min dE = -0.031 eV/atom,"(1, 0, 1)",2.089,2.089,2.089,1.38,"film(2,2) Li(5,5)",Nb5Si3B,0.25,6.0,-1845.4599609375,-1860.0389404296875,-0.6951000094413757,success,,,,2.089,-0.6951000094413757,0.7389,0.6214,,,pre_neb,0.6717,637.0,入围：已完成综合评分
mp-5778,AlVFe2,0.0,3,AlVFe2,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",0.57,0.57,0.57,1.26,"film(3,3) Li(4,4)",AlVFe2,1.0,5.0,-483.0499877929688,-494.41400146484375,-0.5379999876022339,success,top_to_bridge,1.1643999814987185,success,0.57,-0.5379999876022339,0.9288,0.9821,1.1644,0.0,with_neb,0.6715,638.0,入围：已完成综合评分
mp-1094589,LiMg,0.024380729166666,2,LiMg,True,,稳定: min dE = -0.004 eV/atom,"(1, 1, -1)",1.663,1.663,1.235,29.08,"film(4,1) Li(7,2)",LiMg,0.25,2.0,-161.56900024414062,-165.62100219726562,-0.2912999987602234,success,,,,1.663,-0.2912999987602234,0.7921,0.5802,,,pre_neb,0.671,639.0,入围：已完成综合评分
mp-891,TaNi3,0.003678853125002,2,TaNi3,True,,稳定: min dE = 0.000 eV/atom,"(0, 0, 1)",0.801,0.627,0.801,28.62,"film(5,2) Li(7,3)",TaNi3,1.0,9.0,-473.2780151367188,-495.5260009765625,-0.7372999787330627,success,,,,0.801,-0.7372999787330627,0.8999,0.4947,,,pre_neb,0.6683,640.0,入围：已完成综合评分
mp-1190841,Hf2Co,0.074589567916667,2,Hf2Co,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",5.326,5.326,5.326,58.62,"film(1,1) Li(3,3)",Hf2Co,0.25,6.0,-1728.66796875,-1742.5789794921875,-0.5839999914169312,success,,,,5.326,-0.5839999914169312,0.3343,0.9156,,,pre_neb,0.6664,641.0,入围：已完成综合评分
mp-1217090,Ti8C5,0.028104624615385,2,Ti8C5,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",2.983,2.983,2.983,58.62,"film(3,1) Li(3,1)",Ti8C5,1.0,4.0,-1820.751953125,-1829.010009765625,-0.3296999931335449,success,,,,2.983,-0.3296999931335449,0.6271,0.6959,,,pre_neb,0.6664,642.0,入围：已完成综合评分
mp-11809,TiAl2,0.003088125833333,2,TiAl2,True,,稳定: min dE = -0.002 eV/atom,"(1, 0, 1)",1.092,1.092,0.305,28.62,"film(1,3) Li(4,4)",TiAl2,1.0,12.0,-508.8980102539063,-532.9639892578125,-0.2707999944686889,success,,,,1.092,-0.2707999944686889,0.8635,0.5186,,,pre_neb,0.6664,643.0,入围：已完成综合评分
mp-30782,Sr6Mg23,0.0,2,Sr6Mg23,True,,稳定: min dE = -0.023 eV/atom,"(1, 0, 0)",0.197,0.197,0.197,28.62,"film(2,2) Li(7,7)",Sr6Mg23,0.25,9.0,-364.1260070800781,-381.9110107421875,-0.2415000051259994,success,,,,0.197,-0.2415000051259994,0.9754,0.4338,,,pre_neb,0.6659,644.0,入围：已完成综合评分
mp-1077482,TiH2,0.085937209999999,2,TiH2,True,,稳定: min dE = -0.035 eV/atom,"(1, 1, 0)",2.893,2.432,2.893,28.62,"film(3,5) Li(5,5)",TiH2,0.25,1.0,-641.89697265625,-644.3060302734375,-0.6740999817848206,success,,,,2.893,-0.6740999817848206,0.6384,0.6846,,,pre_neb,0.6648,645.0,入围：已完成综合评分
mp-672680,Zr6Co16Si7,0.0,3,Zr6Co16Si7,True,,稳定: min dE = 0.000 eV/atom,"(1, 1, 1)",0.583,0.583,0.583,58.62,"film(3,3) Li(8,8)",Zr6Co16Si7,0.25,5.0,-1719.4129638671875,-1731.821044921875,-0.746999979019165,success,,,,0.583,-0.746999979019165,0.9271,0.4664,,,pre_neb,0.6639,646.0,入围：已完成综合评分
mp-30274,AcBrO,0.0,3,AcBrO,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",3.299,3.299,1.212,28.62,"film(5,2) Li(7,5)",AcBrO,1.0,16.0,-639.1530151367188,-677.4970092773438,-0.661899983882904,success,,,,3.299,-0.661899983882904,0.5876,0.7206,,,pre_neb,0.6636,647.0,入围：已完成综合评分
mp-1008349,Co3Ni,0.015651018749998,2,Co3Ni,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",0.342,0.342,0.342,28.62,"film(6,6) Li(7,7)",Co3Ni,0.25,1.0,-519.3079833984375,-521.7979736328125,-0.7555999755859375,success,,,,0.342,-0.7555999755859375,0.9572,0.4419,,,pre_neb,0.6628,648.0,入围：已完成综合评分
mp-1823,Ti3Al,0.0,2,Ti3Al,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 0)",2.736,2.736,0.023,28.62,"film(5,3) Li(8,5)",Ti3Al,0.25,2.0,-869.166015625,-873.9959716796875,-0.6802999973297119,success,,,,2.736,-0.6802999973297119,0.658,0.6661,,,pre_neb,0.6626,649.0,入围：已完成综合评分
mp-1104237,Nb7Ni6,0.0,2,Nb7Ni6,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",0.499,0.498,0.499,58.62,"film(3,3) Li(5,5)",Nb7Ni6,1.0,10.0,-832.25,-857.1060180664062,-0.7508999705314636,success,,,,0.499,-0.7508999705314636,0.9376,0.4553,,,pre_neb,0.662,650.0,入围：已完成综合评分
mp-1193531,Ta2Al,0.0,2,Ta2Al,True,,稳定: min dE = 0.000 eV/atom,"(1, 1, 0)",5.291,4.38,5.291,28.62,"film(3,2) Li(5,7)",Ta2Al,0.25,12.0,-3270.287109375,-3296.02587890625,-0.4101999998092651,success,,,,5.291,-0.4101999998092651,0.3386,0.9041,,,pre_neb,0.6618,651.0,入围：已完成综合评分
mp-13365,SrZn2,0.046269548333333,2,SrZn2,True,,稳定: min dE = -0.033 eV/atom,"(0, 0, 1)",0.679,0.679,0.679,58.62,"film(1,1) Li(2,2)",SrZn2,1.0,15.0,-144.01600646972656,-173.85800170898438,-0.2547999918460846,success,,,,0.679,-0.2547999918460846,0.9151,0.4716,,,pre_neb,0.6617,652.0,入围：已完成综合评分
mp-1103272,ZrSiNi,0.0,3,ZrSiNi,True,,稳定: min dE = -0.000 eV/atom,"(0, 1, 1)",1.759,1.759,0.316,28.62,"film(3,3) Li(4,7)",ZrSiNi,0.25,3.0,-1047.1180419921875,-1054.4549560546875,-0.7110999822616577,success,,,,1.759,-0.7110999822616577,0.7801,0.5729,,,pre_neb,0.6617,653.0,入围：已完成综合评分
mp-1210753,Li2Al,0.0,2,Li2Al,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 0)",1.826,0.847,1.826,28.62,"film(2,4) Li(3,7)",Li2Al,0.25,2.0,-242.81700134277344,-246.8679962158203,-0.2906000018119812,success,,,,1.826,-0.2906000018119812,0.7717,0.578,,,pre_neb,0.6611,654.0,入围：已完成综合评分
mp-864647,Hf2N,0.0,2,Hf2N,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",1.647,0.625,1.647,16.38,"film(2,4) Li(5,7)",Hf2N,0.25,3.0,-1269.990966796875,-1277.3399658203125,-0.7149999737739563,success,,,,1.647,-0.7149999737739563,0.7941,0.5611,,,pre_neb,0.661,655.0,入围：已完成综合评分
mp-1029868,Sr5(SiN3)2,0.0,3,Sr5(SiN3)2,True,,稳定: min dE = -0.029 eV/atom,"(0, 0, 1)",0.501,0.501,0.501,3.89,"film(3,1) Li(6,2)",Sr5(SiN3)2,0.25,4.0,-659.208984375,-667.1409912109375,-0.2485000044107437,success,,,,0.501,-0.2485000044107437,0.9374,0.4535,,,pre_neb,0.6609,656.0,入围：已完成综合评分
mp-1219280,SiNi3Mo2,0.0,3,SiNi3Mo2,True,,稳定: min dE = -0.009 eV/atom,"(0, 0, 1)",0.602,0.602,0.602,58.62,"film(5,5) Li(8,8)",SiNi3Mo2,1.0,9.0,-717.5770263671875,-739.9290161132812,-0.7488999962806702,success,,,,0.602,-0.7488999962806702,0.9248,0.461,,,pre_neb,0.6597,657.0,入围：已完成综合评分
mp-7790,Ti2N,0.020863333333332,2,Ti2N,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",0.555,0.555,0.555,28.62,"film(5,5) Li(7,7)",Ti2N,0.25,1.0,-665.4849853515625,-667.969970703125,-0.7508999705314636,success,,,,0.555,-0.7508999705314636,0.9306,0.4553,,,pre_neb,0.659,658.0,入围：已完成综合评分
mp-1106,Sr2Si,0.0,2,Sr2Si,True,,稳定: min dE = -0.009 eV/atom,"(0, 0, 1)",2.452,0.645,2.452,28.62,"film(3,3) Li(5,8)",Sr2Si,0.25,5.0,-300.322998046875,-310.5379943847656,-0.3084000051021576,success,,,,2.452,-0.3084000051021576,0.6935,0.632,,,pre_neb,0.6584,659.0,入围：已完成综合评分
mp-998421,KCaCl3,0.0181562665,3,KCaCl3,True,,稳定: min dE = -0.005 eV/atom,"(1, 0, 1)",2.777,2.777,0.712,55.52,"film(2,3) Li(5,8)",KCaCl3,1.0,21.0,-335.4339904785156,-378.5450134277344,-0.3183000087738037,success,,,,2.777,-0.3183000087738037,0.6529,0.6619,,,pre_neb,0.658,660.0,入围：已完成综合评分
mp-1224393,Hf6Al2Fe,0.0,3,Hf6Al2Fe,True,,稳定: min dE = -0.000 eV/atom,"(1, 0, 1)",1.957,1.957,1.957,1.38,"film(3,3) Li(8,8)",Hf6Al2Fe,1.0,26.0,-1206.4639892578125,-1259.1629638671875,-0.2921999990940094,success,,,,1.957,-0.2921999990940094,0.7554,0.5829,,,pre_neb,0.6568,661.0,入围：已完成综合评分
mp-1246515,Ca6Te3N2,0.0,3,Ca6Te3N2,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",0.478,0.478,0.478,58.62,"film(1,1) Li(4,4)",Ca6Te3N2,1.0,33.0,-852.5159912109375,-917.844970703125,-0.2450000047683715,success,,,,0.478,-0.2450000047683715,0.9402,0.4436,,,pre_neb,0.6565,662.0,入围：已完成综合评分
mp-1194082,Ni6W6C,0.0,3,Ni6W6C,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",2.984,2.984,2.984,58.62,"film(2,2) Li(5,5)",Ni6W6C,0.25,5.0,-1900.7919921875,-1912.8480224609373,-0.6765000224113464,success,,,,2.984,-0.6765000224113464,0.627,0.6775,,,pre_neb,0.6558,663.0,入围：已完成综合评分
mp-1029660,Ca4ZrN4,0.0,3,Ca4ZrN4,True,,稳定: min dE = -0.011 eV/atom,"(0, 0, 1)",3.143,3.143,2.161,49.29,"film(1,1) Li(2,2)",Ca4ZrN4,1.0,16.0,-956.7550048828124,-989.7520141601562,-0.3276999890804291,success,,,,3.143,-0.3276999890804291,0.6071,0.69,,,pre_neb,0.6545,664.0,入围：已完成综合评分
mp-571222,CsBr,0.005111849999998,2,CsBr,True,,稳定: min dE = 0.000 eV/atom,"(1, 0, 0)",0.053,0.053,0.053,28.62,"film(4,4) Li(7,7)",CsBr,0.25,2.0,-74.302001953125,-79.31300354003906,-0.7706000208854675,success,,,,0.053,-0.7706000208854675,0.9934,0.4004,,,pre_neb,0.6545,665.0,入围：已完成综合评分
mp-2283,ZrCo,0.0,2,ZrCo,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",6.403,6.403,6.403,28.62,"film(3,1) Li(3,1)",ZrCo,1.0,5.0,-375.1530151367188,-386.43798828125,-0.5224000215530396,success,,,,6.403,-0.5224000215530396,0.1996,0.9937,,,pre_neb,0.6534,666.0,入围：已完成综合评分
mp-755980,SrCaI4,0.029455347083336,3,SrCaI4,True,,稳定: min dE = -0.003 eV/atom,"(0, 0, 1)",1.264,1.233,1.264,28.62,"film(3,3) Li(7,8)",SrCaI4,0.25,6.0,-333.47900390625,-345.4949951171875,-0.2680000066757202,success,,,,1.264,-0.2680000066757202,0.842,0.5103,,,pre_neb,0.6524,667.0,入围：已完成综合评分
mp-29596,Ca3AlN3,0.0,3,Ca3AlN3,True,,稳定: min dE = -0.048 eV/atom,"(0, 0, 1)",2.298,1.973,2.298,28.62,"film(3,1) Li(7,2)",Ca3AlN3,1.0,21.0,-1348.842041015625,-1391.571044921875,-0.3000999987125397,success,,,,2.298,-0.3000999987125397,0.7128,0.6068,,,pre_neb,0.6522,668.0,入围：已完成综合评分
mp-1192795,Hf6Co23,0.0,2,Hf6Co23,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",0.676,0.676,0.675,58.62,"film(3,3) Li(8,8)",Hf6Co23,1.0,22.0,-1785.6109619140625,-1829.2430419921875,-0.2486000061035156,success,,,,0.676,-0.2486000061035156,0.9155,0.4538,,,pre_neb,0.6517,669.0,入围：已完成综合评分
mp-1138,LiF,0.0,2,LiF,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 0)",3.797,3.797,2.039,28.62,"film(5,3) Li(5,4)",LiF,1.0,2.0,-201.1199951171875,-205.2830047607422,-0.3467000126838684,success,,,,3.797,-0.3467000126838684,0.5254,0.7455,,,pre_neb,0.6511,670.0,入围：已完成综合评分
mp-1015,ZrMn2,0.003557800833334,2,ZrMn2,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",0.921,0.921,0.921,58.62,"film(3,3) Li(5,5)",ZrMn2,1.0,10.0,-854.7639770507812,-879.551025390625,-0.7440999746322632,success,,,,0.921,-0.7440999746322632,0.8849,0.4748,,,pre_neb,0.6506,671.0,入围：已完成综合评分
mp-1212466,Hf5CoP3,0.0,3,Hf5CoP3,True,,稳定: min dE = -0.004 eV/atom,"(0, 0, 1)",2.778,0.001,2.778,28.62,"film(5,2) Li(6,7)",Hf5CoP3,0.25,4.0,-1295.947998046875,-1305.6309814453125,-0.6862000226974487,success,,,,2.778,-0.6862000226974487,0.6527,0.6483,,,pre_neb,0.6502,672.0,入围：已完成综合评分
mp-672221,Co21(B3W)2,0.022680707586207,3,Co21(B3W)2,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",1.665,1.665,1.665,58.62,"film(2,2) Li(5,5)",Co21(B3W)2,0.25,4.0,-1725.89501953125,-1735.7159423828125,-0.72079998254776,success,,,,1.665,-0.72079998254776,0.7919,0.5437,,,pre_neb,0.65,673.0,入围：已完成综合评分
mp-1190880,HfMn2,0.014769699166663,2,HfMn2,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",1.598,1.598,1.598,58.62,"film(3,3) Li(5,5)",HfMn2,1.0,10.0,-905.2310180664062,-929.8070068359376,-0.7228999733924866,success,,,,1.598,-0.7228999733924866,0.8002,0.5374,,,pre_neb,0.65,674.0,入围：已完成综合评分
mp-1190604,Nb3Al2C,0.0,3,Nb3Al2C,True,,稳定: min dE = 0.000 eV/atom,"(1, 1, 0)",1.507,1.507,1.507,28.62,"film(3,3) Li(7,7)",Nb3Al2C,1.0,25.0,-1520.5009765625,-1570.718994140625,-0.2741000056266784,success,,,,1.507,-0.2741000056266784,0.8116,0.5284,,,pre_neb,0.6498,675.0,入围：已完成综合评分
mp-1219226,SiNi3W2,0.00450383666666,3,SiNi3W2,True,,稳定: min dE = -0.045 eV/atom,"(0, 0, 1)",0.67,0.67,0.67,58.62,"film(5,5) Li(8,8)",SiNi3W2,1.0,9.0,-777.5800170898438,-799.968017578125,-0.7529000043869019,success,,,,0.67,-0.7529000043869019,0.9162,0.4496,,,pre_neb,0.6496,676.0,入围：已完成综合评分
mp-20648,V2C,0.0,2,V2C,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",2.168,2.168,0.271,28.62,"film(2,3) Li(3,5)",V2C,1.0,11.0,-886.6119995117188,-913.4539794921876,-0.7055000066757202,success,,,,2.168,-0.7055000066757202,0.729,0.5899,,,pre_neb,0.6495,677.0,入围：已完成综合评分
mp-9610,Li2CN2,0.0,3,Li2CN2,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",1.391,1.391,1.391,28.62,"film(4,4) Li(5,5)",Li2CN2,1.0,5.0,-381.4209899902344,-393.7439880371094,-0.7299000024795532,success,,,,1.391,-0.7299000024795532,0.8261,0.5165,,,pre_neb,0.6492,678.0,入围：已完成综合评分
mp-1217201,Ti4Mn5V3,0.0,3,Ti4Mn5V3,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",1.479,1.479,1.479,58.03,"film(5,5) Li(8,8)",Ti4Mn5V3,1.0,10.0,-837.4500122070312,-862.0679931640625,-0.7271999716758728,success,,,,1.479,-0.7271999716758728,0.8151,0.5245,,,pre_neb,0.6491,679.0,入围：已完成综合评分
mp-2426,LiAg,0.0,2,LiAg,True,,稳定: min dE = -0.046 eV/atom,"(1, 1, 1)",6.243,6.243,6.243,28.62,"film(7,1) Li(7,1)",LiAg,1.0,5.0,-119.927001953125,-130.8560028076172,-0.4510999917984009,success,,,,6.243,-0.4510999917984009,0.2196,0.9706,,,pre_neb,0.6487,680.0,入围：已完成综合评分
mp-1184730,HfNi3,0.011648468,2,HfNi3,True,,稳定: min dE = 0.000 eV/atom,"(1, 0, 1)",0.363,0.363,0.363,1.38,"film(4,4) Li(7,7)",HfNi3,0.25,3.0,-905.9169921875,-913.4130249023438,-0.763700008392334,success,,,,0.363,-0.763700008392334,0.9546,0.4193,,,pre_neb,0.6487,681.0,入围：已完成综合评分
mp-1228001,AlV,0.0,2,AlV,True,,稳定: min dE = -0.015 eV/atom,"(0, 0, 1)",1.06,1.06,1.06,35.61,"film(8,8) Li(7,7)",AlV,1.0,3.0,-153.93600463867188,-159.91700744628906,-0.258899986743927,success,,,,1.06,-0.258899986743927,0.8675,0.4835,,,pre_neb,0.6481,682.0,入围：已完成综合评分
mp-1216946,TiMnCr,0.0,3,TiMnCr,True,,稳定: min dE = -0.000 eV/atom,"(0, 0, 1)",0.414,0.091,0.414,1.27,"film(5,5) Li(8,8)",TiMnCr,1.0,10.0,-849.9099731445312,-874.8820190429688,-0.7626000046730042,success,,,,0.414,-0.7626000046730042,0.9482,0.4223,,,pre_neb,0.6477,683.0,入围：已完成综合评分
mp-1216443,V6FeNi,0.0,3,V6FeNi,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 0)",3.115,3.115,3.115,28.62,"film(5,5) Li(8,8)",V6FeNi,0.25,2.0,-1084.9599609375,-1089.7840576171875,-0.677299976348877,success,,,,3.115,-0.677299976348877,0.6106,0.6751,,,pre_neb,0.6474,684.0,入围：已完成综合评分
mp-1188069,Zr2Ni7,0.003804264999999,2,Zr2Ni7,True,,稳定: min dE = 0.000 eV/atom,"(1, 1, 0)",1.501,1.501,1.038,31.54,"film(5,1) Li(8,4)",Zr2Ni7,0.25,6.0,-1428.344970703125,-1443.1180419921875,-0.7275999784469604,success,,,,1.501,-0.7275999784469604,0.8124,0.5233,,,pre_neb,0.6472,685.0,入围：已完成综合评分
mp-580744,Hf6Si7Ni16,0.0,3,Hf6Si7Ni16,True,,稳定: min dE = -0.000 eV/atom,"(1, 1, 1)",0.635,0.635,0.635,58.62,"film(3,3) Li(8,8)",Hf6Si7Ni16,1.0,23.0,-1653.0159912109375,-1698.5260009765625,-0.2441000044345855,success,,,,0.635,-0.2441000044345855,0.9206,0.4411,,,pre_neb,0.6466,686.0,入围：已完成综合评分
mp-22865,CsCl,0.0,2,CsCl,True,,稳定: min dE = 0.000 eV/atom,"(1, 1, 0)",0.37,0.37,0.37,28.62,"film(5,5) Li(7,7)",CsCl,0.25,2.0,-112.5510025024414,-117.5510025024414,-0.7652000188827515,success,,,,0.37,-0.7652000188827515,0.9538,0.4151,,,pre_neb,0.646,687.0,入围：已完成综合评分
