material_id,formula,coverage_ML,n_Li,E_clean_eV,E_ads_system_eV,E_ads_eV,status
mp-1185655,Mg149Zr,0.25,27,-913.676025390625,-951.8660278320312,0.3201999962329864,success
mp-1185655,Mg149Zr,1.0,109,-913.676025390625,-1081.717041015625,0.1930000036954879,success
mp-1185705,MgNi2,0.25,2,-315.71600341796875,-322.072998046875,-1.4437999725341797,success
mp-1185705,MgNi2,1.0,8,-315.71600341796875,-326.6499938964844,0.3680000007152557,success
mp-1185791,Mg2Ni,0.25,2,-356.3590087890625,-360.0979919433594,-0.135000005364418,success
mp-1185791,Mg2Ni,1.0,9,-356.3590087890625,-373.7749938964844,-0.2003999948501587,success
mp-1185970,Mn3Co,0.25,2,-1071.0679931640625,-1076.301025390625,-0.8820000290870667,success
mp-1185970,Mn3Co,1.0,10,-1071.0679931640625,-1074.4320068359375,1.3982000350952148,success
mp-1186005,MnZnNi2,0.25,1,-350.4630126953125,-352.9769897460937,-0.7795000076293945,success
mp-1186005,MnZnNi2,1.0,5,-350.4630126953125,-357.0150146484375,0.4241999983787536,success
mp-1186271,NaMg149,0.25,27,-890.927001953125,-928.89599609375,0.3283999860286712,success
mp-1186271,NaMg149,1.0,110,-890.927001953125,-1053.35302734375,0.2581000030040741,success
mp-1186381,Pa3Al,0.25,2,-505.5539855957031,-510.1900024414063,-0.5831999778747559,success
mp-1186381,Pa3Al,1.0,10,-505.5539855957031,-525.4940185546875,-0.2592999935150146,success
mp-1186389,PaAlFe2,0.25,1,-363.9070129394531,-365.9750061035156,-0.3328000009059906,success
mp-1186389,PaAlFe2,1.0,6,-363.9070129394531,-376.2869873046875,-0.3285999894142151,success
mp-1186420,PaFe3,0.25,3,-1099.998046875,-1107.0040283203125,-0.600600004196167,success
mp-1186420,PaFe3,1.0,12,-1099.998046875,-1115.1429443359375,0.4726000130176544,success
mp-1186763,Ta2MoW,0.25,1,-553.77001953125,-556.8189697265625,-1.3147000074386597,success
mp-1186763,Ta2MoW,1.0,7,-553.77001953125,-571.9509887695312,-0.8626000285148621,success
mp-1187150,SrAcAu2,0.25,2,-180.2120056152344,-183.7310028076172,-0.0252000000327825,success
mp-1187150,SrAcAu2,1.0,10,-180.2120056152344,-197.4519958496093,0.0105999996885657,success
mp-1187158,SrBr2,0.25,4,-189.3580017089844,-196.97799682617188,-0.1704999953508377,success
mp-1187158,SrBr2,1.0,16,-189.3580017089844,-214.44200134277344,0.1668999940156936,success
mp-1187178,SrI2,0.25,4,-159.4510040283203,-164.63800048828125,0.4377999901771545,success
mp-1187178,SrI2,1.0,19,-159.4510040283203,-188.875,0.1860000044107437,success
mp-1187198,SrMg2,0.25,3,-75.46600341796875,-80.77200317382812,-0.0340999998152256,success
mp-1187198,SrMg2,1.0,14,-75.46600341796875,-100.85800170898438,-0.0790000036358833,success
mp-1187206,Ta3W,0.25,1,-560.9190063476562,-563.6740112304688,-1.0198999643325806,success
mp-1187206,Ta3W,1.0,7,-560.9190063476562,-578.5269775390625,-0.7807999849319458,success
mp-1187245,TiMo2W,0.25,1,-490.75299072265625,-493.6940002441406,-1.2063000202178955,success
mp-1187245,TiMo2W,1.0,7,-490.75299072265625,-509.3389892578125,-0.9204999804496764,success
mp-1187418,Ti2AlW,0.25,1,-379.3320007324219,-382.2690124511719,-1.2026000022888184,success
mp-1187418,Ti2AlW,1.0,7,-379.3320007324219,-397.28900146484375,-0.8306000232696533,success
mp-1187432,Ti2CoMo,0.25,1,-399.4859924316406,-402.25299072265625,-1.0329999923706057,success
mp-1187432,Ti2CoMo,1.0,6,-399.4859924316406,-408.7340087890625,0.1933999955654144,success
mp-1187695,V3Cr,0.25,1,-424.8340148925781,-427.27099609375,-0.7020000219345093,success
mp-1187695,V3Cr,1.0,6,-424.8340148925781,-438.75201416015625,-0.5849000215530396,success
mp-1187697,V3Fe,0.25,1,-415.364990234375,-418.0820007324219,-0.9828000068664552,success
mp-1187697,V3Fe,1.0,6,-415.364990234375,-429.489990234375,-0.6194999814033508,success
mp-1187702,VW3,0.25,1,-545.9459838867188,-548.81201171875,-1.1313999891281128,success
mp-1187702,VW3,1.0,7,-545.9459838867188,-563.5130004882812,-0.7749000191688538,success
mp-1188018,Zr3Al,0.25,3,-933.4810180664062,-940.833984375,-0.7164000272750854,success
mp-1188018,Zr3Al,1.0,13,-933.4810180664062,-947.0330200195312,0.6922000050544739,success
mp-1188069,Zr2Ni7,0.25,6,-1428.344970703125,-1443.1180419921875,-0.7275999784469604,success
mp-1188069,Zr2Ni7,1.0,24,-1428.344970703125,-1370.0469970703125,4.163700103759766,success
mp-1188077,Zr7Cu10,0.25,8,-1586.883056640625,-1602.051025390625,-0.1613000035285949,success
mp-1188077,Zr7Cu10,1.0,35,-1586.883056640625,-1647.491943359375,0.003000000026077,success
mp-1188102,V5Si3,0.25,4,-1523.1409912109375,-1529.6939697265625,0.096400000154972,success
mp-1188102,V5Si3,1.0,17,-1523.1409912109375,-1539.7320556640625,0.7587000131607056,success
mp-1188283,V8N,0.25,9,-2583.85791015625,-2605.455078125,-0.6650000214576721,success
mp-1188283,V8N,1.0,38,-2583.85791015625,-2660.35888671875,-0.2784999907016754,success
mp-1188344,CsLiCl2,0.25,6,-485.51800537109375,-502.1109924316406,-1.0307999849319458,success
mp-1188344,CsLiCl2,1.0,25,-485.51800537109375,-524.7210083007812,0.1666000038385391,success
mp-1188373,Si3Mo5,0.25,5,-1711.81396484375,-1723.4090576171875,-0.5843999981880188,success
mp-1188373,Si3Mo5,1.0,23,-1711.81396484375,-1758.240966796875,-0.2838999927043915,success
mp-1188408,Zr5Sn3B,0.25,5,-1538.1800537109375,-1550.02197265625,-0.6338000297546387,success
mp-1188408,Zr5Sn3B,1.0,21,-1538.1800537109375,-1573.93798828125,0.0318999998271465,success
mp-1188441,TiCu4,0.25,2,-382.1199951171875,-387.0719909667969,-0.7414000034332275,success
mp-1188441,TiCu4,1.0,9,-382.1199951171875,-403.7669982910156,-0.6705999970436096,success
mp-1188857,NbNiB2,0.25,6,-1960.425048828125,-1979.3990478515625,-1.4277000427246094,success
mp-1188857,NbNiB2,1.0,24,-1960.425048828125,-1980.0169677734373,0.9182999730110168,success
mp-1188987,Hf3Co2Si3,0.25,2,-515.52099609375,-520.843017578125,-0.9258999824523926,success
mp-1188987,Hf3Co2Si3,1.0,9,-515.52099609375,-536.7979736328125,-0.6294000148773193,success
mp-1189157,Mn5SiB2,0.25,3,-2611.116943359375,-2618.47607421875,-0.718500018119812,success
mp-1189157,Mn5SiB2,1.0,14,-2611.116943359375,-2637.172119140625,-0.1263999938964843,success
mp-1189328,TiNi,0.25,5,-2011.708984375,-2024.008056640625,-0.7250999808311462,success
mp-1189328,TiNi,1.0,23,-2011.708984375,-2049.10693359375,0.1085999980568885,success
mp-1189690,TaCoB2,0.25,6,-2170.468017578125,-2183.30810546875,-0.4054000079631805,success
mp-1189690,TaCoB2,1.0,24,-2170.468017578125,-2216.657958984375,-0.1898999959230423,success
mp-1189981,Zr5ZnSn3,0.25,5,-1398.4610595703125,-1406.7750244140625,0.0719000026583671,success
mp-1189981,Zr5ZnSn3,1.0,22,-1398.4610595703125,-1395.6510009765625,1.8624000549316408,success
mp-1190013,TiNi,0.25,3,-1354.8919677734375,-1362.3270263671875,-0.7437000274658203,success
mp-1190013,TiNi,1.0,14,-1354.8919677734375,-1359.822021484375,1.3825000524520874,success
mp-1190604,Nb3Al2C,0.25,6,-1520.5009765625,-1530.052001953125,0.1428000032901764,success
mp-1190604,Nb3Al2C,1.0,25,-1520.5009765625,-1570.718994140625,-0.2741000056266784,success
mp-1190681,ZrFe2,0.25,2,-822.1480102539062,-826.3510131835938,-0.3666999936103821,success
mp-1190681,ZrFe2,1.0,10,-822.1480102539062,-844.9879760742188,-0.5493000149726868,success
mp-1190736,Ca8Al3,0.25,9,-431.2569885253906,-451.1380004882813,-0.4742999970912933,success
mp-1190736,Ca8Al3,1.0,36,-431.2569885253906,-499.87799072265625,-0.1714999973773956,success
mp-1190809,Li8TeN2,0.25,4,-1667.656005859375,-1678.39599609375,-0.9502000212669371,success
mp-1190809,Li8TeN2,1.0,18,-1667.656005859375,-1695.7020263671875,0.176499992609024,success
mp-1190841,Hf2Co,0.25,6,-1728.66796875,-1742.5789794921875,-0.5839999914169312,success
mp-1190841,Hf2Co,1.0,25,-1728.66796875,-1776.0159912109375,-0.1592999994754791,success
mp-1190880,HfMn2,0.25,2,-905.2310180664062,-910.2559814453124,-0.7781999707221985,success
mp-1190880,HfMn2,1.0,10,-905.2310180664062,-929.8070068359376,-0.7228999733924866,success
mp-1191079,Ti7P4,0.25,3,-691.3930053710938,-698.572021484375,-0.65829998254776,success
mp-1191079,Ti7P4,1.0,12,-691.3930053710938,-715.510986328125,-0.2750999927520752,success
mp-1191083,HfMo2,0.25,3,-1001.8619995117188,-1009.906982421875,-0.9469000101089478,success
mp-1191083,HfMo2,1.0,12,-1001.8619995117188,-1032.3690185546875,-0.8076000213623047,success
mp-1191280,Nb4V2Si5,0.25,4,-1451.8310546875,-1460.6300048828125,-0.4650999903678894,success
mp-1191280,Nb4V2Si5,1.0,17,-1451.8310546875,-1485.593994140625,-0.2513999938964844,success
mp-1191331,Ti2Co,0.25,5,-1475.470947265625,-1483.406982421875,0.1474000066518783,success
mp-1191331,Ti2Co,1.0,22,-1475.470947265625,-1494.2509765625,0.8809999823570251,success
mp-1191401,HfFe2,0.25,2,-871.9719848632812,-876.1820068359375,-0.3704000115394592,success
mp-1191401,HfFe2,1.0,10,-871.9719848632812,-894.7670288085938,-0.5447999835014343,success
mp-1191437,Zr2Co,0.25,6,-1539.10400390625,-1550.404052734375,-0.1485999971628189,success
mp-1191437,Zr2Co,1.0,26,-1539.10400390625,-1582.426025390625,0.0684999972581863,success
mp-1191806,Mg3TiNi2,0.25,5,-793.9400024414062,-804.2360229492188,-0.3244999945163727,success
mp-1191806,Mg3TiNi2,1.0,23,-793.9400024414062,-837.489990234375,-0.1588000059127807,success
mp-1191953,Nb3Al2N,0.25,6,-2362.14892578125,-2377.51708984375,-0.82669997215271,success
mp-1191953,Nb3Al2N,1.0,24,-2362.14892578125,-2401.510009765625,0.0945999994874,success
mp-1192043,MgO,0.25,3,-1681.68798828125,-1697.1689453125,-3.42549991607666,success
mp-1192043,MgO,1.0,12,-1681.68798828125,-1714.02294921875,-0.9599000215530396,success
mp-1192189,MgO,0.25,1,-585.2559814453125,-586.7410278320312,0.2495999932289123,success
mp-1192189,MgO,1.0,3,-585.2559814453125,-590.52197265625,-0.0208000000566244,success
mp-1192264,Ti2Cu,0.25,5,-1245.76904296875,-1256.1939697265625,-0.3503000140190124,success
mp-1192264,Ti2Cu,1.0,23,-1245.76904296875,-1289.488037109375,-0.1661999970674514,success
mp-1192350,NbFe2,0.25,2,-859.7849731445312,-864.4119873046875,-0.579200029373169,success
mp-1192350,NbFe2,1.0,9,-859.7849731445312,-880.5,-0.5669999718666077,success
mp-1192493,Hf9NiW4,0.25,8,-3438.626953125,-3445.169921875,0.916800022125244,success
mp-1192493,Hf9NiW4,1.0,32,-3438.626953125,-3330.39599609375,5.116899967193604,success
mp-1192512,Ta2(Ni7B2)3,0.25,4,-1517.3380126953125,-1528.406005859375,-1.0325000286102295,success
mp-1192512,Ta2(Ni7B2)3,1.0,19,-1517.3380126953125,-1560.116943359375,-0.5169000029563904,success
mp-1192670,Hf9Mo4P,0.25,8,-3303.970947265625,-3298.364013671875,2.435499906539917,success
mp-1192670,Hf9Mo4P,1.0,32,-3303.970947265625,-3190.407958984375,5.2835001945495605,success
mp-1192784,Hf9CoW4,0.25,8,-3465.841064453125,-3483.531982421875,-0.4767000079154968,success
mp-1192784,Hf9CoW4,1.0,32,-3465.841064453125,-3373.64697265625,4.615699768066406,success
mp-1192795,Hf6Co23,0.25,5,-1785.6109619140625,-1798.572998046875,-0.857699990272522,success
mp-1192795,Hf6Co23,1.0,22,-1785.6109619140625,-1829.2430419921875,-0.2486000061035156,success
mp-1192799,V3(Ni10B3)2,0.25,4,-1497.739013671875,-1508.6669921875,-0.9973000288009644,success
mp-1192799,V3(Ni10B3)2,1.0,19,-1497.739013671875,-1508.6689453125,1.1593999862670898,success
mp-1192832,Nb2(Co7B2)3,0.25,4,-1693.5899658203125,-1704.4329833984375,-0.9763000011444092,success
mp-1192832,Nb2(Co7B2)3,1.0,19,-1693.5899658203125,-1718.613037109375,0.417600005865097,success
mp-1192944,Ta4Ni2N,0.25,5,-2243.8291015625,-2255.138916015625,-0.5273000001907349,success
mp-1192944,Ta4Ni2N,1.0,23,-2243.8291015625,-2273.825927734375,0.430400013923645,success
mp-1192960,Zr6Fe16Si7,0.25,5,-1875.553955078125,-1887.991943359375,-0.753000020980835,success
mp-1192960,Zr6Fe16Si7,1.0,23,-1875.553955078125,-1919.68896484375,-0.1843000054359436,success
mp-1193113,Ta3Cr3N,0.25,5,-2388.967041015625,-2400.31103515625,-0.5340999960899353,success
mp-1193113,Ta3Cr3N,1.0,23,-2388.967041015625,-2411.412109375,0.7588000297546387,success
mp-1193180,Ti2(Ni7B2)3,0.25,4,-1460.6180419921875,-1471.4189453125,-0.9656000137329102,success
mp-1193180,Ti2(Ni7B2)3,1.0,19,-1460.6180419921875,-1466.303955078125,1.4354000091552734,success
mp-1193187,TaCoB,0.25,12,-4252.61376953125,-4265.7021484375,0.6438999772071838,success
mp-1193187,TaCoB,1.0,50,-4252.61376953125,-4083.6220703125,5.114500045776367,success
mp-1193200,Zr6Al7Cu16,0.25,6,-1181.4630126953125,-1195.6280517578125,-0.6261000037193298,success
mp-1193200,Zr6Al7Cu16,1.0,25,-1181.4630126953125,-1227.0279541015625,-0.0878999978303909,success
mp-1193305,Ta4Co2N,0.25,5,-2321.531005859375,-2332.798095703125,-0.5188000202178955,success
mp-1193305,Ta4Co2N,1.0,23,-2321.531005859375,-2352.64794921875,0.3817000091075897,success
mp-1193346,Zr4Co2N,0.25,6,-1942.1629638671875,-1954.9000244140625,-0.3882000148296356,success
mp-1193346,Zr4Co2N,1.0,26,-1942.1629638671875,-1969.990966796875,0.6643000245094299,success
mp-1193390,V4Ni2N,0.25,5,-1883.68994140625,-1896.18701171875,-0.7649000287055969,success
mp-1193390,V4Ni2N,1.0,20,-1883.68994140625,-1903.6719970703125,0.7354999780654907,success
mp-1193397,Zr9NiMo4,0.25,8,-2943.31494140625,-2947.72509765625,1.18340003490448,success
mp-1193397,Zr9NiMo4,1.0,33,-2943.31494140625,-2860.64599609375,4.239799976348877,success
mp-1193476,Ti3(Co10B3)2,0.25,4,-1688.655029296875,-1699.3800048828125,-0.9466000199317932,success
mp-1193476,Ti3(Co10B3)2,1.0,19,-1688.655029296875,-1713.81298828125,0.4106000065803528,success
mp-1193521,V3(Co10B3)2,0.25,4,-1695.68798828125,-1706.5,-0.9682999849319458,success
mp-1193521,V3(Co10B3)2,1.0,19,-1695.68798828125,-1736.6939697265625,-0.4235000014305115,success
mp-1193531,Ta2Al,0.25,12,-3270.287109375,-3296.02587890625,-0.4101999998092651,success
mp-1193531,Ta2Al,1.0,49,-3270.287109375,-3342.23388671875,0.266400009393692,success
mp-1193558,Hf9FeMo4,0.25,8,-3324.001953125,-3335.14404296875,0.3420000076293945,success
mp-1193558,Hf9FeMo4,1.0,32,-3324.001953125,-3366.7900390625,0.3975000083446502,success
mp-1193679,Zr6Al16Ni7,0.25,6,-1314.2840576171875,-1328.08203125,-0.5649999976158142,success
mp-1193679,Zr6Al16Ni7,1.0,25,-1314.2840576171875,-1361.406005859375,-0.150299996137619,success
mp-1193707,Ti2(Co7B2)3,0.25,4,-1669.1800537109375,-1679.9620361328125,-0.9606000185012816,success
mp-1193707,Ti2(Co7B2)3,1.0,19,-1669.1800537109375,-1699.4410400390625,0.1420000046491623,success
mp-1193847,Hf6Al16Co7,0.25,6,-1439.998046875,-1452.946044921875,-0.4234000146389007,success
mp-1193847,Hf6Al16Co7,1.0,25,-1439.998046875,-1487.51904296875,-0.1661999970674514,success
mp-1193908,V2(Co7B2)3,0.25,4,-1673.2030029296875,-1683.071044921875,-0.7325000166893005,success
mp-1193908,V2(Co7B2)3,1.0,19,-1673.2030029296875,-1703.0909423828125,0.1615999937057495,success
mp-1193912,Ti3(Ni10B3)2,0.25,4,-1492.875,-1503.4649658203125,-0.9128999710083008,success
mp-1193912,Ti3(Ni10B3)2,1.0,19,-1492.875,-1533.677978515625,-0.4129000008106231,success
mp-1193952,Zr3(Ni10B3)2,0.25,5,-1508.8470458984375,-1518.675048828125,-0.2310999929904937,success
mp-1193952,Zr3(Ni10B3)2,1.0,20,-1508.8470458984375,-1532.5679931640625,0.5486000180244446,success
mp-1193985,Ta2(Co7B2)3,0.25,4,-1727.177978515625,-1738.001953125,-0.9714999794960022,success
mp-1193985,Ta2(Co7B2)3,1.0,19,-1727.177978515625,-1756.8609619140625,0.1723999977111816,success
mp-1194044,V4Co2N,0.25,5,-1966.3179931640625,-1978.72998046875,-0.7479000091552734,success
mp-1194044,V4Co2N,1.0,20,-1966.3179931640625,-1983.2469482421875,0.8881999850273132,success
mp-1194082,Ni6W6C,0.25,5,-1900.7919921875,-1912.8480224609373,-0.6765000224113464,success
mp-1194082,Ni6W6C,1.0,21,-1900.7919921875,-1942.91796875,-0.2712999880313873,success
mp-1194177,Ta3(Ni10B3)2,0.25,4,-1576.0980224609375,-1586.3570556640625,-0.8299000263214111,success
mp-1194177,Ta3(Ni10B3)2,1.0,19,-1576.0980224609375,-1616.5450439453125,-0.39410001039505,success
mp-1194230,Zr6Zn16Cu7,0.25,6,-830.4240112304688,-845.7319946289062,-0.8167999982833862,success
mp-1194230,Zr6Zn16Cu7,1.0,26,-830.4240112304688,-868.3300170898438,0.2766999900341034,success
mp-1194313,Hf2(Ni7B2)3,0.25,4,-1498.0760498046875,-1508.9610595703125,-0.9864000082015992,success
mp-1194313,Hf2(Ni7B2)3,1.0,19,-1498.0760498046875,-1518.407958984375,0.6646000146865845,success
mp-1194423,Zr6Al16Co7,0.25,6,-1377.2530517578125,-1393.073974609375,-0.9021999835968018,success
mp-1194423,Zr6Al16Co7,1.0,25,-1377.2530517578125,-1407.0570068359375,0.5425000190734863,success
mp-1194426,Hf9NiMo4,0.25,8,-3264.7099609375,-3276.154052734375,0.3041000068187713,success
mp-1194426,Hf9NiMo4,1.0,32,-3264.7099609375,-3303.044921875,0.5367000102996826,success
mp-1195596,Sr5(CoN2)2,0.25,13,-1963.27001953125,-1981.3160400390625,0.3465000092983246,success
mp-1195596,Sr5(CoN2)2,1.0,54,-1963.27001953125,-2045.322021484375,0.2152000069618225,success
mp-1195821,Zr3Cu8,0.25,8,-925.489990234375,-945.656982421875,-0.7861999869346619,success
mp-1195821,Zr3Cu8,1.0,32,-925.489990234375,-995.6510009765624,-0.4578999876976013,success
mp-1196316,Cr7C3,0.25,6,-6049.93603515625,-6060.4228515625,-0.0131000000983476,success
mp-1196316,Cr7C3,1.0,27,-6049.93603515625,-5984.26806640625,4.166800022125244,success
mp-1197569,Zn2Ni21B20,0.25,5,-2101.955078125,-2115.736083984375,-1.0214999914169312,success
mp-1197569,Zn2Ni21B20,1.0,21,-2101.955078125,-2134.4609375,0.1868000030517578,success
mp-1198370,Ca11Sn3C8,0.25,17,-1812.7919921875,-1853.282958984375,-0.6471999883651733,success
mp-1198370,Ca11Sn3C8,1.0,68,-1812.7919921875,-1919.52197265625,0.1650999933481216,success
mp-1198615,ZrCo5Si3,0.25,22,-4574.0419921875,-4623.998046875,-0.5360999703407288,success
mp-1198615,ZrCo5Si3,1.0,91,-4574.0419921875,-4693.89794921875,0.417600005865097,success
mp-1200444,Ba8Si6Sn,0.25,9,-924.7349853515624,-941.6339721679688,-0.1430000066757202,success
mp-1200444,Ba8Si6Sn,1.0,38,-924.7349853515624,-960.6170043945312,0.7904000282287598,success
mp-1200988,Hf7Cu10,0.25,8,-2630.85009765625,-2648.596923828125,-0.4837000072002411,success
mp-1200988,Hf7Cu10,1.0,34,-2630.85009765625,-2686.7939453125,0.0891999974846839,success
mp-1201607,Li7CuSi2,0.25,4,-477.9869995117188,-485.80999755859375,-0.221000000834465,success
mp-1201607,Li7CuSi2,1.0,17,-477.9869995117188,-509.28900146484375,-0.1067000031471252,success
mp-1202079,Ti21Mn25,0.25,11,-3135.47998046875,-3144.070068359375,0.9537000060081482,success
mp-1202079,Ti21Mn25,1.0,45,-3135.47998046875,-3200.030029296875,0.3001999855041504,success
mp-1202900,Al13Fe4,0.25,11,-2052.549072265625,-2079.073974609375,-0.676800012588501,success
mp-1202900,Al13Fe4,1.0,45,-2052.549072265625,-2131.139892578125,-0.0118000004440546,success
mp-1205309,LiB,0.25,1,-329.8580017089844,-332.3890075683594,-0.7965999841690063,success
mp-1205309,LiB,1.0,6,-329.8580017089844,-342.3940124511719,-0.3546999990940094,success
mp-1205322,CaH2,0.25,2,-332.99200439453125,-339.4580078125,-1.4982999563217163,success
mp-1205322,CaH2,1.0,8,-332.99200439453125,-349.4330139160156,-0.320499986410141,success
mp-1205330,Ca3SiO,0.25,3,-938.60302734375,-945.02001953125,-0.4043000042438507,success
mp-1205330,Ca3SiO,1.0,15,-938.60302734375,-962.5609741210938,0.1375000029802322,success
mp-1205548,KSrI3,0.25,7,-373.03900146484375,-386.572998046875,-0.1987999975681305,success
mp-1205548,KSrI3,1.0,28,-373.03900146484375,-302.3110046386719,4.260700225830078,success
mp-1205862,RbSrI3,0.25,7,-372.75201416015625,-385.843994140625,-0.1357000023126602,success
mp-1205862,RbSrI3,1.0,28,-372.75201416015625,-302.52099609375,4.242899894714356,success
mp-1205964,Ca2FeH6,0.25,2,-451.7369995117188,-458.00201416015625,-1.3977999687194824,success
mp-1205964,Ca2FeH6,1.0,8,-451.7369995117188,-473.6679992675781,-1.006700038909912,success
mp-1206072,Zr6CoSn2,0.25,6,-1084.6099853515625,-1098.5660400390625,-0.5913000106811523,success
mp-1206072,Zr6CoSn2,1.0,25,-1084.6099853515625,-1131.0799560546875,-0.1240999996662139,success
mp-1206169,SrCuSi,0.25,1,-189.0469970703125,-190.1849975585937,0.5967000126838684,success
mp-1206169,SrCuSi,1.0,7,-189.0469970703125,-200.67300415039065,0.0737999975681305,success
mp-1206441,V5B6,0.25,3,-1469.85400390625,-1476.6490478515625,-0.5303999781608582,success
mp-1206441,V5B6,1.0,15,-1469.85400390625,-1463.616943359375,2.150500059127808,success
mp-1206477,Hf6Al2Ni,0.25,6,-1171.5460205078125,-1185.6390380859375,-0.6141999959945679,success
mp-1206477,Hf6Al2Ni,1.0,26,-1171.5460205078125,-1224.2869873046875,-0.2937999963760376,success
mp-1206490,Nb2B2Mo,0.25,4,-1461.2020263671875,-1472.074951171875,-0.9835000038146972,success
mp-1206490,Nb2B2Mo,1.0,18,-1461.2020263671875,-1502.074951171875,-0.5360999703407288,success
mp-12067,MnAl,0.25,1,-309.6619873046875,-312.22198486328125,-0.8252999782562256,success
mp-12067,MnAl,1.0,4,-309.6619873046875,-319.3529968261719,-0.6881999969482422,success
mp-1206854,TiMnP,0.25,2,-1188.4840087890625,-1193.9749755859375,-1.0111000537872314,success
mp-1206854,TiMnP,1.0,9,-1188.4840087890625,-1200.4580078125,0.4041999876499176,success
mp-1206863,CsCaCl3,0.25,5,-330.1449890136719,-339.8510131835937,-0.2064999938011169,success
mp-1206863,CsCaCl3,1.0,21,-330.1449890136719,-343.31201171875,1.1075999736785889,success
mp-1206931,Cr(BMo)2,0.25,4,-1447.2139892578125,-1459.27001953125,-1.2792999744415283,success
mp-1206931,Cr(BMo)2,1.0,17,-1447.2139892578125,-1489.3609619140625,-0.7444999814033508,success
mp-1207024,Zr3Si2,0.25,6,-1248.68896484375,-1263.18994140625,-0.6822999715805054,success
mp-1207024,Zr3Si2,1.0,25,-1248.68896484375,-1274.47900390625,0.703000009059906,success
mp-1207117,Fe2CoSi,0.25,1,-475.8829956054688,-478.739013671875,-1.1217999458312988,success
mp-1207117,Fe2CoSi,1.0,5,-475.8829956054688,-489.0870056152344,-0.9060999751091005,success
mp-1207263,Zr6FeSn2,0.25,6,-1102.863037109375,-1116.7430419921875,-0.5787000060081482,success
mp-1207263,Zr6FeSn2,1.0,26,-1102.863037109375,-1149.073974609375,-0.0427000001072883,success
mp-1207408,Zr5Si3N,0.25,6,-1800.031982421875,-1813.407958984375,-0.494700014591217,success
mp-1207408,Zr5Si3N,1.0,27,-1800.031982421875,-1834.0660400390625,0.4740999937057495,success
mp-1207414,Zr9(CoP2)2,0.25,18,-2938.60498046875,-2965.889892578125,0.2187999933958053,success
mp-1207414,Zr9(CoP2)2,1.0,72,-2938.60498046875,-3068.964111328125,-0.0759000033140182,success
mp-1207805,VSi3Mo4,0.25,3,-2247.885986328125,-2255.323974609375,-0.7447999715805054,success
mp-1207805,VSi3Mo4,1.0,15,-2247.885986328125,-2269.237060546875,0.3111999928951263,success
mp-1207841,V5Si3N,0.25,5,-1802.406005859375,-1814.3680419921875,-0.6577000021934509,success
mp-1207841,V5Si3N,1.0,21,-1802.406005859375,-1840.4339599609373,-0.0762000009417533,success
mp-1208170,TiVP,0.25,3,-1191.93701171875,-1198.926025390625,-0.595300018787384,success
mp-1208170,TiVP,1.0,12,-1191.93701171875,-1169.81201171875,3.578399896621704,success
mp-1208228,Ti3NbAl2,0.25,2,-329.6510009765625,-334.3909912109375,-0.6355999708175659,success
mp-1208228,Ti3NbAl2,1.0,8,-329.6510009765625,-347.4349975585937,-0.4884000122547149,success
mp-1208248,Ti2Cr4Si5,0.25,3,-3398.7890625,-3405.51708984375,-0.5078999996185303,success
mp-1208248,Ti2Cr4Si5,1.0,15,-3398.7890625,-3370.407958984375,3.626699924468994,success
mp-1208557,TaSiNi,0.25,3,-1173.6650390625,-1181.4949951171875,-0.8752999901771545,success
mp-1208557,TaSiNi,1.0,12,-1173.6650390625,-1188.4649658203125,0.5012999773025513,success
mp-1208630,SrC6,0.25,2,-459.7019958496094,-463.4580078125,-0.1430999934673309,success
mp-1208630,SrC6,1.0,8,-459.7019958496094,-473.3240051269531,0.0320000015199184,success
mp-1209161,RbSr2Cl5,0.25,9,-546.52001953125,-565.4949951171875,-0.3736000061035156,success
mp-1209161,RbSr2Cl5,1.0,36,-546.52001953125,-600.8610229492188,0.2251999974250793,success
mp-1209189,RbSr2Br5,0.25,10,-489.5159912109375,-510.7900085449219,-0.3928000032901764,success
mp-1209189,RbSr2Br5,1.0,40,-489.5159912109375,-549.1909790039062,0.2427999973297119,success
mp-1209227,RbCaBr3,0.25,4,-293.7090148925781,-300.031005859375,0.1541000008583068,success
mp-1209227,RbCaBr3,1.0,16,-293.7090148925781,-317.885986328125,0.2236000001430511,success
mp-1209238,RbCaBr3,0.25,8,-276.3349914550781,-290.4549865722656,-0.0302000008523464,success
mp-1209238,RbCaBr3,1.0,32,-276.3349914550781,-327.635009765625,0.1316000074148178,success
mp-1209423,RbBa2I5,0.25,19,-879.4600219726562,-911.0700073242188,0.0710000023245811,success
mp-1209423,RbBa2I5,1.0,79,-879.4600219726562,-981.405029296875,0.4442000091075897,success
mp-1209437,RbBa2Br5,0.25,17,-1026.9310302734375,-1064.1090087890625,-0.4521999955177307,success
mp-1209437,RbBa2Br5,1.0,69,-1026.9310302734375,-1034.27001953125,1.6282999515533447,success
mp-1209887,NbFeSi,0.25,3,-1203.9449462890625,-1211.43798828125,-0.7631000280380249,success
mp-1209887,NbFeSi,1.0,12,-1203.9449462890625,-1217.2540283203125,0.6255999803543091,success
mp-1209930,Nb5SiB2,0.25,3,-1709.093017578125,-1716.9949951171875,-0.8991000056266785,success
mp-1209930,Nb5SiB2,1.0,15,-1709.093017578125,-1738.4749755859375,-0.2240999937057495,success
