material_id,formula,coverage_ML,n_Li,E_clean_eV,E_ads_system_eV,E_ads_eV,status
mp-16253,BaCaSi,1.0,23,-326.3630065917969,-302.052001953125,2.791699886322021,success
mp-16336,Zr2Fe3Si,0.25,2,-795.468017578125,-801.6430053710938,-1.3529000282287598,success
mp-16336,Zr2Fe3Si,1.0,10,-795.468017578125,-818.166015625,-0.535099983215332,success
mp-1639,BN,0.25,1,-320.8840026855469,-327.5159912109375,-4.896900177001953,success
mp-1639,BN,1.0,2,-320.8840026855469,-330.1440124511719,-2.8951001167297363,success
mp-16483,BaAl9Fe2,0.25,7,-646.6680297851562,-661.4019775390625,-0.3702000081539154,success
mp-16483,BaAl9Fe2,1.0,28,-646.6680297851562,-693.9110107421875,0.0474000014364719,success
mp-16491,SrAl9Co2,0.25,6,-624.9249877929688,-635.031982421875,0.0502000004053115,success
mp-16491,SrAl9Co2,1.0,26,-624.9249877929688,-666.2169799804688,0.1465000063180923,success
mp-16506,Li3Al2,0.25,1,-157.71400451660156,-159.95899963378906,-0.5103999972343445,success
mp-16506,Li3Al2,1.0,7,-157.71400451660156,-171.6999969482422,-0.263399988412857,success
mp-16514,Al3Ni5,0.25,2,-519.031005859375,-525.030029296875,-1.264799952507019,success
mp-16514,Al3Ni5,1.0,9,-519.031005859375,-542.5430297851562,-0.8777999877929688,success
mp-16515,Al4Ni3,0.25,9,-4512.2470703125,-4525.22021484375,0.2930999994277954,success
mp-16515,Al4Ni3,1.0,37,-4512.2470703125,-4420.7578125,4.207399845123291,success
mp-1672,CaS,0.25,1,-158.5959930419922,-159.81399536132812,0.5166000127792358,success
mp-1672,CaS,1.0,5,-158.5959930419922,-166.16900634765625,0.220100000500679,success
mp-16726,LiB,0.25,2,-364.9599914550781,-384.1109924316406,-7.84089994430542,success
mp-16726,LiB,1.0,9,-364.9599914550781,-396.4209899902344,-1.7611000537872314,success
mp-16830,Sr(Ni2B)6,0.25,4,-1359.4659423828125,-1369.6080322265625,-0.8007000088691711,success
mp-16830,Sr(Ni2B)6,1.0,16,-1359.4659423828125,-1391.4200439453125,-0.262499988079071,success
mp-16916,Ca6FeN5,0.25,8,-2275.7900390625,-2295.56201171875,-0.7368999719619751,success
mp-16916,Ca6FeN5,1.0,33,-2275.7900390625,-2239.44189453125,2.836100101470948,success
mp-1700,AlN,0.25,1,-232.0319976806641,-233.32400512695312,0.4426000118255615,success
mp-1700,AlN,1.0,3,-232.0319976806641,-236.5570068359375,0.2264000028371811,success
mp-17012,Sr2VN3,0.25,7,-2835.988037109375,-2851.56103515625,-0.4900999963283539,success
mp-17012,Sr2VN3,1.0,31,-2835.988037109375,-2887.468994140625,0.0740000009536743,success
mp-171,VNi3,0.25,1,-317.5719909667969,-319.73199462890625,-0.4257000088691711,success
mp-171,VNi3,1.0,5,-317.5719909667969,-328.88800048828125,-0.5285999774932861,success
mp-1718,ZrFe2,0.25,2,-608.68701171875,-613.68701171875,-0.7656999826431274,success
mp-1718,ZrFe2,1.0,8,-608.68701171875,-627.5889892578125,-0.6280999779701233,success
mp-17236,Ba(Ni2B)6,0.25,4,-1356.9949951171875,-1367.133056640625,-0.7998999953269958,success
mp-17236,Ba(Ni2B)6,1.0,16,-1356.9949951171875,-1388.6710205078125,-0.2451000064611435,success
mp-1725,CaZn2,0.25,3,-119.97100067138672,-126.33100128173828,-0.3853999972343445,success
mp-1725,CaZn2,1.0,13,-119.97100067138672,-146.9709930419922,-0.3422999978065491,success
mp-17435,Zr4Fe4Si7,0.25,5,-2722.592041015625,-2732.48388671875,-0.2437999993562698,success
mp-17435,Zr4Fe4Si7,1.0,22,-2722.592041015625,-2749.885986328125,0.4941000044345855,success
mp-1747,K2Te,0.25,3,-96.50499725341795,-107.11399841308594,-1.8014999628067017,success
mp-1747,K2Te,1.0,12,-96.50499725341795,-126.71299743652344,-0.7827000021934509,success
mp-17518,Sr2TaN3,0.25,8,-2250.60205078125,-2266.81103515625,-0.2915999889373779,success
mp-17518,Sr2TaN3,1.0,34,-2250.60205078125,-2149.761962890625,4.700500011444092,success
mp-17577,Ca6MnN5,0.25,8,-2320.01611328125,-2336.300048828125,-0.3009000122547149,success
mp-17577,Ca6MnN5,1.0,33,-2320.01611328125,-2226.948974609375,4.554800033569336,success
mp-1786,Ti3Au,0.25,3,-868.60302734375,-876.1719970703125,-0.7883999943733215,success
mp-1786,Ti3Au,1.0,13,-868.60302734375,-894.656005859375,-0.2694999873638153,success
mp-17871,Ca(Al4Co)2,0.25,7,-1585.302978515625,-1596.7449951171875,0.1000000014901161,success
mp-17871,Ca(Al4Co)2,1.0,28,-1585.302978515625,-1523.1920166015625,3.952899932861328,success
mp-17892,Ca2VN3,0.25,7,-2889.14892578125,-2907.700927734375,-0.9156000018119812,success
mp-17892,Ca2VN3,1.0,28,-2889.14892578125,-2931.7099609375,0.214599996805191,success
mp-1808,Ti2Ni,0.25,5,-1394.3260498046875,-1404.7490234375,-0.3501000106334686,success
mp-1808,Ti2Ni,1.0,22,-1394.3260498046875,-1395.876953125,1.664199948310852,success
mp-1813,Ba2Mg17,0.25,7,-228.0760040283203,-243.5189971923828,-0.4715000092983246,success
mp-1813,Ba2Mg17,1.0,31,-228.0760040283203,-274.81201171875,0.2269999980926513,success
mp-1823,Ti3Al,0.25,2,-869.166015625,-873.9959716796875,-0.6802999973297119,success
mp-1823,Ti3Al,1.0,11,-869.166015625,-891.2589721679688,-0.2737999856472015,success
mp-18350,V3P,0.25,10,-3299.8349609375,-3322.951904296875,-0.5770999789237976,success
mp-18350,V3P,1.0,43,-3299.8349609375,-3359.347900390625,0.3506999909877777,success
mp-1842,NbAl3,0.25,2,-446.7990112304688,-450.0220031738281,0.1233000010251998,success
mp-1842,NbAl3,1.0,8,-446.7990112304688,-461.7130126953125,-0.12950000166893,success
mp-18427,Nb2Al,0.25,12,-2873.39404296875,-2898.610107421875,-0.3666000068187713,success
mp-18427,Nb2Al,1.0,49,-2873.39404296875,-2932.655029296875,0.5253000259399414,success
mp-1867,Ta2Ni,0.25,2,-696.4359741210938,-702.0380249023438,-1.066100001335144,success
mp-1867,Ta2Ni,1.0,9,-696.4359741210938,-712.2420043945312,-0.0216000005602836,success
mp-1882,CaCu5,0.25,2,-357.27301025390625,-361.7560119628906,-0.5070000290870667,success
mp-1882,CaCu5,1.0,11,-357.27301025390625,-375.510986328125,0.0766000002622604,success
mp-1890,BMo,0.25,3,-1424.18798828125,-1429.593994140625,-0.0672999992966651,success
mp-1890,BMo,1.0,13,-1424.18798828125,-1458.741943359375,-0.9233999848365784,success
mp-1892,Ba2N,0.25,1,-99.9219970703125,-104.37799835205078,-2.72160005569458,success
mp-1892,Ba2N,1.0,7,-99.9219970703125,-121.60800170898438,-1.3632999658584597,success
mp-1894,WC,0.25,1,-676.969970703125,-679.7570190429688,-1.052299976348877,success
mp-1894,WC,1.0,3,-676.969970703125,-679.1220092773438,1.017300009727478,success
mp-1915,Fe2B,0.25,1,-1141.302978515625,-1143.925048828125,-0.8873000144958496,success
mp-1915,Fe2B,1.0,6,-1141.302978515625,-1152.9759521484375,-0.210899993777275,success
mp-193,Zr2Cu,0.25,2,-408.3609924316406,-412.87799072265625,-0.5235999822616577,success
mp-193,Zr2Cu,1.0,8,-408.3609924316406,-426.99798583984375,-0.5949000120162964,success
mp-1934,LiZn,0.25,1,-80.08599853515625,-82.38800048828125,-0.5670999884605408,success
mp-1934,LiZn,1.0,6,-80.08599853515625,-94.4260025024414,-0.6553000211715698,success
mp-1935,BaMg2,0.25,7,-313.7650146484375,-324.56298828125,0.19200000166893,success
mp-1935,BaMg2,1.0,30,-313.7650146484375,-358.7650146484375,0.2345999926328659,success
mp-1949,TiMn2,0.25,2,-841.1610107421875,-847.1370239257812,-1.253100037574768,success
mp-1949,TiMn2,1.0,9,-841.1610107421875,-862.6229858398438,-0.6499999761581421,success
mp-1953,TiAl,0.25,1,-282.4349975585937,-284.531005859375,-0.3610999882221222,success
mp-1953,TiAl,1.0,5,-282.4349975585937,-294.906005859375,-0.7595000267028809,success
mp-1958,SrTe,0.25,1,-94.3939971923828,-95.33899688720705,0.7897999882698059,success
mp-1958,SrTe,1.0,7,-94.3939971923828,-106.302001953125,0.033500000834465,success
mp-1960,Li2O,0.25,1,-221.35699462890625,-226.5850067138672,-3.4935998916625977,success
mp-1960,Li2O,1.0,3,-221.35699462890625,-237.1490020751953,-3.5292999744415283,success
mp-19789,Mn(BW)2,0.25,4,-1562.5059814453125,-1573.251953125,-0.9520000219345092,success
mp-19789,Mn(BW)2,1.0,16,-1562.5059814453125,-1597.8599853515625,-0.4749999940395355,success
mp-1981,Ba2Sn,0.25,6,-143.7790069580078,-155.4499969482422,-0.2106000036001205,success
mp-1981,Ba2Sn,1.0,24,-143.7790069580078,-186.37399291992188,-0.0401000007987022,success
mp-19855,Cr7C3,0.25,6,-3019.14794921875,-3030.381103515625,-0.1375000029802322,success
mp-19855,Cr7C3,1.0,27,-3019.14794921875,-2999.7939453125,2.451499938964844,success
mp-1989,Ta5Si3,0.25,4,-1849.1090087890625,-1855.22802734375,0.2050999999046325,success
mp-1989,Ta5Si3,1.0,19,-1849.1090087890625,-1884.47998046875,-0.1270000040531158,success
mp-1994,HfB2,0.25,1,-705.7169799804688,-708.0850219726562,-0.6334999799728394,success
mp-1994,HfB2,1.0,4,-705.7169799804688,-711.2689819335938,0.3465000092983246,success
mp-20147,ZrMnP,0.25,3,-1235.64404296875,-1242.1259765625,-0.4262000024318695,success
mp-20147,ZrMnP,1.0,13,-1235.64404296875,-1258.9580078125,-0.0588000006973743,success
mp-2018,AlFe3,0.25,1,-462.54400634765625,-465.10198974609375,-0.8235999941825867,success
mp-2018,AlFe3,1.0,5,-462.54400634765625,-468.1910095214844,0.6050999760627747,success
mp-20192,HfMnSi,0.25,3,-1237.113037109375,-1244.260986328125,-0.6480000019073486,success
mp-20192,HfMnSi,1.0,13,-1237.113037109375,-1262.8330078125,-0.2437999993562698,success
mp-20211,Mn3Si,0.25,1,-525.43798828125,-527.7150268554688,-0.5419999957084656,success
mp-20211,Mn3Si,1.0,5,-525.43798828125,-536.9219970703125,-0.5620999932289124,success
mp-20255,TiCuSi,0.25,2,-591.2310180664062,-596.0919799804688,-0.6959999799728394,success
mp-20255,TiCuSi,1.0,11,-591.2310180664062,-615.5449829101562,-0.4756999909877777,success
mp-2027,HfCo,0.25,1,-413.656005859375,-416.2080078125,-0.8176000118255615,success
mp-2027,HfCo,1.0,5,-413.656005859375,-425.4280090332031,-0.6195999979972839,success
mp-2027032,ZrMn2,0.25,2,-635.6849975585938,-640.7319946289062,-0.7892000079154968,success
mp-2027032,ZrMn2,1.0,8,-635.6849975585938,-655.5130004882812,-0.7439000010490417,success
mp-20318,Mn2B,0.25,1,-606.22802734375,-610.02197265625,-2.059000015258789,success
mp-20318,Mn2B,1.0,6,-606.22802734375,-623.5499877929688,-1.152400016784668,success
mp-2034417,LiMg2,0.25,2,-159.03500366210938,-163.50399780273438,-0.5,success
mp-2034417,LiMg2,1.0,10,-159.03500366210938,-178.99000549316406,-0.2608999907970428,success
mp-20424,MgCo3C,0.25,1,-628.0590209960938,-630.6749877929688,-0.8809999823570251,success
mp-20424,MgCo3C,1.0,7,-628.0590209960938,-641.4860229492188,-0.1835000067949295,success
mp-2043957,RbCaCl3,0.25,5,-317.5849914550781,-332.54400634765625,-1.256999969482422,success
mp-2043957,RbCaCl3,1.0,20,-317.5849914550781,-352.885009765625,-0.0303000006824731,success
mp-2049,ZrMo2,0.25,2,-709.2219848632812,-715.1939697265625,-1.2512999773025513,success
mp-2049,ZrMo2,1.0,10,-709.2219848632812,-735.166015625,-0.8597999811172485,success
mp-2058,Ni3B,0.25,2,-778.7620239257812,-784.8720092773438,-1.320199966430664,success
mp-2058,Ni3B,1.0,11,-778.7620239257812,-807.9340209960938,-0.9174000024795532,success
mp-20648,V2C,0.25,2,-886.6119995117188,-892.052978515625,-0.9855999946594238,success
mp-20648,V2C,1.0,11,-886.6119995117188,-913.4539794921876,-0.7055000066757202,success
mp-20672,Hf3P2,0.25,4,-1449.862060546875,-1456.89599609375,-0.0238000005483627,success
mp-20672,Hf3P2,1.0,18,-1449.862060546875,-1413.1810302734375,3.7725000381469727,success
mp-20689,Nb3B2,0.25,4,-1426.5479736328125,-1436.9019775390625,-0.8537999987602234,success
mp-20689,Nb3B2,1.0,19,-1426.5479736328125,-1467.02294921875,-0.3955999910831451,success
mp-20726,SrCaSn,0.25,5,-296.2080078125,-306.0679931640625,-0.2372999936342239,success
mp-20726,SrCaSn,1.0,21,-296.2080078125,-307.6289978027344,1.1907999515533447,success
mp-2078,TiCu,0.25,2,-470.3169860839844,-474.7900085449219,-0.501800000667572,success
mp-2078,TiCu,1.0,9,-470.3169860839844,-490.6520080566406,-0.5249000191688538,success
mp-20787,FeB,0.25,1,-495.8609924316406,-499.239013671875,-1.6433000564575195,success
mp-20787,FeB,1.0,5,-495.8609924316406,-509.9419860839844,-1.0814000368118286,success
mp-20857,CoB,0.25,1,-909.1710205078124,-911.8380126953124,-0.9319999814033508,success
mp-20857,CoB,1.0,7,-909.1710205078124,-925.4219970703124,-0.586899995803833,success
mp-20868,Fe2W,0.25,3,-2323.89990234375,-2331.5830078125,-0.8263000249862671,success
mp-20868,Fe2W,1.0,15,-2323.89990234375,-2352.239013671875,-0.1545999944210052,success
mp-20892,ZrFeP,0.25,3,-1212.1700439453125,-1218.6240234375,-0.4169000089168548,success
mp-20892,ZrFeP,1.0,13,-1212.1700439453125,-1235.97900390625,-0.0967999994754791,success
mp-2090,FeCo,0.25,1,-420.5979919433594,-422.89300537109375,-0.5600000023841858,success
mp-2090,FeCo,1.0,4,-420.5979919433594,-430.614013671875,-0.7694000005722046,success
mp-2091,V3B2,0.25,4,-1702.758056640625,-1713.2679443359375,-0.892799973487854,success
mp-2091,V3B2,1.0,16,-1702.758056640625,-1726.8079833984375,0.2314999997615814,success
mp-20937,Cr3C2,0.25,1,-746.5239868164062,-749.2230224609375,-0.963800013065338,success
mp-20937,Cr3C2,1.0,7,-746.5239868164062,-763.4940185546875,-0.6895999908447266,success
mp-20949,MnSiNi,0.25,3,-1018.8469848632812,-1025.6080322265625,-0.5192000269889832,success
mp-20949,MnSiNi,1.0,12,-1018.8469848632812,-1042.8050537109375,-0.2617999911308288,success
mp-210,BaLi4,0.25,12,-434.28900146484375,-454.9110107421875,0.0162000004202127,success
mp-210,BaLi4,1.0,50,-434.28900146484375,-510.37799072265625,0.2128999978303909,success
mp-2105,Hf3Si2,0.25,6,-1376.4739990234375,-1390.741943359375,-0.6432999968528748,success
mp-2105,Hf3Si2,1.0,24,-1376.4739990234375,-1425.7900390625,-0.3201000094413757,success
mp-21075,HfC,0.25,1,-316.61199951171875,-318.09600830078125,0.2508000135421753,success
mp-21075,HfC,1.0,3,-316.61199951171875,-321.9849853515625,-0.0562999993562698,success
mp-2108,Ti5Si3,0.25,6,-1425.5550537109375,-1438.7080078125,-0.457500010728836,success
mp-2108,Ti5Si3,1.0,24,-1425.5550537109375,-1447.10400390625,0.8367999792098999,success
mp-2116,ZrMn2,0.25,2,-631.5040283203125,-636.489013671875,-0.7580000162124634,success
mp-2116,ZrMn2,1.0,8,-631.5040283203125,-637.9669799804688,0.926699995994568,success
mp-21306,TiCoSi,0.25,3,-1062.491943359375,-1069.531005859375,-0.6118000149726868,success
mp-21306,TiCoSi,1.0,12,-1062.491943359375,-1086.843017578125,-0.2946000099182129,success
mp-21312,Ca(Ni2B)6,0.25,3,-1366.6390380859375,-1374.719970703125,-0.9591000080108644,success
mp-21312,Ca(Ni2B)6,1.0,15,-1366.6390380859375,-1399.4840087890625,-0.4550000131130218,success
mp-21347,CoBMo,0.25,4,-1594.1209716796875,-1603.4520263671875,-0.5981000065803528,success
mp-21347,CoBMo,1.0,19,-1594.1209716796875,-1628.6280517578125,-0.0815000012516975,success
mp-2137,Mg2Ni,0.25,2,-217.8769989013672,-221.4600067138672,-0.0568000003695488,success
mp-2137,Mg2Ni,1.0,11,-217.8769989013672,-238.468002319336,-0.1371999979019165,success
mp-21371,VCoSi,0.25,2,-726.3909912109375,-731.9329833984375,-1.0364999771118164,success
mp-21371,VCoSi,1.0,10,-726.3909912109375,-748.2130126953125,-0.4476000070571899,success
mp-21457,Ti3Cu3O,0.25,5,-1469.1650390625,-1480.14599609375,-0.4616000056266784,success
mp-21457,Ti3Cu3O,1.0,22,-1469.1650390625,-1509.01904296875,-0.0768999978899955,success
mp-21524,SrNiN,0.25,5,-827.8779907226562,-840.5170288085938,-0.7932999730110168,success
mp-21524,SrNiN,1.0,23,-827.8779907226562,-877.510009765625,-0.4232999980449676,success
mp-21536,Ni2Mo4C,0.25,5,-2009.884033203125,-2021.208984375,-0.5303000211715698,success
mp-21536,Ni2Mo4C,1.0,22,-2009.884033203125,-2054.031982421875,-0.2721000015735626,success
mp-21573,Ni21(SnB3)2,0.25,4,-1385.5849609375,-1396.666015625,-1.0356999635696411,success
mp-21573,Ni21(SnB3)2,1.0,19,-1385.5849609375,-1429.1519775390625,-0.5583000183105469,success
mp-21653,BaNiN,0.25,6,-829.0750122070312,-843.4580078125,-0.6625999808311462,success
mp-21653,BaNiN,1.0,26,-829.0750122070312,-881.0059814453125,-0.2626999914646148,success
mp-2199,Fe3Si,0.25,1,-495.4909973144531,-498.3139953613281,-1.0877000093460083,success
mp-2199,Fe3Si,1.0,5,-495.4909973144531,-507.6789855957031,-0.7028999924659729,success
mp-2213,FeNi,0.25,1,-331.1860046386719,-333.3999938964844,-0.4794000089168548,success
mp-2213,FeNi,1.0,6,-331.1860046386719,-344.71099853515625,-0.519599974155426,success
mp-22227,ZrMnSi,0.25,3,-1181.85205078125,-1188.6209716796875,-0.5216000080108643,success
mp-22227,ZrMnSi,1.0,13,-1181.85205078125,-1204.594970703125,-0.0148000000044703,success
mp-22258,HfSiMo,0.25,3,-882.7520141601562,-890.114013671875,-0.7195000052452087,success
mp-22258,HfSiMo,1.0,12,-882.7520141601562,-909.3870239257812,-0.4850000143051147,success
mp-22302,ZrVP,0.25,3,-814.0170288085938,-820.1729736328125,-0.3174000084400177,success
mp-22302,ZrVP,1.0,13,-814.0170288085938,-836.8909912109375,-0.0249000005424022,success
mp-22432,Ti4Cu2O,0.25,5,-1588.1259765625,-1598.10400390625,-0.2610000073909759,success
mp-22432,Ti4Cu2O,1.0,23,-1588.1259765625,-1607.16796875,0.9067000150680542,success
