material_id,formula,passed,min_dE_eV,details
mp-1183085,Ac2Mg,False,,材料本身不稳定（不在凸包上）
mp-1183089,Ac2Mg,False,,材料本身不稳定（不在凸包上）
mp-985286,Ac2Mg,False,,材料本身不稳定（不在凸包上）
mp-866103,Ac2MgSn,False,,与 Li 反应: min dE = -0.070 eV/atom
mp-11107,Ac2O3,True,,稳定: min dE = -0.000 eV/atom
mp-32800,Ac2S3,False,,与 Li 反应: min dE = -0.111 eV/atom
mp-977351,Ac2S3,False,,与 Li 反应: min dE = -0.111 eV/atom
mp-862698,Ac2SiAu,True,,稳定: min dE = -0.042 eV/atom
mp-1183066,Ac2ZnAu,True,,稳定: min dE = -0.011 eV/atom
mp-1183066,Ac2ZnAu,True,,稳定: min dE = -0.011 eV/atom
mp-1183122,Ac3Si,False,,材料本身不稳定（不在凸包上）
mp-866199,AcAg,True,,稳定: min dE = -0.024 eV/atom
mp-1183122,Ac3Si,False,,材料本身不稳定（不在凸包上）
mp-862890,AcAg2Sn,False,,与 Li 反应: min dE = -0.146 eV/atom
mp-866199,AcAg,True,,稳定: min dE = -0.024 eV/atom
mp-865950,AcAg3,False,,与 Li 反应: min dE = -0.105 eV/atom
mp-862890,AcAg2Sn,False,,与 Li 反应: min dE = -0.146 eV/atom
mp-862972,AcAgAu2,False,,与 Li 反应: min dE = -0.153 eV/atom
mp-865950,AcAg3,False,,与 Li 反应: min dE = -0.105 eV/atom
mp-862617,AcAl3,True,,稳定: min dE = -0.006 eV/atom
mp-862972,AcAgAu2,False,,与 Li 反应: min dE = -0.153 eV/atom
mp-862617,AcAl3,True,,稳定: min dE = -0.006 eV/atom
mp-1183115,AcAlO3,False,,与 Li 反应: min dE = -0.072 eV/atom
mp-867838,AcAu3,False,,与 Li 反应: min dE = -0.164 eV/atom
mp-27972,AcBr3,False,,与 Li 反应: min dE = -0.148 eV/atom
mp-1183115,AcAlO3,False,,与 Li 反应: min dE = -0.072 eV/atom
mp-867838,AcAu3,False,,与 Li 反应: min dE = -0.164 eV/atom
mp-30274,AcBrO,True,,稳定: min dE = -0.000 eV/atom
mp-27972,AcBr3,False,,与 Li 反应: min dE = -0.148 eV/atom
mp-27971,AcCl3,False,,与 Li 反应: min dE = -0.151 eV/atom
mp-30274,AcBrO,True,,稳定: min dE = -0.000 eV/atom
mp-30273,AcClO,True,,稳定: min dE = -0.000 eV/atom
mp-27971,AcCl3,False,,与 Li 反应: min dE = -0.151 eV/atom
mp-866101,AcCrO3,False,,与 Li 反应: min dE = -0.363 eV/atom
mp-30273,AcClO,True,,稳定: min dE = -0.000 eV/atom
mp-1183114,AcCu3,True,,稳定: min dE = -0.000 eV/atom
mp-866101,AcCrO3,False,,与 Li 反应: min dE = -0.363 eV/atom
mp-864606,AcCuO3,False,,与 Li 反应: min dE = -0.808 eV/atom
mp-1183114,AcCu3,True,,稳定: min dE = -0.000 eV/atom
mp-977360,AcF3,False,,与 Li 反应: min dE = -0.190 eV/atom
mp-985278,AcF3,False,,与 Li 反应: min dE = -0.190 eV/atom
mp-864606,AcCuO3,False,,与 Li 反应: min dE = -0.808 eV/atom
mp-977360,AcF3,False,,与 Li 反应: min dE = -0.190 eV/atom
mp-985278,AcF3,False,,与 Li 反应: min dE = -0.190 eV/atom
mp-861502,AcFeO3,False,,与 Li 反应: min dE = -0.591 eV/atom
mp-24147,AcH2,True,,稳定: min dE = -0.000 eV/atom
mp-861605,AcH3,False,,与 Li 反应: min dE = -0.069 eV/atom
mp-861502,AcFeO3,False,,与 Li 反应: min dE = -0.591 eV/atom
mp-861867,AcI3,False,,与 Li 反应: min dE = -0.190 eV/atom
mp-24147,AcH2,True,,稳定: min dE = -0.000 eV/atom
mp-861605,AcH3,False,,与 Li 反应: min dE = -0.069 eV/atom
mp-866286,AcMg,True,,稳定: min dE = -0.000 eV/atom
mp-1184231,AcMg149,True,,稳定: min dE = -0.050 eV/atom
mp-861867,AcI3,False,,与 Li 反应: min dE = -0.190 eV/atom
mp-1183237,AcMg3,False,,材料本身不稳定（不在凸包上）
mp-866286,AcMg,True,,稳定: min dE = -0.000 eV/atom
mp-984785,AcMg3,False,,材料本身不稳定（不在凸包上）
mp-1184231,AcMg149,True,,稳定: min dE = -0.050 eV/atom
mp-1525815,AcMg5,True,,稳定: min dE = -0.027 eV/atom
mp-1183237,AcMg3,False,,材料本身不稳定（不在凸包上）
mp-864996,AcMg5,True,,稳定: min dE = -0.027 eV/atom
mp-984785,AcMg3,False,,材料本身不稳定（不在凸包上）
mp-1183142,AcMgO3,False,,材料本身不稳定（不在凸包上）
mp-1525815,AcMg5,True,,稳定: min dE = -0.027 eV/atom
mp-864996,AcMg5,True,,稳定: min dE = -0.027 eV/atom
om,,,,
mp-1183142,AcMgO3,False,,材料本身不稳定（不在凸包上）
mp-1183182,AcMgZn2,True,,稳定: min dE = -0.008 eV/atom
mp-864911,AcMnO3,False,,与 Li 反应: min dE = -0.465 eV/atom
mp-866056,AcN,True,,稳定: min dE = -0.000 eV/atom
mp-1183139,AcNiO3,False,,与 Li 反应: min dE = -0.787 eV/atom
mp-864911,AcMnO3,False,,与 Li 反应: min dE = -0.465 eV/atom
mp-36526,AcOF,True,,稳定: min dE = -0.020 eV/atom
mp-866056,AcN,True,,稳定: min dE = -0.000 eV/atom
mp-865957,AcSnAu2,False,,与 Li 反应: min dE = -0.178 eV/atom
mp-1183139,AcNiO3,False,,与 Li 反应: min dE = -0.787 eV/atom
mp-36526,AcOF,True,,稳定: min dE = -0.020 eV/atom
mp-865927,AcTiO3,False,,与 Li 反应: min dE = -0.084 eV/atom
mp-865957,AcSnAu2,False,,与 Li 反应: min dE = -0.178 eV/atom
mp-865927,AcTiO3,False,,与 Li 反应: min dE = -0.084 eV/atom
mp-1183168,AcVO3,False,,与 Li 反应: min dE = -0.362 eV/atom
mp-1183183,AcY3,False,,材料本身不稳定（不在凸包上）
mp-1183226,AcY3,False,,材料本身不稳定（不在凸包上）
mp-864809,AcZn3,True,,稳定: min dE = -0.044 eV/atom
mp-1183168,AcVO3,False,,与 Li 反应: min dE = -0.362 eV/atom
mp-1183183,AcY3,False,,材料本身不稳定（不在凸包上）
mp-18125,Ag(AuF4)2,False,,与 Li 反应: min dE = -1.867 eV/atom
mp-1183226,AcY3,False,,材料本身不稳定（不在凸包上）
mp-35835,Ag(AuS)2,False,,材料本身不稳定（不在凸包上）
mp-864809,AcZn3,True,,稳定: min dE = -0.044 eV/atom
mp-567334,Ag(BCl)6,False,,与 Li 反应: min dE = -0.721 eV/atom
mp-18125,Ag(AuF4)2,False,,与 Li 反应: min dE = -1.867 eV/atom
mp-777775,Ag(H7O4)2,False,,材料本身不稳定（不在凸包上）
mp-35835,Ag(AuS)2,False,,材料本身不稳定（不在凸包上）
mp-35109,Ag(Mo3S4)2,False,,材料本身不稳定（不在凸包上）
mp-567334,Ag(BCl)6,False,,与 Li 反应: min dE = -0.721 eV/atom
mp-1103642,Ag(Mo3Se4)2,False,,材料本身不稳定（不在凸包上）
mp-777775,Ag(H7O4)2,False,,材料本身不稳定（不在凸包上）
mp-1105028,Ag(MoSe)3,False,,材料本身不稳定（不在凸包上）
mp-35109,Ag(Mo3S4)2,False,,材料本身不稳定（不在凸包上）
mp-1229158,Ag(Te5Au2)2,False,,材料本身不稳定（不在凸包上）
mp-1103642,Ag(Mo3Se4)2,False,,材料本身不稳定（不在凸包上）
mp-29607,Ag(TeMo)6,False,,材料本身不稳定（不在凸包上）
mp-1105028,Ag(MoSe)3,False,,材料本身不稳定（不在凸包上）
mp-29717,Ag(W3Br7)2,False,,材料本身不稳定（不在凸包上）
mp-1229158,Ag(Te5Au2)2,False,,材料本身不稳定（不在凸包上）
mp-568386,Ag10Te4Br3,False,,与 Li 反应: min dE = -0.671 eV/atom
mp-29607,Ag(TeMo)6,False,,材料本身不稳定（不在凸包上）
mp-568392,Ag10Te4Br3,False,,与 Li 反应: min dE = -0.671 eV/atom
mp-29717,Ag(W3Br7)2,False,,材料本身不稳定（不在凸包上）
mp-568386,Ag10Te4Br3,False,,与 Li 反应: min dE = -0.671 eV/atom
mp-1247866,Ag2B8O13,False,,与 Li 反应: min dE = -0.562 eV/atom
mp-568392,Ag10Te4Br3,False,,与 Li 反应: min dE = -0.671 eV/atom
mp-554873,Ag2B8O13,False,,与 Li 反应: min dE = -0.562 eV/atom
mp-1247866,Ag2B8O13,False,,与 Li 反应: min dE = -0.562 eV/atom
mp-759792,Ag2B8O13,False,,与 Li 反应: min dE = -0.562 eV/atom
mp-862982,Ag2Br3,False,,与 Li 反应: min dE = -1.003 eV/atom
mp-554873,Ag2B8O13,False,,与 Li 反应: min dE = -0.562 eV/atom
mp-1178578,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-759792,Ag2B8O13,False,,与 Li 反应: min dE = -0.562 eV/atom
mp-862982,Ag2Br3,False,,与 Li 反应: min dE = -1.003 eV/atom
mp-1229177,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-1178578,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-4691,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-1229177,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-560717,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-676581,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-4691,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-864635,Ag2Cl3,False,,与 Li 反应: min dE = -1.131 eV/atom
mp-560717,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-1391,Ag2F,False,,与 Li 反应: min dE = -0.941 eV/atom
mp-676581,Ag2CO3,False,,与 Li 反应: min dE = -1.000 eV/atom
mp-861945,Ag2F3,False,,材料本身不稳定（不在凸包上）
mp-864635,Ag2Cl3,False,,与 Li 反应: min dE = -1.131 eV/atom
mp-542298,Ag2F5,False,,与 Li 反应: min dE = -1.819 eV/atom
mp-1391,Ag2F,False,,与 Li 反应: min dE = -0.941 eV/atom
mp-778019,Ag2H16O9,False,,材料本身不稳定（不在凸包上）
mp-861945,Ag2F3,False,,材料本身不稳定（不在凸包上）
mp-1203252,Ag2IO5,False,,材料本身不稳定（不在凸包上）
mp-542298,Ag2F5,False,,与 Li 反应: min dE = -1.819 eV/atom
mp-27966,Ag2Mo2O7,False,,与 Li 反应: min dE = -1.068 eV/atom
mp-778019,Ag2H16O9,False,,材料本身不稳定（不在凸包上）
mp-1203252,Ag2IO5,False,,材料本身不稳定（不在凸包上）
mp-560276,Ag2Mo2O7,False,,与 Li 反应: min dE = -1.068 eV/atom
mp-27966,Ag2Mo2O7,False,,与 Li 反应: min dE = -1.068 eV/atom
mp-19318,Ag2MoO4,False,,材料本身不稳定（不在凸包上）
mp-353,Ag2O,False,,与 Li 反应: min dE = -1.043 eV/atom
mp-560276,Ag2Mo2O7,False,,与 Li 反应: min dE = -1.068 eV/atom
mp-754338,Ag2O,False,,与 Li 反应: min dE = -1.043 eV/atom
mp-546190,Ag2O3,False,,材料本身不稳定（不在凸包上）
mp-19318,Ag2MoO4,False,,材料本身不稳定（不在凸包上）
mp-558469,Ag2PS3,False,,材料本身不稳定（不在凸包上）
mp-353,Ag2O,False,,与 Li 反应: min dE = -1.043 eV/atom
mp-561822,Ag2PS3,False,,材料本身不稳定（不在凸包上）
mp-754338,Ag2O,False,,与 Li 反应: min dE = -1.043 eV/atom
mp-13956,Ag2PSe3,False,,与 Li 反应: min dE = -0.905 eV/atom
mp-546190,Ag2O3,False,,材料本身不稳定（不在凸包上）
mp-1095694,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-558469,Ag2PS3,False,,材料本身不稳定（不在凸包上）
mp-1102900,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1229090,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-561822,Ag2PS3,False,,材料本身不稳定（不在凸包上）
mp-1393712,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-13956,Ag2PSe3,False,,与 Li 反应: min dE = -0.905 eV/atom
mp-1537871,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1095694,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1102900,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2018369,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1229090,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2025704,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1393712,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2212763,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1537871,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2766207,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2018369,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-31053,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2025704,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32669,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2212763,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32791,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-2766207,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32868,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-31053,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32884,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32669,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-36216,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32791,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-38511,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32868,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-556225,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-32884,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-560025,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-36216,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-610517,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-38511,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-1192057,Ag2S2O7,False,,与 Li 反应: min dE = -1.269 eV/atom
mp-556225,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-560025,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-30982,Ag2SO3,False,,材料本身不稳定（不在凸包上）
mp-610517,Ag2S,False,,与 Li 反应: min dE = -0.766 eV/atom
mp-5625,Ag2SO4,False,,与 Li 反应: min dE = -1.199 eV/atom
mp-1192057,Ag2S2O7,False,,与 Li 反应: min dE = -1.269 eV/atom
mp-660503,Ag2SO4,False,,与 Li 反应: min dE = -1.199 eV/atom
mp-1183005,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-30982,Ag2SO3,False,,材料本身不稳定（不在凸包上）
mp-1229100,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-5625,Ag2SO4,False,,与 Li 反应: min dE = -1.199 eV/atom
mp-2022604,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-2047939,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-660503,Ag2SO4,False,,与 Li 反应: min dE = -1.199 eV/atom
mp-1183005,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-32758,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-568936,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-1229100,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-568971,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-2022604,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-754954,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-2047939,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-32758,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-16913,Ag2SeO3,False,,与 Li 反应: min dE = -1.272 eV/atom
mp-568936,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-568971,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-2748718,Ag2SeO3,False,,与 Li 反应: min dE = -1.272 eV/atom
mp-754954,Ag2Se,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-11641,Ag2SeO4,False,,与 Li 反应: min dE = -1.355 eV/atom
mp-16913,Ag2SeO3,False,,与 Li 反应: min dE = -1.272 eV/atom
mp-663172,Ag2SeO4,False,,与 Li 反应: min dE = -1.355 eV/atom
mp-2748718,Ag2SeO3,False,,与 Li 反应: min dE = -1.272 eV/atom
mp-680202,Ag2SnO3,False,,材料本身不稳定（不在凸包上）
mp-11641,Ag2SeO4,False,,与 Li 反应: min dE = -1.355 eV/atom
mp-759209,Ag2SnO3,False,,材料本身不稳定（不在凸包上）
mp-663172,Ag2SeO4,False,,与 Li 反应: min dE = -1.355 eV/atom
mp-1096812,Ag2SnSe3,False,,与 Li 反应: min dE = -0.833 eV/atom
mp-1229101,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-680202,Ag2SnO3,False,,材料本身不稳定（不在凸包上）
mp-1592,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-32811,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-759209,Ag2SnO3,False,,材料本身不稳定（不在凸包上）
mp-684798,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-1096812,Ag2SnSe3,False,,与 Li 反应: min dE = -0.833 eV/atom
mp-685048,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-1229101,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-13211,Ag2Te2O7,False,,材料本身不稳定（不在凸包上）
mp-1592,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-32811,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-561380,Ag2Te4O11,False,,材料本身不稳定（不在凸包上）
mp-684798,Ag2Te,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-18068,Ag2TeO3,False,,材料本身不稳定（不在凸包上）
mp-13211,Ag2Te2O7,False,,材料本身不稳定（不在凸包上）
mp-1178564,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-561380,Ag2Te4O11,False,,材料本身不稳定（不在凸包上）
mp-558768,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-18068,Ag2TeO3,False,,材料本身不稳定（不在凸包上）
mp-755598,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-1178564,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-893071,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-558768,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-29163,Ag2TeS3,False,,与 Li 反应: min dE = -1.099 eV/atom
mp-755598,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-32537,Ag2W2O7,False,,材料本身不稳定（不在凸包上）
mp-893071,Ag2TeO4,False,,与 Li 反应: min dE = -1.262 eV/atom
mp-504466,Ag2WO4,False,,材料本身不稳定（不在凸包上）
mp-29163,Ag2TeS3,False,,与 Li 反应: min dE = -1.099 eV/atom
mp-637188,Ag2WO4,False,,材料本身不稳定（不在凸包上）
mp-32537,Ag2W2O7,False,,材料本身不稳定（不在凸包上）
mp-990091,Ag2WS4,False,,材料本身不稳定（不在凸包上）
mp-36383,Ag3(PO4)2,False,,与 Li 反应: min dE = -1.215 eV/atom
mp-504466,Ag2WO4,False,,材料本身不稳定（不在凸包上）
mp-1183137,Ag3Au,False,,与 Li 反应: min dE = -0.293 eV/atom
mp-1183205,Ag3Au,False,,与 Li 反应: min dE = -0.293 eV/atom
mp-637188,Ag2WO4,False,,材料本身不稳定（不在凸包上）
mp-1183214,Ag3Au,False,,与 Li 反应: min dE = -0.293 eV/atom
mp-990091,Ag2WS4,False,,材料本身不稳定（不在凸包上）
mp-27554,Ag3AuS2,False,,与 Li 反应: min dE = -0.791 eV/atom
mp-36383,Ag3(PO4)2,False,,与 Li 反应: min dE = -1.215 eV/atom
mp-34460,Ag3AuS2,False,,与 Li 反应: min dE = -0.791 eV/atom
mp-1183137,Ag3Au,False,,与 Li 反应: min dE = -0.293 eV/atom
mp-34982,Ag3AuS2,False,,与 Li 反应: min dE = -0.791 eV/atom
mp-1183205,Ag3Au,False,,与 Li 反应: min dE = -0.293 eV/atom
mp-3172,Ag3AuSe2,False,,与 Li 反应: min dE = -0.738 eV/atom
mp-1183214,Ag3Au,False,,与 Li 反应: min dE = -0.293 eV/atom
mp-27554,Ag3AuS2,False,,与 Li 反应: min dE = -0.791 eV/atom
mp-1194638,Ag3B5O9,False,,材料本身不稳定（不在凸包上）
mp-34460,Ag3AuS2,False,,与 Li 反应: min dE = -0.791 eV/atom
mp-27816,Ag3BO3,False,,材料本身不稳定（不在凸包上）
mp-34982,Ag3AuS2,False,,与 Li 反应: min dE = -0.791 eV/atom
mp-561550,Ag3BO3,False,,材料本身不稳定（不在凸包上）
mp-3172,Ag3AuSe2,False,,与 Li 反应: min dE = -0.738 eV/atom
mp-562412,Ag3F8,False,,材料本身不稳定（不在凸包上）
mp-1194638,Ag3B5O9,False,,材料本身不稳定（不在凸包上）
mp-27819,Ag3O,False,,材料本身不稳定（不在凸包上）
mp-1605,Ag3O4,False,,与 Li 反应: min dE = -1.453 eV/atom
mp-27816,Ag3BO3,False,,材料本身不稳定（不在凸包上）
mp-27821,Ag3P11,False,,与 Li 反应: min dE = -0.643 eV/atom
mp-561550,Ag3BO3,False,,材料本身不稳定（不在凸包上）
mp-1199654,Ag3P3O10,False,,材料本身不稳定（不在凸包上）
mp-562412,Ag3F8,False,,材料本身不稳定（不在凸包上）
mp-1229128,Ag3PO4,False,,与 Li 反应: min dE = -0.972 eV/atom
mp-27819,Ag3O,False,,材料本身不稳定（不在凸包上）
mp-1605,Ag3O4,False,,与 Li 反应: min dE = -1.453 eV/atom
mp-4198,Ag3PO4,False,,与 Li 反应: min dE = -0.972 eV/atom
mp-27821,Ag3P11,False,,与 Li 反应: min dE = -0.643 eV/atom
mp-12459,Ag3PS4,False,,与 Li 反应: min dE = -0.920 eV/atom
mp-1199654,Ag3P3O10,False,,材料本身不稳定（不在凸包上）
mp-30908,Ag3PSe4,False,,与 Li 反应: min dE = -0.902 eV/atom
mp-1229128,Ag3PO4,False,,与 Li 反应: min dE = -0.972 eV/atom
mp-1105645,Ag3SBr,False,,材料本身不稳定（不在凸包上）
mp-1229116,Ag3SBr,False,,材料本身不稳定（不在凸包上）
mp-4198,Ag3PO4,False,,与 Li 反应: min dE = -0.972 eV/atom
mp-36600,Ag3SBr,False,,材料本身不稳定（不在凸包上）
mp-12459,Ag3PS4,False,,与 Li 反应: min dE = -0.920 eV/atom
mp-1173025,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-30908,Ag3PSe4,False,,与 Li 反应: min dE = -0.902 eV/atom
mp-22995,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-1105645,Ag3SBr,False,,材料本身不稳定（不在凸包上）
mp-632480,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-1229116,Ag3SBr,False,,材料本身不稳定（不在凸包上）
mp-673825,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-36600,Ag3SBr,False,,材料本身不稳定（不在凸包上）
mp-674981,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-1173025,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-675879,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-22995,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-676121,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-632480,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-676561,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-673825,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-1183249,Ag3Se,False,,材料本身不稳定（不在凸包上）
mp-674981,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-611,Ag3Sn,False,,与 Li 反应: min dE = -0.287 eV/atom
mp-675879,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-29849,Ag3SnP7,False,,与 Li 反应: min dE = -0.602 eV/atom
mp-676121,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-5710,Ag3Te2Au,False,,材料本身不稳定（不在凸包上）
mp-676561,Ag3SI,False,,材料本身不稳定（不在凸包上）
mp-1229219,Ag3Te32Au13,False,,材料本身不稳定（不在凸包上）
mp-1183249,Ag3Se,False,,材料本身不稳定（不在凸包上）
mp-27482,Ag4P2S7,False,,材料本身不稳定（不在凸包上）
mp-611,Ag3Sn,False,,与 Li 反应: min dE = -0.287 eV/atom
mp-29849,Ag3SnP7,False,,与 Li 反应: min dE = -0.602 eV/atom
mp-1195808,Ag4Sn3S8,False,,材料本身不稳定（不在凸包上）
mp-5710,Ag3Te2Au,False,,材料本身不稳定（不在凸包上）
mp-554357,Ag4TeO5,False,,与 Li 反应: min dE = -1.211 eV/atom
mp-1229219,Ag3Te32Au13,False,,材料本身不稳定（不在凸包上）
mp-530464,Ag5(Sn3S8)2,False,,材料本身不稳定（不在凸包上）
mp-27482,Ag4P2S7,False,,材料本身不稳定（不在凸包上）
mp-1247859,Ag5Au3S4,False,,材料本身不稳定（不在凸包上）
mp-1195808,Ag4Sn3S8,False,,材料本身不稳定（不在凸包上）
mp-1247860,Ag5Au3S4,False,,材料本身不稳定（不在凸包上）
mp-554357,Ag4TeO5,False,,与 Li 反应: min dE = -1.211 eV/atom
mp-554648,Ag5IO6,False,,材料本身不稳定（不在凸包上）
mp-530464,Ag5(Sn3S8)2,False,,材料本身不稳定（不在凸包上）
mp-1215016,Ag5Te2Br,False,,与 Li 反应: min dE = -0.631 eV/atom
mp-1247859,Ag5Au3S4,False,,材料本身不稳定（不在凸包上）
mp-569467,Ag5Te2Cl,False,,与 Li 反应: min dE = -0.651 eV/atom
mp-1247860,Ag5Au3S4,False,,材料本身不稳定（不在凸包上）
mp-573465,Ag5Te2Cl,False,,与 Li 反应: min dE = -0.651 eV/atom
mp-554648,Ag5IO6,False,,材料本身不稳定（不在凸包上）
mp-1205440,Ag6Mo10O33,False,,材料本身不稳定（不在凸包上）
mp-1215016,Ag5Te2Br,False,,与 Li 反应: min dE = -0.631 eV/atom
mp-569467,Ag5Te2Cl,False,,与 Li 反应: min dE = -0.651 eV/atom
mp-504579,Ag6Mo10O33,False,,材料本身不稳定（不在凸包上）
mp-573465,Ag5Te2Cl,False,,与 Li 反应: min dE = -0.651 eV/atom
mp-1229161,Ag6P6O19,False,,材料本身不稳定（不在凸包上）
mp-1205440,Ag6Mo10O33,False,,材料本身不稳定（不在凸包上）
mp-34787,Ag7NO11,False,,与 Li 反应: min dE = -1.414 eV/atom
mp-37695,Ag7NO11,False,,与 Li 反应: min dE = -1.414 eV/atom
mp-504579,Ag6Mo10O33,False,,材料本身不稳定（不在凸包上）
mp-683910,Ag7P3S11,False,,材料本身不稳定（不在凸包上）
mp-1229161,Ag6P6O19,False,,材料本身不稳定（不在凸包上）
