material_id,formula,passed,min_dE_eV,details
mp-759366,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-759610,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-759654,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-760946,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-761054,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-763985,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-774379,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-776505,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-779363,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-779605,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-780466,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-849558,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-849606,Cr4OF11,False,,材料本身不稳定（不在凸包上）
mp-772202,Cr4P2O9,False,,材料本身不稳定（不在凸包上）
mp-585323,Cr4P7O24,False,,材料本身不稳定（不在凸包上）
mp-768078,Cr4Si4O13,False,,材料本身不稳定（不在凸包上）
mp-1199834,Cr4Xe5F44,False,,材料本身不稳定（不在凸包上）
mp-504336,Cr5(PO4)4,False,,材料本身不稳定（不在凸包上）
mp-1226038,Cr5(Te3Se)2,False,,材料本身不稳定（不在凸包上）
mp-676751,Cr5AgS8,False,,材料本身不稳定（不在凸包上）
mp-1189261,Cr5B2P,False,,与 Li 反应: min dE = -0.111 eV/atom
mp-15617,Cr5B3,True,,稳定: min dE = -0.000 eV/atom
mp-1226130,Cr5NiS8,False,,材料本身不稳定（不在凸包上）
mp-1226452,Cr5NiS8,False,,材料本身不稳定（不在凸包上）
mp-13869,Cr5O12,False,,与 Li 反应: min dE = -1.129 eV/atom
mp-773920,Cr5O12,False,,与 Li 反应: min dE = -1.129 eV/atom
mp-1311,Cr5S6,False,,材料本身不稳定（不在凸包上）
mp-1181961,Cr5S8,False,,与 Li 反应: min dE = -0.803 eV/atom
mp-684674,Cr5S8,False,,与 Li 反应: min dE = -0.803 eV/atom
mp-849084,Cr5S8,False,,与 Li 反应: min dE = -0.803 eV/atom
mp-1104327,Cr5Se8,False,,与 Li 反应: min dE = -0.807 eV/atom
mp-7506,Cr5Si3,False,,材料本身不稳定（不在凸包上）
mp-1189692,Cr5Si3B,False,,材料本身不稳定（不在凸包上）
mp-1105327,Cr5Si3C,False,,材料本身不稳定（不在凸包上）
mp-2647006,Cr5SiB2,False,,材料本身不稳定（不在凸包上）
mp-1226086,Cr5Te6,False,,材料本身不稳定（不在凸包上）
mp-1213750,Cr5Te8,False,,与 Li 反应: min dE = -0.760 eV/atom
mp-1213754,Cr5Te8,False,,与 Li 反应: min dE = -0.760 eV/atom
mp-1226023,Cr6BC3,False,,材料本身不稳定（不在凸包上）
mp-1226051,Cr6C3N,False,,材料本身不稳定（不在凸包上）
mp-1213798,Cr6O11,False,,材料本身不稳定（不在凸包上）
mp-504359,Cr6P7O24,False,,材料本身不稳定（不在凸包上）
mp-541940,Cr6Si7Ni16,False,,材料本身不稳定（不在凸包上）
mp-16894,Cr7(PO4)6,False,,材料本身不稳定（不在凸包上）
mp-1196316,Cr7C3,True,,稳定: min dE = 0.000 eV/atom
mp-19855,Cr7C3,True,,稳定: min dE = 0.000 eV/atom
mp-768498,Cr7Ni20Mo3,False,,材料本身不稳定（不在凸包上）
mp-768654,Cr7Ni20Mo3,False,,材料本身不稳定（不在凸包上）
mp-696673,Cr7Se8,False,,材料本身不稳定（不在凸包上）
mp-1213756,Cr7Te8,False,,材料本身不稳定（不在凸包上）
mp-766895,Cr8Ni50Mo17,False,,材料本身不稳定（不在凸包上）
mp-558855,Cr8O21,False,,材料本身不稳定（不在凸包上）
mp-26164,Cr9(PO4)8,False,,材料本身不稳定（不在凸包上）
mp-1226337,Cr9FeB6,False,,材料本身不稳定（不在凸包上）
mp-1206806,CrAg3F6,False,,材料本身不稳定（不在凸包上）
mp-1096875,CrAgO2,False,,与 Li 反应: min dE = -0.703 eV/atom
mp-19378,CrAgO2,False,,与 Li 反应: min dE = -0.703 eV/atom
mp-754959,CrAgO4,False,,材料本身不稳定（不在凸包上）
mp-849308,CrAgO4,False,,材料本身不稳定（不在凸包上）
mp-1232472,CrAgS2,False,,材料本身不稳定（不在凸包上）
mp-1232653,CrAgS2,False,,材料本身不稳定（不在凸包上）
mp-1232705,CrAgS2,False,,材料本身不稳定（不在凸包上）
mp-1232870,CrAgS2,False,,材料本身不稳定（不在凸包上）
mp-4182,CrAgS2,False,,材料本身不稳定（不在凸包上）
mp-3532,CrAgSe2,False,,与 Li 反应: min dE = -0.764 eV/atom
mp-1018084,CrAgTe2,False,,材料本身不稳定（不在凸包上）
mp-1070789,CrAu4,False,,材料本身不稳定（不在凸包上）
mp-996996,CrAuO2,False,,与 Li 反应: min dE = -0.772 eV/atom
mp-997159,CrAuO2,False,,与 Li 反应: min dE = -0.772 eV/atom
mp-7113,CrAuS2,False,,与 Li 反应: min dE = -0.783 eV/atom
mp-1080664,CrB,True,,稳定: min dE = -0.000 eV/atom
mp-260,CrB,True,,稳定: min dE = -0.000 eV/atom
mp-374,CrB2,False,,材料本身不稳定（不在凸包上）
mp-1226228,CrB2Mo,False,,材料本身不稳定（不在凸包上）
mp-1226242,CrB2W,False,,材料本身不稳定（不在凸包上）
mp-1078278,CrB4,False,,与 Li 反应: min dE = -0.077 eV/atom
mp-27710,CrB4,False,,与 Li 反应: min dE = -0.077 eV/atom
mp-1226219,CrB4Mo,False,,材料本身不稳定（不在凸包上）
mp-19299,CrBO3,False,,与 Li 反应: min dE = -0.598 eV/atom
mp-1183765,CrBr2,False,,材料本身不稳定（不在凸包上）
mp-567624,CrBr2,False,,材料本身不稳定（不在凸包上）
mp-27734,CrBr3,False,,与 Li 反应: min dE = -0.876 eV/atom
mp-27842,CrBrO,False,,材料本身不稳定（不在凸包上）
mp-1018050,CrC,False,,材料本身不稳定（不在凸包上）
mp-22857,CrCl2,False,,材料本身不稳定（不在凸包上）
mp-27630,CrCl3,False,,与 Li 反应: min dE = -0.918 eV/atom
mp-567504,CrCl3,False,,与 Li 反应: min dE = -0.918 eV/atom
mp-569890,CrCl3,False,,与 Li 反应: min dE = -0.918 eV/atom
mp-22946,CrClO,False,,与 Li 反应: min dE = -0.731 eV/atom
mp-1246564,CrCo2N3,False,,材料本身不稳定（不在凸包上）
mp-1008224,CrCo2Si,False,,材料本身不稳定（不在凸包上）
mp-1226209,CrCo3,False,,材料本身不稳定（不在凸包上）
mp-753507,CrCo3O8,False,,材料本身不稳定（不在凸包上）
mp-861562,CrCo3O8,False,,材料本身不稳定（不在凸包上）
mp-1226217,CrCoB,False,,材料本身不稳定（不在凸包上）
mp-18788,CrCoO4,False,,与 Li 反应: min dE = -1.142 eV/atom
mp-753442,CrCoO4,False,,与 Li 反应: min dE = -1.142 eV/atom
mp-1102834,CrCoP,False,,与 Li 反应: min dE = -0.179 eV/atom
mp-1095673,CrCoSi,False,,材料本身不稳定（不在凸包上）
mp-1226249,CrCoSi2,False,,材料本身不稳定（不在凸包上）
mp-505562,CrCuO2,False,,与 Li 反应: min dE = -0.654 eV/atom
mp-510625,CrCuO2,False,,与 Li 反应: min dE = -0.654 eV/atom
mp-1041470,CrCuO4,False,,材料本身不稳定（不在凸包上）
mp-504927,CrCuO4,False,,材料本身不稳定（不在凸包上）
mp-5862,CrCuS2,False,,材料本身不稳定（不在凸包上）
mp-1226309,CrCuS4,False,,材料本身不稳定（不在凸包上）
mp-568587,CrCuSe2,False,,材料本身不稳定（不在凸包上）
mp-554340,CrF2,False,,与 Li 反应: min dE = -0.838 eV/atom
mp-560338,CrF3,False,,与 Li 反应: min dE = -0.973 eV/atom
mp-20488,CrF4,False,,与 Li 反应: min dE = -1.359 eV/atom
mp-554855,CrF4,False,,与 Li 反应: min dE = -1.359 eV/atom
mp-1374127,CrF5,False,,与 Li 反应: min dE = -1.613 eV/atom
mp-1388415,CrF5,False,,与 Li 反应: min dE = -1.613 eV/atom
mp-639662,CrF5,False,,与 Li 反应: min dE = -1.613 eV/atom
mp-1391848,CrF6,False,,与 Li 反应: min dE = -1.809 eV/atom
mp-1226211,CrFe,False,,材料本身不稳定（不在凸包上）
mp-1226343,CrFe11Si4,False,,材料本身不稳定（不在凸包上）
mp-754205,CrFe2O5,False,,材料本身不稳定（不在凸包上）
mp-755208,CrFe2O5,False,,材料本身不稳定（不在凸包上）
mp-1018068,CrFe2Si,False,,材料本身不稳定（不在凸包上）
mp-1018067,CrFe3,False,,材料本身不稳定（不在凸包上）
mp-1018081,CrFe3,False,,材料本身不稳定（不在凸包上）
mp-1226213,CrFe3B2,False,,材料本身不稳定（不在凸包上）
mp-1226230,CrFe4,False,,材料本身不稳定（不在凸包上）
mp-1226310,CrFeB2,False,,材料本身不稳定（不在凸包上）
mp-1078458,CrFeO3,False,,材料本身不稳定（不在凸包上）
mp-21495,CrFeP,False,,与 Li 反应: min dE = -0.185 eV/atom
mp-1226245,CrFeP2,False,,材料本身不稳定（不在凸包上）
mp-1226256,CrFeSi2,False,,材料本身不稳定（不在凸包上）
mp-24208,CrH2,False,,与 Li 反应: min dE = -0.368 eV/atom
mp-23910,CrHO2,False,,与 Li 反应: min dE = -0.598 eV/atom
mp-24040,CrHO2,False,,与 Li 反应: min dE = -0.598 eV/atom
mp-626703,CrHO2,False,,与 Li 反应: min dE = -0.598 eV/atom
mp-675232,CrHO2,False,,与 Li 反应: min dE = -0.598 eV/atom
mp-27215,CrI2,False,,材料本身不稳定（不在凸包上）
mp-567687,CrI2,False,,材料本身不稳定（不在凸包上）
mp-1213805,CrI3,False,,与 Li 反应: min dE = -0.804 eV/atom
mp-557158,CrMoF6,False,,与 Li 反应: min dE = -1.048 eV/atom
mp-1213733,CrMoO4,False,,与 Li 反应: min dE = -0.838 eV/atom
mp-1018157,CrN,False,,与 Li 反应: min dE = -0.245 eV/atom
mp-1232560,CrN,False,,与 Li 反应: min dE = -0.245 eV/atom
mp-1232782,CrN,False,,与 Li 反应: min dE = -0.245 eV/atom
mp-1232890,CrN,False,,与 Li 反应: min dE = -0.245 eV/atom
mp-1232897,CrN,False,,与 Li 反应: min dE = -0.245 eV/atom
mp-2132,CrN,False,,与 Li 反应: min dE = -0.245 eV/atom
mp-1246517,CrNi2N3,False,,材料本身不稳定（不在凸包上）
mp-1007923,CrNi3,False,,材料本身不稳定（不在凸包上）
mp-1007974,CrNi3,False,,材料本身不稳定（不在凸包上）
mp-1226338,CrNi3,False,,材料本身不稳定（不在凸包上）
mp-690539,CrNiF6,False,,与 Li 反应: min dE = -1.263 eV/atom
mp-18726,CrNiO4,False,,与 Li 反应: min dE = -1.160 eV/atom
mp-1079966,CrNiP,False,,与 Li 反应: min dE = -0.211 eV/atom
mp-1101790,CrNiP,False,,与 Li 反应: min dE = -0.211 eV/atom
mp-1178416,CrO,False,,材料本身不稳定（不在凸包上）
mp-1272524,CrO,False,,材料本身不稳定（不在凸包上）
mp-1283577,CrO,False,,材料本身不稳定（不在凸包上）
mp-1302566,CrO,False,,材料本身不稳定（不在凸包上）
mp-755073,CrO,False,,材料本身不稳定（不在凸包上）
mp-1102170,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-1102412,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-1181747,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-1281333,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-1394584,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-19177,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-21395,CrO2,False,,与 Li 反应: min dE = -0.889 eV/atom
mp-510421,CrO3,False,,材料本身不稳定（不在凸包上）
mp-715566,CrO3,False,,材料本身不稳定（不在凸包上）
mp-755211,CrO3,False,,材料本身不稳定（不在凸包上）
mp-756041,CrO3,False,,材料本身不稳定（不在凸包上）
mp-772550,CrO3,False,,材料本身不稳定（不在凸包上）
mp-778667,CrO3,False,,材料本身不稳定（不在凸包上）
mp-752944,CrOF,False,,材料本身不稳定（不在凸包上）
mp-753963,CrOF,False,,材料本身不稳定（不在凸包上）
mp-758875,CrOF,False,,材料本身不稳定（不在凸包上）
mp-21048,CrP,False,,与 Li 反应: min dE = -0.342 eV/atom
mp-7291,CrP2,False,,与 Li 反应: min dE = -0.477 eV/atom
mp-26140,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-26458,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-26494,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-26572,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-26974,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-27036,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-540267,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-704959,CrP2O7,False,,材料本身不稳定（不在凸包上）
mp-768680,CrP2S7,False,,材料本身不稳定（不在凸包上）
mp-1226189,CrP2W,False,,材料本身不稳定（不在凸包上）
mp-7302,CrP4,False,,与 Li 反应: min dE = -0.578 eV/atom
mp-772175,CrP4O11,False,,材料本身不稳定（不在凸包上）
mp-772209,CrP4O11,False,,材料本身不稳定（不在凸包上）
mp-774615,CrP4O11,False,,材料本身不稳定（不在凸包上）
mp-1226193,CrP8W3,False,,材料本身不稳定（不在凸包上）
mp-18906,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-19401,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-25452,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-26918,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-753745,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-764345,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-849773,CrPO4,False,,与 Li 反应: min dE = -0.732 eV/atom
mp-1046724,CrPO5,False,,材料本身不稳定（不在凸包上）
mp-26496,CrPO5,False,,材料本身不稳定（不在凸包上）
mp-26924,CrPO5,False,,材料本身不稳定（不在凸包上）
mp-756450,CrPO5,False,,材料本身不稳定（不在凸包上）
mp-772276,CrPO5,False,,材料本身不稳定（不在凸包上）
mp-1101069,CrPSe3,False,,材料本身不稳定（不在凸包上）
mp-1413688,CrS2,False,,与 Li 反应: min dE = -0.915 eV/atom
mp-1442954,CrS2,False,,与 Li 反应: min dE = -0.915 eV/atom
mp-28910,CrS2,False,,与 Li 反应: min dE = -0.915 eV/atom
mp-755263,CrS2,False,,与 Li 反应: min dE = -0.915 eV/atom
mp-22998,CrSBr,False,,与 Li 反应: min dE = -0.807 eV/atom
mp-1178406,CrSO4,False,,材料本身不稳定（不在凸包上）
mp-768304,CrSO4,False,,材料本身不稳定（不在凸包上）
mp-1009581,CrSe2,False,,与 Li 反应: min dE = -0.884 eV/atom
mp-1061769,CrSe2,False,,与 Li 反应: min dE = -0.884 eV/atom
mp-1399418,CrSe2,False,,与 Li 反应: min dE = -0.884 eV/atom
mp-1407787,CrSe2,False,,与 Li 反应: min dE = -0.884 eV/atom
mp-7576,CrSi,False,,材料本身不稳定（不在凸包上）
mp-11191,CrSi2,False,,与 Li 反应: min dE = -0.132 eV/atom
mp-1222,CrSi2,False,,与 Li 反应: min dE = -0.132 eV/atom
mp-8937,CrSi2,False,,与 Li 反应: min dE = -0.132 eV/atom
mp-1103085,CrSiNi,False,,材料本身不稳定（不在凸包上）
mp-3779,CrSiTe3,False,,与 Li 反应: min dE = -0.817 eV/atom
mp-1213732,CrSn4Au,False,,材料本身不稳定（不在凸包上）
mp-685055,CrTe2,False,,与 Li 反应: min dE = -0.804 eV/atom
mp-540922,CrTe3,False,,与 Li 反应: min dE = -0.880 eV/atom
mp-12743,CrTe4Au,False,,与 Li 反应: min dE = -0.844 eV/atom
mp-1181711,CrWO4,False,,与 Li 反应: min dE = -0.789 eV/atom
mp-18405,CrWO4,False,,与 Li 反应: min dE = -0.789 eV/atom
mp-18785,CrWO4,False,,与 Li 反应: min dE = -0.789 eV/atom
mp-608594,CrWO4,False,,与 Li 反应: min dE = -0.789 eV/atom
mp-1204829,CrXeF10,False,,材料本身不稳定（不在凸包上）
mp-28749,CrXeF6,False,,材料本身不稳定（不在凸包上）
mp-569897,Cs(BBr)6,False,,与 Li 反应: min dE = -0.599 eV/atom
mp-570530,Cs(BCl)6,False,,与 Li 反应: min dE = -0.586 eV/atom
mp-23951,Cs(BH)3,False,,材料本身不稳定（不在凸包上）
mp-24136,Cs(BH)6,False,,与 Li 反应: min dE = -0.082 eV/atom
mp-640353,Cs(BI)6,False,,与 Li 反应: min dE = -0.582 eV/atom
mp-557018,Cs(CoS)2,False,,与 Li 反应: min dE = -0.554 eV/atom
mp-571343,Cs(CoSe)2,False,,材料本身不稳定（不在凸包上）
mp-1238823,Cs(CrS2)2,False,,与 Li 反应: min dE = -0.688 eV/atom
mp-1238845,Cs(CrS2)2,False,,与 Li 反应: min dE = -0.688 eV/atom
mp-1207125,Cs(FeP)2,False,,与 Li 反应: min dE = -0.283 eV/atom
mp-1183843,Cs(Mg4Al3)4,False,,材料本身不稳定（不在凸包上）
mp-11181,Cs(MnP)2,False,,材料本身不稳定（不在凸包上）
mp-17022,Cs(MoO3)3,False,,材料本身不稳定（不在凸包上）
mp-561682,Cs(MoS)3,False,,与 Li 反应: min dE = -0.484 eV/atom
mp-1226696,Cs(MoS)9,False,,材料本身不稳定（不在凸包上）
mp-1104663,Cs(MoSe)3,False,,与 Li 反应: min dE = -0.494 eV/atom
mp-1214012,Cs(Nb2Cl5)3,False,,与 Li 反应: min dE = -0.716 eV/atom
mp-1229220,Cs(Nb3S4)2,False,,与 Li 反应: min dE = -0.491 eV/atom
mp-1226268,Cs(Nb3Te4)2,False,,材料本身不稳定（不在凸包上）
mp-1229211,Cs(NbS2)2,False,,与 Li 反应: min dE = -0.508 eV/atom
mp-29704,Cs(SO2)2,False,,材料本身不稳定（不在凸包上）
mp-1197288,Cs(SeO3)3,False,,材料本身不稳定（不在凸包上）
mp-1189034,Cs(TeO3)2,False,,与 Li 反应: min dE = -1.219 eV/atom
mp-561786,Cs(TeO3)2,False,,与 Li 反应: min dE = -1.219 eV/atom
mp-1229235,Cs(Ti3Se4)2,False,,与 Li 反应: min dE = -0.389 eV/atom
mp-1226432,Cs(V3S4)2,False,,材料本身不稳定（不在凸包上）
mp-568039,Cs(WCl3)3,False,,材料本身不稳定（不在凸包上）
mp-21857,Cs(WO3)2,False,,材料本身不稳定（不在凸包上）
mp-753119,Cs(WO3)3,False,,与 Li 反应: min dE = -0.853 eV/atom
mp-504805,Cs(Zr3I7)2,False,,材料本身不稳定（不在凸包上）
mp-685609,Cs10(Mo2N5)3,False,,与 Li 反应: min dE = -0.321 eV/atom
mp-581173,Cs10Si7O9,False,,与 Li 反应: min dE = -0.230 eV/atom
mp-562001,Cs11O3,False,,材料本身不稳定（不在凸包上）
mp-572722,Cs11Rb7O3,False,,材料本身不稳定（不在凸包上）
mp-1087549,Cs15W7N19,False,,材料本身不稳定（不在凸包上）
mp-1228320,Cs19(W2N5)6,False,,与 Li 反应: min dE = -0.321 eV/atom
mp-1178471,Cs2(B2O3)9,False,,材料本身不稳定（不在凸包上）
mp-1213727,Cs2(PSe2)3,False,,与 Li 反应: min dE = -0.843 eV/atom
mp-640052,Cs2AgBr3,False,,与 Li 反应: min dE = -0.337 eV/atom
mp-1190886,Cs2AgCl3,False,,与 Li 反应: min dE = -0.383 eV/atom
mp-13649,Cs2AgF4,False,,与 Li 反应: min dE = -0.849 eV/atom
mp-510565,Cs2AgF4,False,,与 Li 反应: min dE = -0.849 eV/atom
mp-1206546,Cs2AgF6,False,,与 Li 反应: min dE = -1.361 eV/atom
mp-540881,Cs2AgI3,False,,与 Li 反应: min dE = -0.284 eV/atom
mp-29194,Cs2Au2Se3,False,,与 Li 反应: min dE = -0.626 eV/atom
mp-752539,Cs2Ba2O3,False,,材料本身不稳定（不在凸包上）
mp-754272,Cs2Ba2O3,False,,材料本身不稳定（不在凸包上）
mp-1226237,Cs2BaBr4,False,,材料本身不稳定（不在凸包上）
mp-1229192,Cs2BaCl4,False,,材料本身不稳定（不在凸包上）
mp-755217,Cs2BaO2,False,,材料本身不稳定（不在凸包上）
mp-1226161,Cs2BrCl,False,,材料本身不稳定（不在凸包上）
mp-1029699,Cs2CN2,False,,与 Li 反应: min dE = -0.176 eV/atom
mp-2032711,Cs2CN2,False,,与 Li 反应: min dE = -0.176 eV/atom
mp-616458,Cs2CO3,False,,与 Li 反应: min dE = -0.516 eV/atom
mp-1025267,Cs2CaBr4,True,,稳定: min dE = -0.000 eV/atom
mp-1025185,Cs2CaCl4,True,,稳定: min dE = -0.000 eV/atom
mp-15157,Cs2CaF4,False,,与 Li 反应: min dE = -0.110 eV/atom
mp-697133,Cs2CaH4,False,,与 Li 反应: min dE = -0.117 eV/atom
mp-753803,Cs2CaO2,False,,材料本身不稳定（不在凸包上）
mp-558911,Cs2Co3S4,False,,材料本身不稳定（不在凸包上）
mp-1214168,Cs2CoBr4,False,,与 Li 反应: min dE = -0.530 eV/atom
mp-1193242,Cs2CoCl4,False,,与 Li 反应: min dE = -0.551 eV/atom
mp-610706,Cs2CoF6,False,,与 Li 反应: min dE = -1.107 eV/atom
mp-1192894,Cs2CoI4,False,,材料本身不稳定（不在凸包上）
mp-540730,Cs2CoO3,False,,材料本身不稳定（不在凸包上）
mp-561830,Cs2CoS2,False,,材料本身不稳定（不在凸包上）
mp-8770,Cs2CoSe2,False,,材料本身不稳定（不在凸包上）
mp-31378,Cs2Cr4O13,False,,材料本身不稳定（不在凸包上）
mp-28497,Cs2CrCl4,False,,材料本身不稳定（不在凸包上）
mp-557324,Cs2CrF6,False,,与 Li 反应: min dE = -0.767 eV/atom
mp-647813,Cs2CrO4,False,,与 Li 反应: min dE = -0.681 eV/atom
mp-28467,Cs2Cu5Se4,False,,与 Li 反应: min dE = -0.548 eV/atom
mp-1226699,Cs2CuBr3,False,,材料本身不稳定（不在凸包上）
mp-1192723,Cs2CuBr4,False,,与 Li 反应: min dE = -0.568 eV/atom
mp-616439,Cs2CuCl4,False,,与 Li 反应: min dE = -0.611 eV/atom
mp-1025265,Cs2CuF4,False,,与 Li 反应: min dE = -0.740 eV/atom
mp-2042825,Cs2CuF6,False,,与 Li 反应: min dE = -1.244 eV/atom
mp-28692,Cs2CuF6,False,,与 Li 反应: min dE = -1.244 eV/atom
mp-1213714,Cs2FeF5,False,,与 Li 反应: min dE = -0.662 eV/atom
mp-17443,Cs2FeO4,False,,与 Li 反应: min dE = -0.974 eV/atom
mp-1238793,Cs2HfBr6,False,,与 Li 反应: min dE = -0.342 eV/atom
mp-1120741,Cs2HfCl6,False,,与 Li 反应: min dE = -0.327 eV/atom
mp-13948,Cs2HfF6,False,,与 Li 反应: min dE = -0.273 eV/atom
mp-29398,Cs2HfI6,False,,与 Li 反应: min dE = -0.362 eV/atom
mp-1178405,Cs2HfO3,False,,与 Li 反应: min dE = -0.257 eV/atom
mp-1178408,Cs2HfO3,False,,与 Li 反应: min dE = -0.257 eV/atom
mp-779264,Cs2HfO3,False,,与 Li 反应: min dE = -0.257 eV/atom
mp-1196065,Cs2I4O11,False,,与 Li 反应: min dE = -1.480 eV/atom
mp-572805,Cs2I4O11,False,,与 Li 反应: min dE = -1.480 eV/atom
mp-1183766,Cs2KRb,False,,材料本身不稳定（不在凸包上）
mp-571409,Cs2Li3Br5,False,,材料本身不稳定（不在凸包上）
mp-560088,Cs2Li3F5,False,,材料本身不稳定（不在凸包上）
mp-1080534,Cs2Li3I5,False,,材料本身不稳定（不在凸包上）
mp-608311,Cs2Li3I5,False,,材料本身不稳定（不在凸包上）
mp-1102538,Co2ClO3,False,,材料本身不稳定（不在凸包上）
mp-34146,Co2CuO4,False,,材料本身不稳定（不在凸包上）
mp-39091,Co2CuO4,False,,材料本身不稳定（不在凸包上）
mp-761472,Co2CuO4,False,,材料本身不稳定（不在凸包上）
mp-3925,Co2CuS4,False,,与 Li 反应: min dE = -0.869 eV/atom
mp-542316,Co2Mo3N,False,,材料本身不稳定（不在凸包上）
mp-505574,Co2Mo4C,False,,材料本身不稳定（不在凸包上）
mp-644838,Co2Mo4N,False,,与 Li 反应: min dE = -0.127 eV/atom
mp-1226586,Co2Ni2Te5,False,,材料本身不稳定（不在凸包上）
mp-1245646,Co2NiN2,False,,材料本身不稳定（不在凸包上）
mp-1275132,Co2NiO4,False,,材料本身不稳定（不在凸包上）
mp-1304693,Co2NiO4,False,,材料本身不稳定（不在凸包上）
mp-38683,Co2NiO4,False,,材料本身不稳定（不在凸包上）
mp-752759,Co2NiO6,False,,材料本身不稳定（不在凸包上）
mp-753469,Co2NiO6,False,,材料本身不稳定（不在凸包上）
mp-22658,Co2NiS4,False,,与 Li 反应: min dE = -0.851 eV/atom
mp-1025190,Co2NiSe4,False,,材料本身不稳定（不在凸包上）
mp-1638658,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-1638951,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-1639208,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-758867,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-778816,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-780324,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-850970,Co2O3F,False,,材料本身不稳定（不在凸包上）
mp-1178455,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-1301334,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-1310084,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-754860,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-758692,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-759756,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-760935,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-761020,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-763315,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-774380,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-777544,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-778324,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-780556,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-782656,Co2OF3,False,,材料本身不稳定（不在凸包上）
mp-13446,Co2P,False,,与 Li 反应: min dE = -0.203 eV/atom
mp-22204,Co2P,False,,与 Li 反应: min dE = -0.203 eV/atom
mp-20274,Co2P2O7,False,,与 Li 反应: min dE = -0.873 eV/atom
mp-20283,Co2P2O7,False,,与 Li 反应: min dE = -0.873 eV/atom
mp-2762914,Co2P2O7,False,,与 Li 反应: min dE = -0.873 eV/atom
mp-550468,Co2P2O7,False,,与 Li 反应: min dE = -0.873 eV/atom
mp-550886,Co2P2O7,False,,与 Li 反应: min dE = -0.873 eV/atom
mp-25270,Co2P3O10,False,,与 Li 反应: min dE = -0.980 eV/atom
mp-504231,Co2P3O10,False,,与 Li 反应: min dE = -0.980 eV/atom
mp-540204,Co2P3O10,False,,与 Li 反应: min dE = -0.980 eV/atom
mp-27024,Co2P5O16,False,,材料本身不稳定（不在凸包上）
mp-1105140,Co2PO5,False,,材料本身不稳定（不在凸包上）
mp-1272384,Co2PO5,False,,材料本身不稳定（不在凸包上）
mp-1276873,Co2PO5,False,,材料本身不稳定（不在凸包上）
mp-1226453,Co2PS3,False,,材料本身不稳定（不在凸包上）
mp-1183728,Co2S3,False,,材料本身不稳定（不在凸包上）
mp-684732,Co2S3,False,,材料本身不稳定（不在凸包上）
mp-19905,Co2Si,False,,与 Li 反应: min dE = -0.077 eV/atom
