material_id,formula,energy_above_hull,n_elements
mp-1225821,Cu2P2O7,0.006735048181815,3
mp-3638,Cu2P2O7,0.0,3
mp-8090,Cu2P2O7,0.002472540454544,3
mp-26532,Cu2P3O10,0.041296448333333007,3
mp-28034,Cu2P7,0.0,2
mp-17281,Cu2PO4,0.0,3
mp-1203235,Cu2PO5,0.0,3
mp-12087,Cu2S,0.094264217708333,2
mp-1225811,Cu2S,0.05582426770833301,2
mp-1225835,Cu2S,0.05689535312499801,2
mp-1225993,Cu2S,0.061917154375001004,2
mp-2014814,Cu2S,0.07254491645833201,2
mp-2831205,Cu2S,0.095501641041666,2
mp-581212,Cu2S,0.012637958263891,2
mp-618991,Cu2S,0.019474473958332003,2
mp-28491,Cu2SO4,0.023673369285713,3
mp-683170,Cu2SO4,0.044426714999999006,3
mp-4386,Cu2SO5,0.013340027500001002,3
mp-1097707,Cu2Se,0.082633770208332,2
mp-560561,Cu2SeO4,0.006700515714284001,3
mp-578931,Cu2SeO4,0.009928094285713,3
mp-1225839,Cu2SiS3,0.025971860000000003,3
mp-1225897,Cu2SiS3,0.014574060416666002,3
mp-15895,Cu2SiS3,0.009455905833332001,3
mp-9248,Cu2SiS3,0.010962599999999,3
mp-15896,Cu2SiSe3,0.0,3
mp-1225810,Cu2SiTe3,0.014797135277778001,3
mp-675120,Cu2SiTe3,0.012505245277779001,3
mp-10519,Cu2SnS3,0.00048765666666700003,3
mp-1225832,Cu2SnS3,0.0,3
mp-1225965,Cu2SnS3,0.0016694912499980001,3
mp-11658,Cu2SnSe3,0.013021702250000001,3
mp-1191849,Cu2SnSe3,0.013956081000001001,3
mp-1200177,Cu2SnSe3,0.012787660166667,3
mp-1225786,Cu2SnSe3,0.013755562249999001,3
mp-1225953,Cu2SnSe3,0.015296912250001002,3
mp-1389664,Cu2SnSe4,0.062574572653058,3
mp-1226087,Cu2SnTe3,0.017161600083333003,3
mp-13089,Cu2SnTe3,0.015524191333334,3
mp-675880,Cu2SnTe3,0.016677571333335,3
mp-17598,Cu2Te3O8,0.034467191923075,3
mp-1188594,Cu2TeO6,0.055330127361112,3
mp-505402,Cu2WO4,0.079755341249998,3
mp-622026,Cu2WO4,0.08409926767856901,3
mp-557373,Cu2WS4,0.0010139838095240001,3
mp-8976,Cu2WS4,0.0041768395238110005,3
mp-1025340,Cu2WSe4,0.0,3
mp-1226691,Cu3(BO3)2,0.051999523106061006,3
mp-1192764,Cu3(CO4)2,0.0,3
mp-1193512,Cu3(I3O10)2,0.086446366250003,3
mp-1181845,Cu3(IN)4,0.011538734090908002,3
mp-675781,Cu3(Mo3S4)4,0.070059160645159,3
mp-1043118,Cu3(MoO3)4,0.012061786240605001,3
mp-1343618,Cu3(MoO3)4,0.026926833082709004,3
mp-2214791,Cu3(MoO3)4,0.017153355714289,3
mp-1192830,Cu3(MoO5)2,0.039967394583334,3
mp-760120,Cu3(OF)2,0.049094735535712,3
mp-760179,Cu3(OF)2,0.037637742142854,3
mp-1190666,Cu3(P2O7)2,0.060946853571429004,3
mp-673105,Cu3(P2O7)2,0.012630835476191002,3
mp-772942,Cu3(P2O7)2,0.06248709261904801,3
mp-4093,Cu3(PO4)2,0.0,3
mp-1375641,Cu3(SnO3)4,0.056949993486845006,3
mp-755032,Cu3(TeO5)2,0.053625650749999004,3
mp-1184011,Cu3Ag,0.09037492083333301,2
mp-2258,Cu3Au,0.0,2
mp-1213378,Cu3BO5,0.027370623587963,3
mp-1213419,Cu3BO5,0.017653955254631003,3
mp-1193763,Cu3Mo2O9,0.029338124107138003,3
mp-639719,Cu3Mo2O9,0.032158120357138005,3
mp-649957,Cu3Mo2O9,0.026491554999994,3
mp-1225698,Cu3Ni,0.05918841500000101,2
mp-1147673,Cu3O4,0.079719951607143,2
mp-1178476,Cu3O4,0.041394533035716004,2
mp-1178469,Cu3OF5,0.036855683090278,3
mp-754878,Cu3OF5,0.029962021423611002,3
mp-755255,Cu3OF5,0.031347092534722,3
mp-755349,Cu3OF5,0.033998590312499,3
mp-760679,Cu3OF5,0.030689205312500002,3
mp-760891,Cu3OF5,0.032317126979166,3
mp-997504,Cu3OF5,0.014737618645833,3
mp-14012,Cu3P,0.026024493854166,2
mp-359,Cu3P,0.068513934062499,2
mp-7463,Cu3P,0.025262583854166003,2
mp-7540,Cu3P,0.059430067187498006,2
mp-679930,Cu3P15I2,0.0,3
mp-881173,Fe4OF7,0.061138267129628006,3
mp-636960,Fe4P2O9,0.012917891666665002,3
mp-26756,Fe4P7O24,0.024704170821429002,3
mp-850083,Fe4S5,0.062182773333333004,2
mp-850249,Fe4S5,0.061710484999999,2
mp-870701,Fe4S5,0.06386601999999901,2
mp-1225166,Fe4Te3S,0.06997989593750101,3
mp-1224985,Fe4Te3Se,0.0682972065625,3
mp-1224987,Fe4Te3Se,0.066671414062501,3
mp-1224990,Fe4Te3Se,0.0666805890625,3
mp-1225000,Fe4Te3Se,0.067395642812501,3
mp-1225054,Fe4TeSe3,0.05758179468750001,3
mp-754310,Fe5(OF2)4,0.08254970570261401,3
mp-1178262,Fe5(OF4)2,0.09512172374073301,3
mp-1178269,Fe5(OF4)2,0.0989704294074,3
mp-1178293,Fe5(OF4)2,0.071982805407401,3
mp-1178402,Fe5(OF4)2,0.07786923940740101,3
mp-774385,Fe5(OF4)2,0.07230774774073401,3
mp-774995,Fe5(OF4)2,0.079947684740734,3
mp-777639,Fe5(OF4)2,0.075544729740734,3
mp-777687,Fe5(OF4)2,0.079793641740733,3
mp-777737,Fe5(OF4)2,0.07488407240740101,3
mp-777739,Fe5(OF4)2,0.08562906240740001,3
mp-777794,Fe5(OF4)2,0.087622032740733,3
mp-777829,Fe5(OF4)2,0.087822700740733,3
mp-777833,Fe5(OF4)2,0.086649327740733,3
mp-778603,Fe5(OF4)2,0.07747187507406801,3
mp-781954,Fe5(OF4)2,0.090794449074068,3
mp-887511,Fe5(OF4)2,0.08271039807406701,3
mp-887523,Fe5(OF4)2,0.07682602040740001,3
mp-705433,Fe5(P2O7)4,0.058422836859760005,3
mp-31872,Fe5(P3O11)2,0.044397433257514,3
mp-26858,Fe5(PO4)4,0.0181153668,3
mp-1198345,Fe5(SiO4)3,0.036748518625000004,3
mp-555755,Fe5(SiO4)3,0.051497456874999,3
mp-9913,Fe5B2P,0.0,3
mp-2794,Fe5C2,0.059859465714286006,2
mp-645339,Fe5C2,0.061937716071428006,2
mp-1084832,Fe5Co3,0.0510832340625,2
mp-33300,Fe5CuO8,0.08962712392857,3
mp-1225371,Fe5Ni4P3,0.007392192812499001,3
mp-1225019,Fe5NiO8,0.088586385178578,3
mp-755929,Fe5O3F7,0.091545280111106,3
mp-775262,Fe5O3F7,0.09110986711110601,3
mp-777536,Fe5O3F7,0.08146590044443901,3
mp-777538,Fe5O3F7,0.08192368044444001,3
mp-777542,Fe5O3F7,0.08454251644443901,3
mp-777543,Fe5O3F7,0.085004909111106,3
mp-777574,Fe5O3F7,0.08965579144443901,3
mp-777587,Fe5O3F7,0.083748163111105,3
mp-777876,Fe5O3F7,0.085817047777773,3
mp-778124,Fe5O3F7,0.09159091777777201,3
mp-778157,Fe5O3F7,0.08698349144443901,3
mp-778182,Fe5O3F7,0.089801721444439,3
mp-778225,Fe5O3F7,0.09154540411110601,3
mp-778247,Fe5O3F7,0.085997258777773,3
mp-778248,Fe5O3F7,0.08760177244443901,3
mp-778467,Fe5O3F7,0.082139232111106,3
mp-1178256,Fe5O7F3,0.09221134011111201,3
mp-1178251,Fe5OF11,0.09180527640522,3
mp-759643,Fe5P3O13,0.08655883956347801,3
mp-763767,Fe5P3O13,0.058029635277764,3
mp-1188610,Fe5Si2B,0.039783887968751,3
mp-449,Fe5Si3,0.033978619374999006,2
mp-1105372,Fe5SiB2,0.0018623334375,3
mp-1212719,Fe5SiC,0.02879125392857,3
mp-705744,Fe5SiO8,0.056744099464284006,3
mp-1225379,Fe5SiP,0.077538577857144,3
mp-690495,Fe5SnO8,0.038262897857144006,3
mp-1225026,Fe6BC,0.04519054937500001,3
mp-1225034,Fe6BP,0.027100554062501003,3
mp-1178314,Fe6O5F7,0.09085925682099501,3
mp-755097,Fe6O5F7,0.09973366904321601,3
mp-777933,Fe6O5F7,0.09890433237655101,3
mp-755923,Fe6O7F5,0.093409702237654,3
mp-779897,Fe6O7F5,0.09792324557098701,3
mp-780489,Fe6O7F5,0.09553687112654201,3
mp-754847,Fe6OF11,0.039910807253079,3
mp-755039,Fe6OF11,0.055334715586413,3
mp-755114,Fe6OF11,0.054776588364191005,3
mp-755836,Fe6OF11,0.040135545586414,3
mp-756379,Fe6OF11,0.030316819475302,3
mp-779354,Fe6OF11,0.043925167808636006,3
mp-624243,Fe6W6C,0.0,3
mp-781010,Fe7(OF3)3,0.09571146381579,3
mp-777455,Fe7(OF7)2,0.08553460519323201,3
mp-650224,Fe7(P2O7)4,0.005794643313948001,3
mp-510351,Fe7(PO4)6,0.012114353108094,3
mp-690584,Fe7(PO5)4,0.048214851720431,3
mp-757367,Fe7(PO5)4,0.063475535430108,3
mp-1212736,Fe7(SiO3)8,0.042153989529937,3
mp-1197365,Fe7(SiO4)4,0.028377009444444,3
mp-758216,Fe7(SiO6)2,0.078044935476187,3
mp-763339,Fe7(SiO6)2,0.06110211309523401,3
mp-1227244,Fe74W13,0.077038044224137,2
mp-18257,Fe7C3,0.081094369999998,2
mp-21717,Fe7C3,0.06518426425,2
mp-1080603,Fe7Co,0.0005384212500000001,2
mp-569594,Fe7Mo6,0.006872568757396001,2
mp-1225022,Fe7Ni5P4,0.004084248828117001,3
mp-32939,Fe7O8,0.097942258666666,2
mp-715333,Fe7O8,0.06285689833333301,2
mp-1225100,Fe7SiO10,0.07817418138889201,3
mp-22635,Fe7SiO10,0.08458668027778,3
mp-1473,Fe7W6,0.0026645362499960004,2
mp-555,Fe8N,0.0010915550000000001,2
mp-673174,Fe8N3,0.017508316742423,2
mp-705588,Fe8O9,0.048550902647059004,2
mp-763787,Fe8O9,0.061250607647057004,2
mp-758271,Fe8SiO12,0.060022461190477,3
mp-704206,Fe9(PO4)8,0.08619549999998401,3
mp-1225248,Fe9BP2,0.017152989791666,3
mp-601842,Fe9Co7,0.0,2
mp-759037,Fe9O10,0.038784599999999,2
mp-1106121,Fe9Se8,0.057740292352941,2
mp-818295,Fe9Si6O25,0.099931616104175,3
mp-1205948,FeAg3F6,0.046188945666667,3
mp-1212706,FeAgBr4,0.0,3
mp-18966,FeAgO2,0.005959758124989001,3
mp-19225,FeAgO2,0.0,3
mp-996994,FeAuO2,0.006997488958333,3
mp-1007881,FeB,0.0,2
mp-1080525,FeB,0.00839964625,2
mp-20787,FeB,0.016383868750000002,2
mp-1101938,FeB2,0.0,2
mp-1079437,FeB4,0.0068451468333330006,2
mp-1191380,FeB4O7,0.011557017291670002,3
mp-1199904,FeBO3,0.09194137625000201,3
mp-19097,FeBO3,0.0,3
mp-1103093,FeBW,0.0,3
mp-22880,FeBr2,0.0,2
mp-23232,FeBr3,0.0,2
mp-18969,FeCO3,0.0,3
mp-23229,FeCl2,0.021833396666667,2
mp-571096,FeCl2,0.0,2
mp-1182789,FeCl3,0.0007547514583340001,2
mp-2051155,FeCl3,0.058973778333334004,2
mp-23204,FeCl3,0.07341219833333401,2
mp-583463,FeCl3,0.0,2
mp-676241,FeCl3,0.024356177083334003,2
mp-1225059,FeCl4,0.0,2
mp-540828,FeClO,0.0,3
mp-2090,FeCo,0.0,2
mp-1188282,FeCo2B,0.032175657499999004,3
mp-5436,FeCo2Si,0.006879390312499001,3
mp-1007852,FeCo3,0.056625132499999,2
mp-1225083,FeCo3,0.081429389999999,2
mp-761579,FeCo3O8,0.082114222708334,3
mp-1224978,FeCo3S8,0.007675967499999,3
mp-756471,FeCo5O12,0.068736536250001,3
mp-771048,FeCo9O20,0.04440821541666801,3
mp-1224984,FeCoB,0.017585127222223003,3
mp-1224999,FeCoB2,0.023993178125,3
mp-1095664,FeCoP,0.0,3
mp-1225004,FeCoS4,0.014097574166666,3
mp-1102660,FeCoSi,0.073686982083335,3
mp-1224983,FeCoSi2,0.004089288749999,3
mp-1225200,FeCoSn2,0.025383974166666,3
mp-1225052,FeCoSn4,0.041272525416666005,3
mp-1078387,FeCu3S4,0.010601817256942,3
mp-1224980,FeCu3S8,0.012001976250000001,3
mp-36345,FeCu3S8,0.019260019583334002,3
mp-1224977,FeCu4,0.061598885999999006,2
mp-675830,FeCu5S4,0.07899169212500201,3
mp-505110,FeCuO2,0.005070471249987001,3
mp-510281,FeCuO2,0.0,3
mp-556911,FeF2,0.0,2
mp-1096967,FeF3,0.011904239583333,2
mp-1181398,FeF3,0.0499322575,2
mp-1181783,FeF3,0.019842060416667,2
mp-22398,FeF3,0.0,2
mp-558852,FeF3,0.020977064583333,2
mp-559450,FeF3,0.020454758750000003,2
mp-1213622,FeF6,0.0,2
mp-1009077,FeH,0.0,2
mp-1274672,FeHO2,0.06968453687500001,3
mp-510670,FeHO2,0.050746436875,3
mp-605437,FeHO2,0.0,3
mp-625220,FeHO2,0.05410678124999901,3
mp-625242,FeHO2,0.054931104375000005,3
mp-626088,FeHO2,0.006800814374999,3
mp-626316,FeHO2,0.05515319875000001,3
mp-626495,FeHO2,0.054914051249999006,3
mp-696580,FeHO2,0.036808581249999,3
mp-755285,FeHO2,0.077204992499999,3
mp-571122,FeI2,0.0,2
mp-1224941,FeMo2,0.066174492564103,2
mp-505526,FeMoO4,0.000448580625008,3
mp-556667,FeMoO4,0.009090983125009,3
mp-1102843,FeMoP,0.0,3
mp-6988,FeN,0.0,2
mp-1224965,FeNi,0.083231964999999,2
mp-1224976,FeNi,0.06864735499999901,2
mp-2213,FeNi,0.0,2
mp-1007855,FeNi3,0.0170325225,2
mp-1079337,FeNi3,0.035294448750001005,2
mp-1225078,FeNi3,0.078700959999999,2
mp-1418,FeNi3,0.0,2
mp-1225604,FeNi35S32,0.0,3
mp-1224960,FeNiB,0.053248711388887,3
mp-1272388,FeNiO3,0.07753396433333201,3
mp-768499,FeNiO3,0.08205045533333101,3
mp-1080653,FeNiP,0.015153214771238,3
mp-1224986,FeNiP6,0.0,3
mp-1224893,FeNiS4,0.034388392499999004,3
mp-1224875,FeNiSe4,0.06427996249999801,3
mp-1224910,FeNiTe4,0.058188330833333,3
mp-1178232,FeO,0.012036054999999001,2
mp-1274279,FeO,0.0,2
mp-1283030,FeO,0.014061861249999,2
mp-715262,FeO,0.009280054999999001,2
mp-753682,FeO,0.087101994999999,2
mp-1178210,FeOF,0.015903320185185,3
mp-1178215,FeOF,0.012298829351852001,3
mp-1178228,FeOF,0.080128465185186,3
mp-1178238,FeOF,0.096746202962963,3
mp-1178244,FeOF,0.09316080574074101,3
mp-1178245,FeOF,0.09604756944444401,3
mp-675006,FeOF,0.031621128518519004,3
mp-752593,FeOF,0.082103466851852,3
mp-752804,FeOF,0.099149258101852,3
mp-752880,FeOF,0.08400549310185201,3
mp-752941,FeOF,0.041939830185185004,3
mp-752975,FeOF,0.016180154351853,3
mp-753017,FeOF,0.039538241296297,3
mp-753145,FeOF,0.093436146851852,3
mp-753238,FeOF,0.08788202351852001,3
mp-754053,FeOF,0.025960817685185003,3
mp-754527,FeOF,0.097710947407408,3
mp-754616,FeOF,0.08490003893518501,3
mp-754726,FeOF,0.085947781851852,3
mp-754764,FeOF,0.09929202101851901,3
mp-754879,FeOF,0.09280151407407401,3
mp-755359,FeOF,0.098426157685185,3
mp-756807,FeOF,0.08576152018518701,3
mp-758352,FeOF,0.09851843444444501,3
mp-758560,FeOF,0.014734158518519001,3
mp-758710,FeOF,0.09048859388888901,3
mp-758716,FeOF,0.08107814351852001,3
mp-758738,FeOF,0.09455401296296301,3
mp-758773,FeOF,0.093641035393519,3
mp-758782,FeOF,0.090554616574075,3
mp-758902,FeOF,0.092778076296298,3
mp-759080,FeOF,0.080268557407409,3
mp-759130,FeOF,0.086453818333334,3
mp-759193,FeOF,0.08952913379629801,3
mp-759247,FeOF,0.095624853240741,3
mp-759248,FeOF,0.07943346592592601,3
mp-759268,FeOF,0.054670522893519,3
mp-759283,FeOF,0.047597736851852,3
mp-759284,FeOF,0.09275540393518601,3
mp-759331,FeOF,0.090139575185186,3
mp-759395,FeOF,0.099203264351853,3
mp-759427,FeOF,0.065322461111112,3
mp-759436,FeOF,0.08704970722222201,3
mp-759475,FeOF,0.08582307490740701,3
mp-759490,FeOF,0.093801722037038,3
mp-759497,FeOF,0.086423172407409,3
mp-759503,FeOF,0.091777765740742,3
mp-759531,FeOF,0.096837088333334,3
mp-759543,FeOF,0.016497091018519,3
mp-759551,FeOF,0.08669806222222201,3
mp-759561,FeOF,0.085851024814815,3
mp-759562,FeOF,0.07572444351851901,3
mp-759563,FeOF,0.095526638518519,3
mp-759566,FeOF,0.091114619074074,3
mp-759592,FeOF,0.01631638601852,3
mp-759595,FeOF,0.09305825981481501,3
mp-759674,FeOF,0.095847017037037,3
mp-759697,FeOF,0.09070439768518601,3
mp-759778,FeOF,0.09390011185185201,3
mp-759880,FeOF,0.081200511296297,3
mp-759961,FeOF,0.09992403546296301,3
mp-759971,FeOF,0.08732086925926001,3
mp-762996,FeOF,0.08739953893518601,3
mp-763022,FeOF,0.087689083101852,3
mp-763342,FeOF,0.08648155907407501,3
mp-763436,FeOF,0.096378016851853,3
mp-764510,FeOF,0.08640860425926,3
mp-764747,FeOF,0.08504419601851901,3
mp-764890,FeOF,0.09628365962963001,3
mp-765134,FeOF,0.094110219444444,3
mp-882928,FeOF,0.09372043462963,3
mp-1005,FeP,0.0,2
mp-20027,FeP2,0.0,2
mp-26182,FeP2O7,0.08508970804167501,3
mp-26214,FeP2O7,0.077600874291674,3
mp-26566,FeP2O7,0.058822396041675,3
mp-26644,FeP2O7,0.059465656791675,3
mp-26750,FeP2O7,0.076091334791675,3
mp-697733,FeP2O7,0.093017172041674,3
mp-766012,FeP2O7,0.054712241291674006,3
mp-1224886,FeP2W,0.092483099375,3
mp-27164,FeP4,0.005661479499998,2
mp-568328,FeP4,0.028198729499998004,2
mp-570553,FeP4,0.0,2
mp-759361,FeP4O11,0.0,3
mp-759779,FeP4O11,0.0002762996875,3
mp-540760,FePCl8,0.0,3
mp-1225011,FePO4,0.06579605152777601,3
mp-19109,FePO4,0.009618234999999,3
mp-19752,FePO4,0.029657621944443,3
mp-20361,FePO4,0.041568970000000004,3
mp-2216699,FePO4,0.027420875833333,3
mp-2234217,FePO4,0.03750972347222,3
mp-2236419,FePO4,0.030974155694443003,3
mp-25303,FePO4,0.044378919583333,3
mp-26792,FePO4,0.043779886250000004,3
mp-504149,FePO4,0.028182068611108002,3
mp-504276,FePO4,0.017866980416666,3
mp-540111,FePO4,0.019793519999999003,3
mp-559295,FePO4,0.025890503124998004,3
mp-561445,FePO4,0.008679345416666,3
mp-694541,FePO4,0.054001999999999,3
mp-704220,FePO4,0.045229734027777004,3
mp-704299,FePO4,0.027717312604166003,3
mp-705201,FePO4,0.031848178645833,3
mp-752872,FePO4,0.094617239999998,3
mp-753395,FePO4,0.0,3
mp-753756,FePO4,0.040410314583333,3
mp-760343,FePO4,0.017464251249999,3
mp-766442,FePO4,0.026914260416666003,3
mp-766460,FePO4,0.027660779375000003,3
mp-772512,FePO4,0.062072696249999004,3
mp-776288,FePO4,0.047334713333333,3
mp-1101971,FePS,0.0,3
mp-1103067,FePSe,0.074242811666666,3
mp-505531,FeS,0.0,2
mp-1522,FeS2,0.0,2
mp-226,FeS2,0.010058665833334,2
mp-649334,FeSCl7,0.0,3
mp-866711,FeSCl7,0.054440349166663,3
mp-19112,FeSO4,0.0013303233333310002,3
mp-19254,FeSO4,0.0,3
mp-20311,FeSe,0.0,2
mp-1103177,FeSe2,0.031988614999998,2
mp-760,FeSe2,0.0,2
mp-1196307,FeSe3O8,0.069385118888901,3
mp-607953,FeSeBr7,0.0,3
mp-28189,FeSeCl7,0.0,3
mp-754639,FeSeO4,0.03199459777777,3
mp-871,FeSi,0.0,2
mp-1714,FeSi2,0.0,2
mp-20738,FeSi2,0.070323002083334,2
mp-1224897,FeSiMo,0.08348626791666701,3
mp-1224916,FeSiMo,0.066306986249999,3
mp-1103705,FeSiNi,0.050167074791668,3
mp-1199561,FeSiO3,0.015693276416671002,3
mp-18269,FeSiO3,0.01821575466667,3
mp-21939,FeSiO3,0.015311726541671001,3
mp-2767577,FeSiO3,0.036428289333333,3
mp-561362,FeSiO3,0.084083833666671,3
mp-650392,FeSiO3,0.023068397888893002,3
mp-1224954,FeSiW,0.08326639000000201,3
mp-961653,FeSiW,0.036524227500002004,3
mp-21260,FeSn,0.0,2
mp-22752,FeSn2,0.013997236666667,2
mp-19883,FeSnF6,0.09028676208333401,3
mp-1178212,FeSnO3,0.0,3
mp-1178214,FeSnO3,0.0351845345,3
mp-21273,FeTe,0.07645376875000101,2
mp-1102002,FeTe2,0.044909698333335,2
mp-19880,FeTe2,0.0,2
mp-561036,FeTe6O13,0.0,3
mp-540998,FeTeBr7,0.0,3
mp-540997,FeTeCl7,0.0,3
mp-1194242,FeWCl5,0.063096362321426,3
mp-29076,FeWN2,0.09480538281249701,3
mp-19421,FeWO4,0.0,3
mp-1225198,Fe(B2Mo)2,0.064800080357143,3
mp-1078299,Fe(BMo)2,0.0,3
mp-1104448,Fe(BO2)2,0.015084422976192,3
mp-1279062,Fe(BO2)2,0.011313907619051001,3
mp-1068296,Fe(BW)2,0.0,3
mp-613327,Fe(BW)2,0.050153442000002005,3
mp-1283232,Fe(CO3)2,0.071191285555554,3
mp-752929,Fe(CO3)2,0.069297034722221,3
mp-753348,Fe(CoO2)2,0.016975324821436003,3
mp-1188182,Fe(CoS)8,0.001109725363321,3
mp-1025235,Fe(CoSe2)2,0.038025685476189,3
mp-1225174,Fe(CoSe2)2,0.06154918404761801,3
mp-1272250,Fe(HO)2,0.00046864800000000006,3
mp-626680,Fe(HO)2,0.00042819150000100004,3
mp-626689,Fe(HO)2,0.014011894500000002,3
mp-23069,Fe(IO3)3,0.0,3
mp-1225290,Fe(Mo3Se4)2,0.075102010512823,3
mp-686056,Fe(Mo3Se4)2,0.081029167846157,3
mp-1279232,Fe(NiO2)2,0.030938952857143,3
mp-1282693,Fe(NiO2)2,0.024118271428571002,3
mp-640147,Fe(NiO2)2,0.010249660000001002,3
mp-37276,Fe(NiS2)2,0.09188648353570801,3
mp-1025359,Fe(NiSe2)2,0.060377878809529,3
mp-649683,Fe(PO3)2,0.0,3
mp-2226385,Fe(PO3)3,0.022103233717934,3
mp-25310,Fe(PO3)3,0.015117229102549002,3
mp-540314,Fe(PO3)3,0.062455828333318,3
mp-541930,Fe(PO3)3,0.0,3
mp-724325,Fe(PO3)3,0.06527086660254901,3
mp-763780,Fe(PO3)3,0.07297286602562701,3
mp-1354918,Fe(PO3)4,0.072557016372551,3
mp-25964,Fe(PO3)4,0.077323123431374,3
mp-26270,Fe(PO3)4,0.07263010813725601,3
mp-26336,Fe(PO3)4,0.09647870666666801,3
mp-31874,Fe(PO3)4,0.049620188431374,3
mp-504142,Fe(PO3)4,0.06538295431372701,3
mp-540072,Fe(PO3)4,0.082368558431373,3
mp-540077,Fe(PO3)4,0.055557178137256004,3
mp-585418,Fe(PO3)4,0.056764668431373004,3
mp-540145,Fe(PO3)5,0.06758509444444401,3
mp-771312,Fe(SO4)2,0.06287520053029401,3
mp-772225,Fe(SO4)2,0.066569970833325,3
mp-25259,Fe(Se2O5)2,0.07993007744444301,3
mp-1201086,Fe(SeO3)2,0.095075053333335,3
mp-818574,Fe(SeO3)3,0.08275241173075801,3
mp-1203128,Fe(SiO3)2,0.08808020648148,3
mp-9198,Fe(SiP)4,0.0,3
mp-1197576,Fe(W3Cl7)2,0.061622716904762,3
mp-705555,Fe10O11,0.044269229285715,2
mp-759504,Fe10O11,0.055957464761903004,2
mp-1178341,Fe10O11F9,0.096484824416667,3
mp-1178343,Fe10O11F9,0.09845966308333401,3
mp-1178344,Fe10O11F9,0.09517192841666701,3
mp-1178349,Fe10O11F9,0.09328334708333401,3
mp-756189,Fe10O11F9,0.098024689083334,3
mp-756720,Fe10O11F9,0.097565292083333,3
mp-777456,Fe10O11F9,0.09385456108333301,3
mp-777638,Fe10O11F9,0.090780607749999,3
mp-777741,Fe10O11F9,0.09206166408333401,3
mp-777881,Fe10O11F9,0.092192076083333,3
mp-779774,Fe10O11F9,0.09214798741666701,3
mp-780434,Fe10O11F9,0.09424251141666701,3
mp-780793,Fe10O11F9,0.09717027175000001,3
mp-780797,Fe10O11F9,0.098882243083333,3
mp-780974,Fe10O11F9,0.09521326375000001,3
mp-754859,Fe10O9F11,0.088184919833333,3
mp-780760,Fe10O9F11,0.08580311816666601,3
mp-780773,Fe10O9F11,0.095326506833332,3
mp-849300,Fe10O9F11,0.08703941150000001,3
mp-849307,Fe10O9F11,0.094314796833332,3
mp-849483,Fe10O9F11,0.088032253166666,3
mp-1178377,Fe10OF19,0.029835908018518,3
mp-1178379,Fe10OF19,0.026046562018518002,3
mp-755787,Fe10OF19,0.064055727370371,3
mp-775287,Fe10OF19,0.020255108685184,3
mp-887354,Fe10OF19,0.028770066351851004,3
mp-887367,Fe10OF19,0.020131135018519,3
mp-601848,Fe11Co5,0.0,2
mp-571055,Fe11Mo6C5,0.052152369545455005,3
mp-1096767,Fe11MoC4,0.08031751671875001,3
mp-705417,Fe11O12,0.048823839565217006,2
mp-19800,Fe11Si5,0.019161994062501003,2
mp-27908,Fe12N5,0.026315119264706,2
mp-764326,Fe12O13,0.08242896840000201,2
mp-757258,Fe13(NiO10)2,0.0672980205,3
mp-641526,Fe13Co3,0.0037431268750010003,2
mp-1213182,Fe13Mo9,0.0,2
mp-705414,Fe13O14,0.07121615222222201,2
mp-756693,Fe13O15,0.07654428,2
mp-764417,Fe14O15,0.058281217931034,2
mp-18695,Fe15Co,0.0009856337500000001,2
mp-1224936,Fe15O16,0.08343877193548101,2
mp-705551,Fe15O16,0.07633867193548101,2
mp-705424,Fe17O18,0.039687615428572,2
mp-773636,Fe19(SiO4)12,0.05484453221518801,3
mp-758121,Fe2(CO3)3,0.06156821892856801,3
mp-1042928,Fe2(MoO4)3,0.047272335441178,3
mp-21925,Fe2(MoO4)3,0.0,3
mp-704851,Fe2(MoO4)3,0.0032187130882350003,3
mp-705435,Fe2(MoO4)3,0.001479806470587,3
mp-1172918,Fe2(PO3)5,0.031833081628814,3
mp-540767,Fe2(SO4)3,0.0,3
mp-540894,Fe2(SO4)3,0.007453446911764001,3
mp-555589,Fe2(Se2O5)3,0.0,3
mp-505098,Fe2(SeO4)3,0.0,3
mp-540592,Fe2(TeO3)3,0.014069792678569,3
mp-605856,Fe2(TeO3)3,0.004514499107139001,3
mp-1213596,Fe2(WO4)3,0.072982775735294,3
mp-641587,Fe21(MoC3)2,0.035095134655174005,3
mp-641595,Fe21(WC3)2,0.049853340689656,3
mp-706875,Fe21O23,0.05230559022727101,2
mp-1224758,Fe23(BC)3,0.03437324862069,3
mp-542758,Fe23B6,0.021567803793102,2
mp-1192884,Fe23C6,0.053258100689655,2
mp-705553,Fe23O25,0.049515041666666,2
mp-684887,Fe24N11,0.049816522214285,2
mp-1193426,Fe25Mo4,0.095492323793102,2
mp-764962,Fe25Si11O48,0.05263288196428301,3
mp-1915,Fe2B,0.0,2
mp-19333,Fe2B2O5,0.0,3
mp-15722,Fe2B4Mo,0.016644037142857,3
mp-1194531,Fe2B7,0.007321044166666001,2
mp-20302,Fe2BO4,0.021371182500015,3
mp-559609,Fe2BO4,0.069471062142872,3
mp-566717,Fe2BO4,0.021417791964299,3
mp-1871,Fe2C,0.060147374999999004,2
mp-2912507,Fe2C2O7,0.04925578613636301,3
mp-752896,Fe2C2O7,0.08805803363636501,3
mp-758060,Fe2C2O7,0.09570912568181901,3
